rental_key,pool_key,origin_bucket,species_key,form_key,level,nature_key,iv_policy,ev_spread_key,item_key,move1_key,move2_key,move3_key,move4_key,ability_key,gmax_allowed,tera_type_key,weight,unlock_key,status,notes
RENTAL_KEY_INTERMEDIATE_05,RENTAL_POOL_KEY_INTERMEDIATE,OFFICIAL,SPECIES_KEY_CRUSTLE,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_WHITE_HERB,MOVE_KEY_SHELLSMASH,MOVE_KEY_ROCKSLIDE,MOVE_KEY_XSCISSOR,MOVE_KEY_EARTHQUAKE,ABILITY_KEY_STURDY,false,TYPE_KEY_NONE,1,FACTORY_STANDARD,ACTIVE,明示的rental spread
RENTAL_KEY_INTERMEDIATE_06,RENTAL_POOL_KEY_INTERMEDIATE,OFFICIAL,SPECIES_KEY_AERODACTYL,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_AERODACTYLITE,MOVE_KEY_STONEEDGE,MOVE_KEY_DUALWINGBEAT,MOVE_KEY_ICEFANG,MOVE_KEY_EARTHQUAKE,ABILITY_KEY_TOUGHCLAWS,false,TYPE_KEY_NONE,1,FACTORY_STANDARD,ACTIVE,明示的rental spread
RENTAL_KEY_ADVANCED_01,RENTAL_POOL_KEY_ADVANCED,OFFICIAL,SPECIES_KEY_GARGANACL,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_LEFTOVERS,MOVE_KEY_SALTCURE,MOVE_KEY_RECOVER,MOVE_KEY_BODYPRESS,MOVE_KEY_STEALTHROCK,ABILITY_KEY_PURIFYINGSALT,false,TYPE_KEY_NONE,1,FACTORY_FULL,ACTIVE,明示的rental spread
RENTAL_KEY_ADVANCED_02,RENTAL_POOL_KEY_ADVANCED,OFFICIAL,SPECIES_KEY_KLEAVOR,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_FOCUS_SASH,MOVE_KEY_STONEAXE,MOVE_KEY_XSCISSOR,MOVE_KEY_NIGHTSLASH,MOVE_KEY_QUICKATTACK,ABILITY_KEY_SHARPNESS,false,TYPE_KEY_NONE,1,FACTORY_FULL,ACTIVE,明示的rental spread
RENTAL_KEY_ADVANCED_03,RENTAL_POOL_KEY_ADVANCED,OFFICIAL,SPECIES_KEY_COALOSSAL,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_WEAKNESS_POLICY,MOVE_KEY_HEATCRASH,MOVE_KEY_ROCKBLAST,MOVE_KEY_BODYPRESS,MOVE_KEY_TARSHOT,ABILITY_KEY_STEAMENGINE,false,TYPE_KEY_NONE,1,FACTORY_FULL,ACTIVE,明示的rental spread
RENTAL_KEY_ADVANCED_04,RENTAL_POOL_KEY_ADVANCED,OFFICIAL,SPECIES_KEY_RHYPERIOR,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_ASSAULT_VEST,MOVE_KEY_EARTHQUAKE,MOVE_KEY_ROCKWRECKER,MOVE_KEY_ICEPUNCH,MOVE_KEY_HAMMERARM,ABILITY_KEY_SOLIDROCK,false,TYPE_KEY_NONE,1,FACTORY_FULL,ACTIVE,明示的rental spread
RENTAL_KEY_ADVANCED_05,RENTAL_POOL_KEY_ADVANCED,OFFICIAL,SPECIES_KEY_CRUSTLE,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_WHITE_HERB,MOVE_KEY_SHELLSMASH,MOVE_KEY_ROCKSLIDE,MOVE_KEY_XSCISSOR,MOVE_KEY_EARTHQUAKE,ABILITY_KEY_STURDY,false,TYPE_KEY_NONE,1,FACTORY_FULL,ACTIVE,明示的rental spread
RENTAL_KEY_ADVANCED_06,RENTAL_POOL_KEY_ADVANCED,OFFICIAL,SPECIES_KEY_AERODACTYL,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_AERODACTYLITE,MOVE_KEY_STONEEDGE,MOVE_KEY_DUALWINGBEAT,MOVE_KEY_ICEFANG,MOVE_KEY_EARTHQUAKE,ABILITY_KEY_TOUGHCLAWS,false,TYPE_KEY_NONE,1,FACTORY_FULL,ACTIVE,明示的rental spread
RENTAL_KEY_SPECIAL_01,RENTAL_POOL_KEY_SPECIAL,SPECIAL,SPECIES_KEY_NINETALES,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_LIGHT_CLAY,MOVE_KEY_AURORAVEIL,MOVE_KEY_BLIZZARD,MOVE_KEY_MOONBLAST,MOVE_KEY_ENCORE,ABILITY_KEY_SNOWWARNING,false,TYPE_KEY_NONE,1,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_SPECIAL_02,RENTAL_POOL_KEY_SPECIAL,SPECIAL,SPECIES_KEY_FROSMOTH,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_HEAVY_DUTY_BOOTS,MOVE_KEY_QUIVERDANCE,MOVE_KEY_ICEBEAM,MOVE_KEY_BUGBUZZ,MOVE_KEY_GIGADRAIN,ABILITY_KEY_ICESCALES,false,TYPE_KEY_NONE,1,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_SPECIAL_03,RENTAL_POOL_KEY_SPECIAL,SPECIAL,SPECIES_KEY_CLOYSTER,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_VEGA_187,MOVE_KEY_SHELLSMASH,MOVE_KEY_ICICLESPEAR,MOVE_KEY_ROCKBLAST,MOVE_KEY_ICESHARD,ABILITY_KEY_SKILLLINK,false,TYPE_KEY_NONE,1,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_SPECIAL_04,RENTAL_POOL_KEY_SPECIAL,SPECIAL,SPECIES_KEY_CETITAN,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_LIFE_ORB,MOVE_KEY_ICICLECRASH,MOVE_KEY_LIQUIDATION,MOVE_KEY_EARTHQUAKE,MOVE_KEY_ICESHARD,ABILITY_KEY_SHEERFORCE,false,TYPE_KEY_NONE,1,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_SPECIAL_05,RENTAL_POOL_KEY_SPECIAL,SPECIAL,SPECIES_KEY_SLOWKING,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_BLACK_SLUDGE,MOVE_KEY_CHILLYRECEPTION,MOVE_KEY_SLUDGEBOMB,MOVE_KEY_PSYCHIC,MOVE_KEY_SLACKOFF,ABILITY_KEY_REGENERATOR,false,TYPE_KEY_NONE,1,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_SPECIAL_06,RENTAL_POOL_KEY_SPECIAL,SPECIAL,SPECIES_KEY_LAPRAS,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_WEAKNESS_POLICY,MOVE_KEY_FREEZEDRY,MOVE_KEY_HYDROPUMP,MOVE_KEY_THUNDERBOLT,MOVE_KEY_PERISHSONG,ABILITY_KEY_WATERABSORB,false,TYPE_KEY_NONE,1,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_VEGA_01,RENTAL_POOL_KEY_VEGA,VEGA,SPECIES_KEY_VEGA_105,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_NONE,MOVE_KEY_HYPNOSIS,MOVE_KEY_RECOVER,MOVE_KEY_OMINOUSWIND,MOVE_KEY_CONFUSION,ABILITY_KEY_NONE,false,TYPE_KEY_NONE,1,FACTORY_STANDARD,ACTIVE,明示的rental spread
RENTAL_KEY_VEGA_02,RENTAL_POOL_KEY_VEGA,VEGA,SPECIES_KEY_VEGA_091,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_NONE,MOVE_KEY_MEGAHORN,MOVE_KEY_VEGA_479,MOVE_KEY_IRONDEFENSE,MOVE_KEY_STOMP,ABILITY_KEY_NONE,false,TYPE_KEY_NONE,1,FACTORY_STANDARD,ACTIVE,明示的rental spread
RENTAL_KEY_VEGA_03,RENTAL_POOL_KEY_VEGA,VEGA,SPECIES_KEY_VEGA_088,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_BRIGHT_POWDER,MOVE_KEY_VEGA_436,MOVE_KEY_VEGA_360,MOVE_KEY_VEGA_433,MOVE_KEY_PSYCHOCUT,ABILITY_KEY_NONE,false,TYPE_KEY_NONE,1,FACTORY_STANDARD,ACTIVE,明示的rental spread
RENTAL_KEY_VEGA_04,RENTAL_POOL_KEY_VEGA,VEGA,SPECIES_KEY_VEGA_161,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_NONE,MOVE_KEY_LEECHSEED,MOVE_KEY_VEGA_444,MOVE_KEY_SLUDGEBOMB,MOVE_KEY_VEGA_445,ABILITY_KEY_NONE,false,TYPE_KEY_NONE,1,FACTORY_STANDARD,ACTIVE,明示的rental spread
RENTAL_KEY_VEGA_05,RENTAL_POOL_KEY_VEGA,VEGA,SPECIES_KEY_VEGA_050,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_NONE,MOVE_KEY_DIG,MOVE_KEY_QUICKATTACK,MOVE_KEY_VEGA_437,MOVE_KEY_BODYSLAM,ABILITY_KEY_NONE,false,TYPE_KEY_NONE,1,FACTORY_STANDARD,ACTIVE,明示的rental spread
RENTAL_KEY_VEGA_06,RENTAL_POOL_KEY_VEGA,VEGA,SPECIES_KEY_VEGA_257,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_VEGA_187,MOVE_KEY_BLIZZARD,MOVE_KEY_VEGA_461,MOVE_KEY_FOCUSBLAST,MOVE_KEY_VEGA_292,ABILITY_KEY_NONE,false,TYPE_KEY_NONE,1,FACTORY_STANDARD,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_OFFICIAL_01,RENTAL_POOL_KEY_MIX,OFFICIAL,SPECIES_KEY_GARGANACL,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_LEFTOVERS,MOVE_KEY_SALTCURE,MOVE_KEY_RECOVER,MOVE_KEY_BODYPRESS,MOVE_KEY_STEALTHROCK,ABILITY_KEY_PURIFYINGSALT,false,TYPE_KEY_NONE,70,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_OFFICIAL_02,RENTAL_POOL_KEY_MIX,OFFICIAL,SPECIES_KEY_KLEAVOR,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_FOCUS_SASH,MOVE_KEY_STONEAXE,MOVE_KEY_XSCISSOR,MOVE_KEY_NIGHTSLASH,MOVE_KEY_QUICKATTACK,ABILITY_KEY_SHARPNESS,false,TYPE_KEY_NONE,70,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_OFFICIAL_03,RENTAL_POOL_KEY_MIX,OFFICIAL,SPECIES_KEY_COALOSSAL,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_WEAKNESS_POLICY,MOVE_KEY_HEATCRASH,MOVE_KEY_ROCKBLAST,MOVE_KEY_BODYPRESS,MOVE_KEY_TARSHOT,ABILITY_KEY_STEAMENGINE,false,TYPE_KEY_NONE,70,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_OFFICIAL_04,RENTAL_POOL_KEY_MIX,OFFICIAL,SPECIES_KEY_RHYPERIOR,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_ASSAULT_VEST,MOVE_KEY_EARTHQUAKE,MOVE_KEY_ROCKWRECKER,MOVE_KEY_ICEPUNCH,MOVE_KEY_HAMMERARM,ABILITY_KEY_SOLIDROCK,false,TYPE_KEY_NONE,70,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_OFFICIAL_05,RENTAL_POOL_KEY_MIX,OFFICIAL,SPECIES_KEY_CRUSTLE,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_WHITE_HERB,MOVE_KEY_SHELLSMASH,MOVE_KEY_ROCKSLIDE,MOVE_KEY_XSCISSOR,MOVE_KEY_EARTHQUAKE,ABILITY_KEY_STURDY,false,TYPE_KEY_NONE,70,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_OFFICIAL_06,RENTAL_POOL_KEY_MIX,OFFICIAL,SPECIES_KEY_AERODACTYL,NONE,50,NATURE_JOLLY,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_AERODACTYLITE,MOVE_KEY_STONEEDGE,MOVE_KEY_DUALWINGBEAT,MOVE_KEY_ICEFANG,MOVE_KEY_EARTHQUAKE,ABILITY_KEY_TOUGHCLAWS,false,TYPE_KEY_NONE,70,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_VEGA_01,RENTAL_POOL_KEY_MIX,VEGA,SPECIES_KEY_VEGA_105,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_NONE,MOVE_KEY_HYPNOSIS,MOVE_KEY_RECOVER,MOVE_KEY_OMINOUSWIND,MOVE_KEY_CONFUSION,ABILITY_KEY_NONE,false,TYPE_KEY_NONE,25,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_VEGA_02,RENTAL_POOL_KEY_MIX,VEGA,SPECIES_KEY_VEGA_091,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_NONE,MOVE_KEY_MEGAHORN,MOVE_KEY_VEGA_479,MOVE_KEY_IRONDEFENSE,MOVE_KEY_STOMP,ABILITY_KEY_NONE,false,TYPE_KEY_NONE,25,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_VEGA_03,RENTAL_POOL_KEY_MIX,VEGA,SPECIES_KEY_VEGA_088,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_BRIGHT_POWDER,MOVE_KEY_VEGA_436,MOVE_KEY_VEGA_360,MOVE_KEY_VEGA_433,MOVE_KEY_PSYCHOCUT,ABILITY_KEY_NONE,false,TYPE_KEY_NONE,25,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_VEGA_04,RENTAL_POOL_KEY_MIX,VEGA,SPECIES_KEY_VEGA_161,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_NONE,MOVE_KEY_LEECHSEED,MOVE_KEY_VEGA_444,MOVE_KEY_SLUDGEBOMB,MOVE_KEY_VEGA_445,ABILITY_KEY_NONE,false,TYPE_KEY_NONE,25,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_VEGA_05,RENTAL_POOL_KEY_MIX,VEGA,SPECIES_KEY_VEGA_050,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_NONE,MOVE_KEY_DIG,MOVE_KEY_QUICKATTACK,MOVE_KEY_VEGA_437,MOVE_KEY_BODYSLAM,ABILITY_KEY_NONE,false,TYPE_KEY_NONE,25,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_VEGA_06,RENTAL_POOL_KEY_MIX,VEGA,SPECIES_KEY_VEGA_257,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_VEGA_187,MOVE_KEY_BLIZZARD,MOVE_KEY_VEGA_461,MOVE_KEY_FOCUSBLAST,MOVE_KEY_VEGA_292,ABILITY_KEY_NONE,false,TYPE_KEY_NONE,25,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_SPECIAL_01,RENTAL_POOL_KEY_MIX,SPECIAL,SPECIES_KEY_NINETALES,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_LIGHT_CLAY,MOVE_KEY_AURORAVEIL,MOVE_KEY_BLIZZARD,MOVE_KEY_MOONBLAST,MOVE_KEY_ENCORE,ABILITY_KEY_SNOWWARNING,false,TYPE_KEY_NONE,5,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_SPECIAL_02,RENTAL_POOL_KEY_MIX,SPECIAL,SPECIES_KEY_FROSMOTH,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_HEAVY_DUTY_BOOTS,MOVE_KEY_QUIVERDANCE,MOVE_KEY_ICEBEAM,MOVE_KEY_BUGBUZZ,MOVE_KEY_GIGADRAIN,ABILITY_KEY_ICESCALES,false,TYPE_KEY_NONE,5,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_SPECIAL_03,RENTAL_POOL_KEY_MIX,SPECIAL,SPECIES_KEY_CLOYSTER,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_VEGA_187,MOVE_KEY_SHELLSMASH,MOVE_KEY_ICICLESPEAR,MOVE_KEY_ROCKBLAST,MOVE_KEY_ICESHARD,ABILITY_KEY_SKILLLINK,false,TYPE_KEY_NONE,5,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_SPECIAL_04,RENTAL_POOL_KEY_MIX,SPECIAL,SPECIES_KEY_CETITAN,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_LIFE_ORB,MOVE_KEY_ICICLECRASH,MOVE_KEY_LIQUIDATION,MOVE_KEY_EARTHQUAKE,MOVE_KEY_ICESHARD,ABILITY_KEY_SHEERFORCE,false,TYPE_KEY_NONE,5,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_SPECIAL_05,RENTAL_POOL_KEY_MIX,SPECIAL,SPECIES_KEY_SLOWKING,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_BLACK_SLUDGE,MOVE_KEY_CHILLYRECEPTION,MOVE_KEY_SLUDGEBOMB,MOVE_KEY_PSYCHIC,MOVE_KEY_SLACKOFF,ABILITY_KEY_REGENERATOR,false,TYPE_KEY_NONE,5,FACTORY_MASTER,ACTIVE,明示的rental spread
RENTAL_KEY_MIX_SPECIAL_06,RENTAL_POOL_KEY_MIX,SPECIAL,SPECIES_KEY_LAPRAS,NONE,50,NATURE_SERIOUS,ALL_31,EV_SPREAD_ROLE_510,ITEM_KEY_WEAKNESS_POLICY,MOVE_KEY_FREEZEDRY,MOVE_KEY_HYDROPUMP,MOVE_KEY_THUNDERBOLT,MOVE_KEY_PERISHSONG,ABILITY_KEY_WATERABSORB,false,TYPE_KEY_NONE,5,FACTORY_MASTER,ACTIVE,明示的rental spread
