map_key,group_id,map_id,source_map,classification,status,notes
KANTO_DUNGEON_SSANNE_1_F_ROOM4,97,15,SSAnne_1F_Room4,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_1_F_ROOM5,97,16,SSAnne_1F_Room5,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_1_F_ROOM7,97,17,SSAnne_1F_Room7,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_2_F_ROOM1,97,18,SSAnne_2F_Room1,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_2_F_ROOM2,97,19,SSAnne_2F_Room2,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_2_F_ROOM3,97,20,SSAnne_2F_Room3,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_2_F_ROOM4,97,21,SSAnne_2F_Room4,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_2_F_ROOM5,97,22,SSAnne_2F_Room5,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_2_F_ROOM6,97,23,SSAnne_2F_Room6,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_B1_F_ROOM1,97,24,SSAnne_B1F_Room1,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_B1_F_ROOM2,97,25,SSAnne_B1F_Room2,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_B1_F_ROOM3,97,26,SSAnne_B1F_Room3,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_B1_F_ROOM4,97,27,SSAnne_B1F_Room4,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_B1_F_ROOM5,97,28,SSAnne_B1F_Room5,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SSANNE_1_F_ROOM6,97,29,SSAnne_1F_Room6,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_UNDERGROUND_PATH_NORTH_ENTRANCE,97,30,UndergroundPath_NorthEntrance,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL,97,31,UndergroundPath_NorthSouthTunnel,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_UNDERGROUND_PATH_SOUTH_ENTRANCE,97,32,UndergroundPath_SouthEntrance,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_UNDERGROUND_PATH_WEST_ENTRANCE,97,33,UndergroundPath_WestEntrance,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_UNDERGROUND_PATH_EAST_WEST_TUNNEL,97,34,UndergroundPath_EastWestTunnel,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_UNDERGROUND_PATH_EAST_ENTRANCE,97,35,UndergroundPath_EastEntrance,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_DIGLETTS_CAVE_NORTH_ENTRANCE,97,36,DiglettsCave_NorthEntrance,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_DIGLETTS_CAVE_B1_F,97,37,DiglettsCave_B1F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_DIGLETTS_CAVE_SOUTH_ENTRANCE,97,38,DiglettsCave_SouthEntrance,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_VICTORY_ROAD_1_F,97,39,VictoryRoad_1F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_VICTORY_ROAD_2_F,97,40,VictoryRoad_2F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_VICTORY_ROAD_3_F,97,41,VictoryRoad_3F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_ROCKET_HIDEOUT_B1_F,97,42,RocketHideout_B1F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_ROCKET_HIDEOUT_B2_F,97,43,RocketHideout_B2F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_ROCKET_HIDEOUT_B3_F,97,44,RocketHideout_B3F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_ROCKET_HIDEOUT_B4_F,97,45,RocketHideout_B4F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_ROCKET_HIDEOUT_ELEVATOR,97,46,RocketHideout_Elevator,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SILPH_CO_1_F,97,47,SilphCo_1F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SILPH_CO_2_F,97,48,SilphCo_2F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SILPH_CO_3_F,97,49,SilphCo_3F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SILPH_CO_4_F,97,50,SilphCo_4F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SILPH_CO_5_F,97,51,SilphCo_5F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SILPH_CO_6_F,97,52,SilphCo_6F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SILPH_CO_7_F,97,53,SilphCo_7F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SILPH_CO_8_F,97,54,SilphCo_8F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SILPH_CO_9_F,97,55,SilphCo_9F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SILPH_CO_10_F,97,56,SilphCo_10F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SILPH_CO_11_F,97,57,SilphCo_11F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SILPH_CO_ELEVATOR,97,58,SilphCo_Elevator,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_MANSION_1_F,97,59,PokemonMansion_1F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_MANSION_2_F,97,60,PokemonMansion_2F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_MANSION_3_F,97,61,PokemonMansion_3F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_MANSION_B1_F,97,62,PokemonMansion_B1F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SAFARI_ZONE_CENTER,97,63,SafariZone_Center,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SAFARI_ZONE_EAST,97,64,SafariZone_East,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SAFARI_ZONE_NORTH,97,65,SafariZone_North,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SAFARI_ZONE_WEST,97,66,SafariZone_West,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SAFARI_ZONE_CENTER_REST_HOUSE,97,67,SafariZone_Center_RestHouse,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SAFARI_ZONE_EAST_REST_HOUSE,97,68,SafariZone_East_RestHouse,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SAFARI_ZONE_NORTH_REST_HOUSE,97,69,SafariZone_North_RestHouse,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SAFARI_ZONE_WEST_REST_HOUSE,97,70,SafariZone_West_RestHouse,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SAFARI_ZONE_SECRET_HOUSE,97,71,SafariZone_SecretHouse,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_CERULEAN_CAVE_1_F,97,72,CeruleanCave_1F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_CERULEAN_CAVE_2_F,97,73,CeruleanCave_2F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_CERULEAN_CAVE_B1_F,97,74,CeruleanCave_B1F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_LEAGUE_LORELEIS_ROOM,97,75,PokemonLeague_LoreleisRoom,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_LEAGUE_BRUNOS_ROOM,97,76,PokemonLeague_BrunosRoom,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_LEAGUE_AGATHAS_ROOM,97,77,PokemonLeague_AgathasRoom,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_LEAGUE_LANCES_ROOM,97,78,PokemonLeague_LancesRoom,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_LEAGUE_CHAMPIONS_ROOM,97,79,PokemonLeague_ChampionsRoom,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_LEAGUE_HALL_OF_FAME,97,80,PokemonLeague_HallOfFame,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_ROCK_TUNNEL_1_F,97,81,RockTunnel_1F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_ROCK_TUNNEL_B1_F,97,82,RockTunnel_B1F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SEAFOAM_ISLANDS_1_F,97,83,SeafoamIslands_1F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SEAFOAM_ISLANDS_B1_F,97,84,SeafoamIslands_B1F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SEAFOAM_ISLANDS_B2_F,97,85,SeafoamIslands_B2F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SEAFOAM_ISLANDS_B3_F,97,86,SeafoamIslands_B3F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_SEAFOAM_ISLANDS_B4_F,97,87,SeafoamIslands_B4F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_TOWER_1_F,97,88,PokemonTower_1F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_TOWER_2_F,97,89,PokemonTower_2F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_TOWER_3_F,97,90,PokemonTower_3F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_TOWER_4_F,97,91,PokemonTower_4F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_TOWER_5_F,97,92,PokemonTower_5F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_TOWER_6_F,97,93,PokemonTower_6F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POKEMON_TOWER_7_F,97,94,PokemonTower_7F,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_DUNGEON_POWER_PLANT,97,95,PowerPlant,KANTO_DUNGEON,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_PALLET_TOWN,96,0,PalletTown,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_VIRIDIAN_CITY,96,1,ViridianCity,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_PEWTER_CITY,96,2,PewterCity,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_CERULEAN_CITY,96,3,CeruleanCity,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_LAVENDER_TOWN,96,4,LavenderTown,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_VERMILION_CITY,96,5,VermilionCity,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_CELADON_CITY,96,6,CeladonCity,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_FUCHSIA_CITY,96,7,FuchsiaCity,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_CINNABAR_ISLAND,96,8,CinnabarIsland,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_INDIGO_PLATEAU_EXTERIOR,96,9,IndigoPlateau_Exterior,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_SAFFRON_CITY,96,10,SaffronCity,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_SAFFRON_CITY_CONNECTION,96,11,SaffronCity_Connection,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE1,96,12,Route1,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE2,96,13,Route2,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE3,96,14,Route3,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE4,96,15,Route4,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE5,96,16,Route5,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE6,96,17,Route6,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE7,96,18,Route7,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE8,96,19,Route8,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE9,96,20,Route9,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE10,96,21,Route10,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE11,96,22,Route11,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE12,96,23,Route12,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE13,96,24,Route13,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE14,96,25,Route14,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE15,96,26,Route15,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE16,96,27,Route16,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE17,96,28,Route17,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE18,96,29,Route18,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE19,96,30,Route19,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE20,96,31,Route20,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE21_NORTH,96,32,Route21_North,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE21_SOUTH,96,33,Route21_South,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE22,96,34,Route22,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE23,96,35,Route23,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE24,96,36,Route24,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_OUTDOOR_ROUTE25,96,37,Route25,KANTO_OUTDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_PALLET_TOWN_PLAYERS_HOUSE_1_F,98,0,PalletTown_PlayersHouse_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_PALLET_TOWN_PLAYERS_HOUSE_2_F,98,1,PalletTown_PlayersHouse_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_PALLET_TOWN_RIVALS_HOUSE,98,2,PalletTown_RivalsHouse,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_PALLET_TOWN_PROFESSOR_OAKS_LAB,98,3,PalletTown_ProfessorOaksLab,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VIRIDIAN_CITY_HOUSE,98,4,ViridianCity_House,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VIRIDIAN_CITY_GYM,98,5,ViridianCity_Gym,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VIRIDIAN_CITY_SCHOOL,98,6,ViridianCity_School,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VIRIDIAN_CITY_MART,98,7,ViridianCity_Mart,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VIRIDIAN_CITY_POKEMON_CENTER_1_F,98,8,ViridianCity_PokemonCenter_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VIRIDIAN_CITY_POKEMON_CENTER_2_F,98,9,ViridianCity_PokemonCenter_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_PEWTER_CITY_MUSEUM_1_F,98,10,PewterCity_Museum_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_PEWTER_CITY_MUSEUM_2_F,98,11,PewterCity_Museum_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_PEWTER_CITY_GYM,98,12,PewterCity_Gym,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_PEWTER_CITY_MART,98,13,PewterCity_Mart,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_PEWTER_CITY_HOUSE1,98,14,PewterCity_House1,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_PEWTER_CITY_POKEMON_CENTER_1_F,98,15,PewterCity_PokemonCenter_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_PEWTER_CITY_POKEMON_CENTER_2_F,98,16,PewterCity_PokemonCenter_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_PEWTER_CITY_HOUSE2,98,17,PewterCity_House2,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CERULEAN_CITY_HOUSE1,98,18,CeruleanCity_House1,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CERULEAN_CITY_HOUSE2,98,19,CeruleanCity_House2,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CERULEAN_CITY_HOUSE3,98,20,CeruleanCity_House3,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CERULEAN_CITY_POKEMON_CENTER_1_F,98,21,CeruleanCity_PokemonCenter_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CERULEAN_CITY_POKEMON_CENTER_2_F,98,22,CeruleanCity_PokemonCenter_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CERULEAN_CITY_GYM,98,23,CeruleanCity_Gym,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CERULEAN_CITY_BIKE_SHOP,98,24,CeruleanCity_BikeShop,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CERULEAN_CITY_MART,98,25,CeruleanCity_Mart,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CERULEAN_CITY_HOUSE4,98,26,CeruleanCity_House4,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CERULEAN_CITY_HOUSE5,98,27,CeruleanCity_House5,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_LAVENDER_TOWN_POKEMON_CENTER_1_F,98,28,LavenderTown_PokemonCenter_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_LAVENDER_TOWN_POKEMON_CENTER_2_F,98,29,LavenderTown_PokemonCenter_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_LAVENDER_TOWN_VOLUNTEER_POKEMON_HOUSE,98,30,LavenderTown_VolunteerPokemonHouse,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_LAVENDER_TOWN_HOUSE1,98,31,LavenderTown_House1,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_LAVENDER_TOWN_HOUSE2,98,32,LavenderTown_House2,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_LAVENDER_TOWN_MART,98,33,LavenderTown_Mart,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VERMILION_CITY_HOUSE1,98,34,VermilionCity_House1,KANTO_INDOOR,IMPORTED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VERMILION_CITY_POKEMON_CENTER_1_F,98,35,VermilionCity_PokemonCenter_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VERMILION_CITY_POKEMON_CENTER_2_F,98,36,VermilionCity_PokemonCenter_2F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VERMILION_CITY_POKEMON_FAN_CLUB,98,37,VermilionCity_PokemonFanClub,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VERMILION_CITY_HOUSE2,98,38,VermilionCity_House2,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VERMILION_CITY_MART,98,39,VermilionCity_Mart,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VERMILION_CITY_GYM,98,40,VermilionCity_Gym,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_VERMILION_CITY_HOUSE3,98,41,VermilionCity_House3,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
KANTO_INDOOR_CELADON_CITY_DEPARTMENT_STORE_1_F,98,42,CeladonCity_DepartmentStore_1F,KANTO_INDOOR,RESERVED,新規namespace。Vega mapを置換しない
