trainer_key,class_key,party_slot,species_key,form_key,level,move1_key,move2_key,move3_key,move4_key,item_key,ability_key,ability_policy,nature_key,ev_spread_key,iv_floor,ai_profile_key,trainer_role,unlock_key,mechanic_policy,difficulty_policy,warning_key,status,notes
TRAINER_KEY_KANTO_GYM_02,TRAINER_CLASS_KANTO_GYM_02,5,SPECIES_KEY_MILOTIC,NONE,82,MOVE_KEY_SCALD,MOVE_KEY_RECOVER,MOVE_KEY_ICEBEAM,MOVE_KEY_HAZE,ITEM_KEY_FLAME_ORB,ABILITY_KEY_MARVELSCALE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_2,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,耐久
TRAINER_KEY_KANTO_GYM_02,TRAINER_CLASS_KANTO_GYM_02,6,SPECIES_KEY_SLOWBRO,NONE,83,MOVE_KEY_SCALD,MOVE_KEY_PSYCHIC,MOVE_KEY_CALMMIND,MOVE_KEY_SLACKOFF,ITEM_KEY_SLOWBRONITE,ABILITY_KEY_SHELLARMOR,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_2,MEGA,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,切り札
TRAINER_KEY_KANTO_GYM_03,TRAINER_CLASS_KANTO_GYM_03,1,SPECIES_KEY_PAWMOT,NONE,84,MOVE_KEY_DOUBLESHOCK,MOVE_KEY_CLOSECOMBAT,MOVE_KEY_MACHPUNCH,MOVE_KEY_NUZZLE,ITEM_KEY_FOCUS_SASH,ABILITY_KEY_IRONFIST,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_3,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,先発・麻痺
TRAINER_KEY_KANTO_GYM_03,TRAINER_CLASS_KANTO_GYM_03,2,SPECIES_KEY_TOXTRICITY,NONE,84,MOVE_KEY_OVERDRIVE,MOVE_KEY_BOOMBURST,MOVE_KEY_SLUDGEBOMB,MOVE_KEY_SHIFTGEAR,ITEM_KEY_THROAT_SPRAY,ABILITY_KEY_PUNKROCK,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_3,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,特殊積み
TRAINER_KEY_KANTO_GYM_03,TRAINER_CLASS_KANTO_GYM_03,3,SPECIES_KEY_MAGNEZONE,NONE,85,MOVE_KEY_THUNDERBOLT,MOVE_KEY_FLASHCANNON,MOVE_KEY_VOLTSWITCH,MOVE_KEY_BODYPRESS,ITEM_KEY_AIR_BALLOON,ABILITY_KEY_STURDY,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_3,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,受け崩し
TRAINER_KEY_KANTO_GYM_03,TRAINER_CLASS_KANTO_GYM_03,4,SPECIES_KEY_KILOWATTREL,NONE,85,MOVE_KEY_THUNDER,MOVE_KEY_HURRICANE,MOVE_KEY_VOLTSWITCH,MOVE_KEY_WEATHERBALL,ITEM_KEY_CHOICE_SPECS,ABILITY_KEY_COMPETITIVE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_3,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,雨対応高速
TRAINER_KEY_KANTO_GYM_03,TRAINER_CLASS_KANTO_GYM_03,5,SPECIES_KEY_ROTOM,NONE,85,MOVE_KEY_OVERHEAT,MOVE_KEY_VOLTSWITCH,MOVE_KEY_WILLOWISP,MOVE_KEY_THUNDERWAVE,ITEM_KEY_VEGA_142,ABILITY_KEY_LEVITATE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_3,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,対面操作
TRAINER_KEY_KANTO_GYM_03,TRAINER_CLASS_KANTO_GYM_03,6,SPECIES_KEY_MANECTRIC,NONE,86,MOVE_KEY_THUNDERBOLT,MOVE_KEY_FLAMETHROWER,MOVE_KEY_VOLTSWITCH,MOVE_KEY_SNARL,ITEM_KEY_MANECTITE,ABILITY_KEY_INTIMIDATE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_3,MEGA,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,切り札
TRAINER_KEY_KANTO_GYM_04,TRAINER_CLASS_KANTO_GYM_04,1,SPECIES_KEY_MEOWSCARADA,NONE,87,MOVE_KEY_FLOWERTRICK,MOVE_KEY_KNOCKOFF,MOVE_KEY_UTURN,MOVE_KEY_PLAYROUGH,ITEM_KEY_CHOICE_BAND,ABILITY_KEY_PROTEAN,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_4,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,高速先発
TRAINER_KEY_KANTO_GYM_04,TRAINER_CLASS_KANTO_GYM_04,2,SPECIES_KEY_ARBOLIVA,NONE,87,MOVE_KEY_GIGADRAIN,MOVE_KEY_EARTHPOWER,MOVE_KEY_DAZZLINGGLEAM,MOVE_KEY_STRENGTHSAP,ITEM_KEY_TERRAIN_EXTENDER,ABILITY_KEY_SEEDSOWER,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_4,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,フィールド展開
TRAINER_KEY_KANTO_GYM_04,TRAINER_CLASS_KANTO_GYM_04,3,SPECIES_KEY_LILLIGANT,NONE,88,MOVE_KEY_VICTORYDANCE,MOVE_KEY_LEAFBLADE,MOVE_KEY_CLOSECOMBAT,MOVE_KEY_SLEEPPOWDER,ITEM_KEY_WIDE_LENS,ABILITY_KEY_HUSTLE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_4,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,物理積み
TRAINER_KEY_KANTO_GYM_04,TRAINER_CLASS_KANTO_GYM_04,4,SPECIES_KEY_HYDRAPPLE,NONE,88,MOVE_KEY_FICKLEBEAM,MOVE_KEY_GIGADRAIN,MOVE_KEY_EARTHPOWER,MOVE_KEY_HYDROPUMP,ITEM_KEY_ASSAULT_VEST,ABILITY_KEY_REGENERATOR,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_4,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,特殊受け
TRAINER_KEY_KANTO_GYM_04,TRAINER_CLASS_KANTO_GYM_04,5,SPECIES_KEY_TANGROWTH,NONE,88,MOVE_KEY_POWERWHIP,MOVE_KEY_KNOCKOFF,MOVE_KEY_SLEEPPOWDER,MOVE_KEY_SYNTHESIS,ITEM_KEY_ROCKY_HELMET,ABILITY_KEY_REGENERATOR,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_4,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,物理受け
TRAINER_KEY_KANTO_GYM_04,TRAINER_CLASS_KANTO_GYM_04,6,SPECIES_KEY_VENUSAUR,NONE,89,MOVE_KEY_GIGADRAIN,MOVE_KEY_SLUDGEBOMB,MOVE_KEY_EARTHPOWER,MOVE_KEY_SYNTHESIS,ITEM_KEY_VENUSAURITE,ABILITY_KEY_THICKFAT,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_4,MEGA,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,切り札
TRAINER_KEY_KANTO_GYM_05,TRAINER_CLASS_KANTO_GYM_05,1,SPECIES_KEY_CLODSIRE,NONE,90,MOVE_KEY_TOXIC,MOVE_KEY_EARTHQUAKE,MOVE_KEY_RECOVER,MOVE_KEY_HAZE,ITEM_KEY_BLACK_SLUDGE,ABILITY_KEY_UNAWARE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_5,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,先発・受け
TRAINER_KEY_KANTO_GYM_05,TRAINER_CLASS_KANTO_GYM_05,2,SPECIES_KEY_SNEASLER,NONE,90,MOVE_KEY_DIRECLAW,MOVE_KEY_CLOSECOMBAT,MOVE_KEY_ACROBATICS,MOVE_KEY_SWORDSDANCE,ITEM_KEY_WHITE_HERB,ABILITY_KEY_UNBURDEN,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_5,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,高速崩し
TRAINER_KEY_KANTO_GYM_05,TRAINER_CLASS_KANTO_GYM_05,3,SPECIES_KEY_REVAVROOM,NONE,91,MOVE_KEY_SPINOUT,MOVE_KEY_GUNKSHOT,MOVE_KEY_HIGHHORSEPOWER,MOVE_KEY_SHIFTGEAR,ITEM_KEY_AIR_BALLOON,ABILITY_KEY_FILTER,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_5,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,積み
TRAINER_KEY_KANTO_GYM_05,TRAINER_CLASS_KANTO_GYM_05,4,SPECIES_KEY_TOXAPEX,NONE,91,MOVE_KEY_BANEFULBUNKER,MOVE_KEY_SURF,MOVE_KEY_HAZE,MOVE_KEY_TOXICSPIKES,ITEM_KEY_EJECT_BUTTON,ABILITY_KEY_REGENERATOR,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_5,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,サイクル
TRAINER_KEY_KANTO_GYM_05,TRAINER_CLASS_KANTO_GYM_05,5,SPECIES_KEY_DRAPION,NONE,91,MOVE_KEY_CROSSPOISON,MOVE_KEY_KNOCKOFF,MOVE_KEY_EARTHQUAKE,MOVE_KEY_SWORDSDANCE,ITEM_KEY_SCOPE_LENS,ABILITY_KEY_SNIPER,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_5,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,急所崩し
TRAINER_KEY_KANTO_GYM_05,TRAINER_CLASS_KANTO_GYM_05,6,SPECIES_KEY_BEEDRILL,NONE,92,MOVE_KEY_POISONJAB,MOVE_KEY_UTURN,MOVE_KEY_DRILLRUN,MOVE_KEY_KNOCKOFF,ITEM_KEY_BEEDRILLITE,ABILITY_KEY_ADAPTABILITY,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_5,MEGA,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,切り札
TRAINER_KEY_KANTO_GYM_06,TRAINER_CLASS_KANTO_GYM_06,1,SPECIES_KEY_ESPATHRA,NONE,93,MOVE_KEY_CALMMIND,MOVE_KEY_STOREDPOWER,MOVE_KEY_DAZZLINGGLEAM,MOVE_KEY_PROTECT,ITEM_KEY_LEFTOVERS,ABILITY_KEY_SPEEDBOOST,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_6,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,先発積み
TRAINER_KEY_KANTO_GYM_06,TRAINER_CLASS_KANTO_GYM_06,2,SPECIES_KEY_FARIGIRAF,NONE,93,MOVE_KEY_HYPERVOICE,MOVE_KEY_PSYCHIC,MOVE_KEY_THUNDERBOLT,MOVE_KEY_NASTYPLOT,ITEM_KEY_THROAT_SPRAY,ABILITY_KEY_ARMORTAIL,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_6,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,先制技封じ
TRAINER_KEY_KANTO_GYM_06,TRAINER_CLASS_KANTO_GYM_06,3,SPECIES_KEY_HATTERENE,NONE,94,MOVE_KEY_PSYCHIC,MOVE_KEY_DRAININGKISS,MOVE_KEY_MYSTICALFIRE,MOVE_KEY_TRICKROOM,ITEM_KEY_LIFE_ORB,ABILITY_KEY_MAGICBOUNCE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_6,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,反転展開
TRAINER_KEY_KANTO_GYM_06,TRAINER_CLASS_KANTO_GYM_06,4,SPECIES_KEY_INDEEDEE,NONE,94,MOVE_KEY_EXPANDINGFORCE,MOVE_KEY_DAZZLINGGLEAM,MOVE_KEY_HEALINGWISH,MOVE_KEY_PROTECT,ITEM_KEY_TERRAIN_EXTENDER,ABILITY_KEY_PSYCHICSURGE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_6,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,フィールド展開
TRAINER_KEY_KANTO_GYM_06,TRAINER_CLASS_KANTO_GYM_06,5,SPECIES_KEY_METAGROSS,NONE,94,MOVE_KEY_METEORMASH,MOVE_KEY_ZENHEADBUTT,MOVE_KEY_EARTHQUAKE,MOVE_KEY_BULLETPUNCH,ITEM_KEY_ASSAULT_VEST,ABILITY_KEY_CLEARBODY,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_6,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,耐久アタッカー
TRAINER_KEY_KANTO_GYM_06,TRAINER_CLASS_KANTO_GYM_06,6,SPECIES_KEY_ALAKAZAM,NONE,95,MOVE_KEY_PSYCHIC,MOVE_KEY_FOCUSBLAST,MOVE_KEY_SHADOWBALL,MOVE_KEY_ENCORE,ITEM_KEY_ALAKAZITE,ABILITY_KEY_TRACE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_6,MEGA,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,切り札
TRAINER_KEY_KANTO_GYM_07,TRAINER_CLASS_KANTO_GYM_07,1,SPECIES_KEY_SKELEDIRGE,NONE,96,MOVE_KEY_TORCHSONG,MOVE_KEY_SHADOWBALL,MOVE_KEY_EARTHPOWER,MOVE_KEY_SLACKOFF,ITEM_KEY_HEAVY_DUTY_BOOTS,ABILITY_KEY_UNAWARE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_7,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,先発・積み牽制
TRAINER_KEY_KANTO_GYM_07,TRAINER_CLASS_KANTO_GYM_07,2,SPECIES_KEY_ARMAROUGE,NONE,96,MOVE_KEY_ARMORCANNON,MOVE_KEY_EXPANDINGFORCE,MOVE_KEY_METEORBEAM,MOVE_KEY_AURASPHERE,ITEM_KEY_POWER_HERB,ABILITY_KEY_FLASHFIRE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_7,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,特殊崩し
TRAINER_KEY_KANTO_GYM_07,TRAINER_CLASS_KANTO_GYM_07,3,SPECIES_KEY_CERULEDGE,NONE,97,MOVE_KEY_BITTERBLADE,MOVE_KEY_SHADOWSNEAK,MOVE_KEY_CLOSECOMBAT,MOVE_KEY_SWORDSDANCE,ITEM_KEY_CLEAR_AMULET,ABILITY_KEY_FLASHFIRE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_7,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,物理崩し
TRAINER_KEY_KANTO_GYM_07,TRAINER_CLASS_KANTO_GYM_07,4,SPECIES_KEY_VOLCARONA,NONE,97,MOVE_KEY_QUIVERDANCE,MOVE_KEY_FIERYDANCE,MOVE_KEY_BUGBUZZ,MOVE_KEY_GIGADRAIN,ITEM_KEY_VEGA_141,ABILITY_KEY_FLAMEBODY,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_7,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,積み
TRAINER_KEY_KANTO_GYM_07,TRAINER_CLASS_KANTO_GYM_07,5,SPECIES_KEY_TURTONATOR,NONE,97,MOVE_KEY_SHELLSMASH,MOVE_KEY_FLAMETHROWER,MOVE_KEY_DRAGONPULSE,MOVE_KEY_FLASHCANNON,ITEM_KEY_WHITE_HERB,ABILITY_KEY_SHELLARMOR,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_7,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,反撃
TRAINER_KEY_KANTO_GYM_07,TRAINER_CLASS_KANTO_GYM_07,6,SPECIES_KEY_CHARIZARD,NONE,98,MOVE_KEY_HEATWAVE,MOVE_KEY_SOLARBEAM,MOVE_KEY_FOCUSBLAST,MOVE_KEY_ROOST,ITEM_KEY_CHARIZARDITE_Y,ABILITY_KEY_DROUGHT,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_7,MEGA,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,切り札
TRAINER_KEY_KANTO_GYM_08,TRAINER_CLASS_KANTO_GYM_08,1,SPECIES_KEY_TYRANITAR,NONE,98,MOVE_KEY_STONEEDGE,MOVE_KEY_CRUNCH,MOVE_KEY_EARTHQUAKE,MOVE_KEY_STEALTHROCK,ITEM_KEY_SMOOTH_ROCK,ABILITY_KEY_SANDSTREAM,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_8,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,先発・砂
TRAINER_KEY_KANTO_GYM_08,TRAINER_CLASS_KANTO_GYM_08,2,SPECIES_KEY_RHYPERIOR,NONE,98,MOVE_KEY_EARTHQUAKE,MOVE_KEY_ROCKBLAST,MOVE_KEY_ICEPUNCH,MOVE_KEY_HAMMERARM,ITEM_KEY_ASSAULT_VEST,ABILITY_KEY_SOLIDROCK,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_8,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,重戦車
TRAINER_KEY_KANTO_GYM_08,TRAINER_CLASS_KANTO_GYM_08,3,SPECIES_KEY_EXEGGUTOR,NONE,99,MOVE_KEY_SOLARBEAM,MOVE_KEY_PSYCHIC,MOVE_KEY_TRICKROOM,MOVE_KEY_SLEEPPOWDER,ITEM_KEY_VEGA_142,ABILITY_KEY_HARVEST,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,GYM,KANTO_CERT_8,NONE,FIXED_HIGH_LEVEL_OPTIONAL,WARNING_KANTO_HIGH_LEVEL,ACTIVE,速度反転
