map_key,source_map,scope,import_mode,preserve_npcs,preserve_local_events,status,notes
KANTO_DUNGEON_ROCKET_HIDEOUT_B3_F,RocketHideout_B3F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K32; layout=LAYOUT_ROCKET_HIDEOUT_B3F
KANTO_DUNGEON_ROCKET_HIDEOUT_B4_F,RocketHideout_B4F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K32; layout=LAYOUT_ROCKET_HIDEOUT_B4F
KANTO_DUNGEON_ROCKET_HIDEOUT_ELEVATOR,RocketHideout_Elevator,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K32; layout=LAYOUT_ROCKET_HIDEOUT_ELEVATOR
KANTO_DUNGEON_SILPH_CO_1_F,SilphCo_1F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SILPH_CO_1F
KANTO_DUNGEON_SILPH_CO_2_F,SilphCo_2F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SILPH_CO_2F
KANTO_DUNGEON_SILPH_CO_3_F,SilphCo_3F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SILPH_CO_3F
KANTO_DUNGEON_SILPH_CO_4_F,SilphCo_4F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SILPH_CO_4F
KANTO_DUNGEON_SILPH_CO_5_F,SilphCo_5F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SILPH_CO_5F
KANTO_DUNGEON_SILPH_CO_6_F,SilphCo_6F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SILPH_CO_6F
KANTO_DUNGEON_SILPH_CO_7_F,SilphCo_7F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SILPH_CO_7F
KANTO_DUNGEON_SILPH_CO_8_F,SilphCo_8F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SILPH_CO_8F
KANTO_DUNGEON_SILPH_CO_9_F,SilphCo_9F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SILPH_CO_9F
KANTO_DUNGEON_SILPH_CO_10_F,SilphCo_10F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SILPH_CO_10F
KANTO_DUNGEON_SILPH_CO_11_F,SilphCo_11F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SILPH_CO_11F
KANTO_DUNGEON_SILPH_CO_ELEVATOR,SilphCo_Elevator,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SILPH_CO_ELEVATOR
KANTO_DUNGEON_POKEMON_MANSION_1_F,PokemonMansion_1F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K39; layout=LAYOUT_POKEMON_MANSION_1F
KANTO_DUNGEON_POKEMON_MANSION_2_F,PokemonMansion_2F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K39; layout=LAYOUT_POKEMON_MANSION_2F
KANTO_DUNGEON_POKEMON_MANSION_3_F,PokemonMansion_3F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K39; layout=LAYOUT_POKEMON_MANSION_3F
KANTO_DUNGEON_POKEMON_MANSION_B1_F,PokemonMansion_B1F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K39; layout=LAYOUT_POKEMON_MANSION_B1F
KANTO_DUNGEON_SAFARI_ZONE_CENTER,SafariZone_Center,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K34; layout=LAYOUT_SAFARI_ZONE_CENTER
KANTO_DUNGEON_SAFARI_ZONE_EAST,SafariZone_East,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K35; layout=LAYOUT_SAFARI_ZONE_EAST
KANTO_DUNGEON_SAFARI_ZONE_NORTH,SafariZone_North,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K36; layout=LAYOUT_SAFARI_ZONE_NORTH
KANTO_DUNGEON_SAFARI_ZONE_WEST,SafariZone_West,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K37; layout=LAYOUT_SAFARI_ZONE_WEST
KANTO_DUNGEON_SAFARI_ZONE_CENTER_REST_HOUSE,SafariZone_Center_RestHouse,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K34; layout=LAYOUT_SAFARI_ZONE_REST_HOUSE
KANTO_DUNGEON_SAFARI_ZONE_EAST_REST_HOUSE,SafariZone_East_RestHouse,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K35; layout=LAYOUT_SAFARI_ZONE_REST_HOUSE
KANTO_DUNGEON_SAFARI_ZONE_NORTH_REST_HOUSE,SafariZone_North_RestHouse,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K36; layout=LAYOUT_SAFARI_ZONE_REST_HOUSE
KANTO_DUNGEON_SAFARI_ZONE_WEST_REST_HOUSE,SafariZone_West_RestHouse,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K37; layout=LAYOUT_SAFARI_ZONE_REST_HOUSE
KANTO_DUNGEON_SAFARI_ZONE_SECRET_HOUSE,SafariZone_SecretHouse,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K34; layout=LAYOUT_SAFARI_ZONE_SECRET_HOUSE
KANTO_DUNGEON_CERULEAN_CAVE_1_F,CeruleanCave_1F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K43; layout=LAYOUT_CERULEAN_CAVE_1F
KANTO_DUNGEON_CERULEAN_CAVE_2_F,CeruleanCave_2F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K43; layout=LAYOUT_CERULEAN_CAVE_2F
KANTO_DUNGEON_CERULEAN_CAVE_B1_F,CeruleanCave_B1F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K43; layout=LAYOUT_CERULEAN_CAVE_B1F
KANTO_DUNGEON_POKEMON_LEAGUE_LORELEIS_ROOM,PokemonLeague_LoreleisRoom,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K42; layout=LAYOUT_POKEMON_LEAGUE_LORELEIS_ROOM
KANTO_DUNGEON_POKEMON_LEAGUE_BRUNOS_ROOM,PokemonLeague_BrunosRoom,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K42; layout=LAYOUT_POKEMON_LEAGUE_BRUNOS_ROOM
KANTO_DUNGEON_POKEMON_LEAGUE_AGATHAS_ROOM,PokemonLeague_AgathasRoom,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K42; layout=LAYOUT_POKEMON_LEAGUE_AGATHAS_ROOM
KANTO_DUNGEON_POKEMON_LEAGUE_LANCES_ROOM,PokemonLeague_LancesRoom,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K42; layout=LAYOUT_POKEMON_LEAGUE_LANCES_ROOM
KANTO_DUNGEON_POKEMON_LEAGUE_CHAMPIONS_ROOM,PokemonLeague_ChampionsRoom,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K42; layout=LAYOUT_POKEMON_LEAGUE_CHAMPIONS_ROOM
KANTO_DUNGEON_POKEMON_LEAGUE_HALL_OF_FAME,PokemonLeague_HallOfFame,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K42; layout=LAYOUT_POKEMON_LEAGUE_HALL_OF_FAME
KANTO_DUNGEON_ROCK_TUNNEL_1_F,RockTunnel_1F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K30; layout=LAYOUT_ROCK_TUNNEL_1F
KANTO_DUNGEON_ROCK_TUNNEL_B1_F,RockTunnel_B1F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K30; layout=LAYOUT_ROCK_TUNNEL_B1F
KANTO_DUNGEON_SEAFOAM_ISLANDS_1_F,SeafoamIslands_1F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K38; layout=LAYOUT_SEAFOAM_ISLANDS_1F
KANTO_DUNGEON_SEAFOAM_ISLANDS_B1_F,SeafoamIslands_B1F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K38; layout=LAYOUT_SEAFOAM_ISLANDS_B1F
KANTO_DUNGEON_SEAFOAM_ISLANDS_B2_F,SeafoamIslands_B2F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K38; layout=LAYOUT_SEAFOAM_ISLANDS_B2F
KANTO_DUNGEON_SEAFOAM_ISLANDS_B3_F,SeafoamIslands_B3F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K38; layout=LAYOUT_SEAFOAM_ISLANDS_B3F
KANTO_DUNGEON_SEAFOAM_ISLANDS_B4_F,SeafoamIslands_B4F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K38; layout=LAYOUT_SEAFOAM_ISLANDS_B4F
KANTO_DUNGEON_POKEMON_TOWER_1_F,PokemonTower_1F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K31; layout=LAYOUT_POKEMON_TOWER_1F
KANTO_DUNGEON_POKEMON_TOWER_2_F,PokemonTower_2F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K31; layout=LAYOUT_POKEMON_TOWER_2F
KANTO_DUNGEON_POKEMON_TOWER_3_F,PokemonTower_3F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K31; layout=LAYOUT_POKEMON_TOWER_3F
KANTO_DUNGEON_POKEMON_TOWER_4_F,PokemonTower_4F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K31; layout=LAYOUT_POKEMON_TOWER_4F
KANTO_DUNGEON_POKEMON_TOWER_5_F,PokemonTower_5F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K31; layout=LAYOUT_POKEMON_TOWER_5F
KANTO_DUNGEON_POKEMON_TOWER_6_F,PokemonTower_6F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K31; layout=LAYOUT_POKEMON_TOWER_6F
KANTO_DUNGEON_POKEMON_TOWER_7_F,PokemonTower_7F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K31; layout=LAYOUT_POKEMON_TOWER_7F
KANTO_DUNGEON_POWER_PLANT,PowerPlant,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K40; layout=LAYOUT_POWER_PLANT
KANTO_OUTDOOR_PALLET_TOWN,PalletTown,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K47; layout=LAYOUT_PALLET_TOWN
KANTO_OUTDOOR_VIRIDIAN_CITY,ViridianCity,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K26; layout=LAYOUT_VIRIDIAN_CITY
KANTO_OUTDOOR_PEWTER_CITY,PewterCity,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K44; layout=LAYOUT_PEWTER_CITY
KANTO_OUTDOOR_CERULEAN_CITY,CeruleanCity,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K43; layout=LAYOUT_CERULEAN_CITY
KANTO_OUTDOOR_LAVENDER_TOWN,LavenderTown,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K31; layout=LAYOUT_LAVENDER_TOWN
KANTO_OUTDOOR_VERMILION_CITY,VermilionCity,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K46; layout=LAYOUT_VERMILION_CITY
KANTO_OUTDOOR_CELADON_CITY,CeladonCity,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K33; layout=LAYOUT_CELADON_CITY
KANTO_OUTDOOR_FUCHSIA_CITY,FuchsiaCity,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K34; layout=LAYOUT_FUCHSIA_CITY
KANTO_OUTDOOR_CINNABAR_ISLAND,CinnabarIsland,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K45; layout=LAYOUT_CINNABAR_ISLAND
KANTO_OUTDOOR_INDIGO_PLATEAU_EXTERIOR,IndigoPlateau_Exterior,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K42; layout=LAYOUT_INDIGO_PLATEAU_EXTERIOR
KANTO_OUTDOOR_SAFFRON_CITY,SaffronCity,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SAFFRON_CITY
KANTO_OUTDOOR_SAFFRON_CITY_CONNECTION,SaffronCity_Connection,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K41; layout=LAYOUT_SAFFRON_CITY_CONNECTION
KANTO_OUTDOOR_ROUTE1,Route1,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K01; layout=LAYOUT_ROUTE1
KANTO_OUTDOOR_ROUTE2,Route2,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K02; layout=LAYOUT_ROUTE2
KANTO_OUTDOOR_ROUTE3,Route3,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K03; layout=LAYOUT_ROUTE3
KANTO_OUTDOOR_ROUTE4,Route4,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K04; layout=LAYOUT_ROUTE4
KANTO_OUTDOOR_ROUTE5,Route5,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K05; layout=LAYOUT_ROUTE5
KANTO_OUTDOOR_ROUTE6,Route6,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K06; layout=LAYOUT_ROUTE6
KANTO_OUTDOOR_ROUTE7,Route7,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K07; layout=LAYOUT_ROUTE7
KANTO_OUTDOOR_ROUTE8,Route8,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K08; layout=LAYOUT_ROUTE8
KANTO_OUTDOOR_ROUTE9,Route9,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K09; layout=LAYOUT_ROUTE9
KANTO_OUTDOOR_ROUTE10,Route10,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K10; layout=LAYOUT_ROUTE10
KANTO_OUTDOOR_ROUTE11,Route11,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K11; layout=LAYOUT_ROUTE11
KANTO_OUTDOOR_ROUTE12,Route12,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K12; layout=LAYOUT_ROUTE12
KANTO_OUTDOOR_ROUTE13,Route13,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K13; layout=LAYOUT_ROUTE13
KANTO_OUTDOOR_ROUTE14,Route14,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K14; layout=LAYOUT_ROUTE14
KANTO_OUTDOOR_ROUTE15,Route15,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K15; layout=LAYOUT_ROUTE15
KANTO_OUTDOOR_ROUTE16,Route16,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K16; layout=LAYOUT_ROUTE16
KANTO_OUTDOOR_ROUTE17,Route17,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K17; layout=LAYOUT_ROUTE17
KANTO_OUTDOOR_ROUTE18,Route18,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K18; layout=LAYOUT_ROUTE18
KANTO_OUTDOOR_ROUTE19,Route19,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K19; layout=LAYOUT_ROUTE19
KANTO_OUTDOOR_ROUTE20,Route20,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K20; layout=LAYOUT_ROUTE20
KANTO_OUTDOOR_ROUTE21_NORTH,Route21_North,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K21; layout=LAYOUT_ROUTE21_NORTH
KANTO_OUTDOOR_ROUTE21_SOUTH,Route21_South,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K21; layout=LAYOUT_ROUTE21_SOUTH
KANTO_OUTDOOR_ROUTE22,Route22,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K22; layout=LAYOUT_ROUTE22
KANTO_OUTDOOR_ROUTE23,Route23,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K23; layout=LAYOUT_ROUTE23
KANTO_OUTDOOR_ROUTE24,Route24,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K24; layout=LAYOUT_ROUTE24
KANTO_OUTDOOR_ROUTE25,Route25,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K25; layout=LAYOUT_ROUTE25
KANTO_INDOOR_PALLET_TOWN_PLAYERS_HOUSE_1_F,PalletTown_PlayersHouse_1F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K47; layout=LAYOUT_PALLET_TOWN_PLAYERS_HOUSE_1F
KANTO_INDOOR_PALLET_TOWN_PLAYERS_HOUSE_2_F,PalletTown_PlayersHouse_2F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K47; layout=LAYOUT_PALLET_TOWN_PLAYERS_HOUSE_2F
KANTO_INDOOR_PALLET_TOWN_RIVALS_HOUSE,PalletTown_RivalsHouse,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K47; layout=LAYOUT_PALLET_TOWN_RIVALS_HOUSE
KANTO_INDOOR_PALLET_TOWN_PROFESSOR_OAKS_LAB,PalletTown_ProfessorOaksLab,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K47; layout=LAYOUT_PALLET_TOWN_PROFESSOR_OAKS_LAB
KANTO_INDOOR_VIRIDIAN_CITY_HOUSE,ViridianCity_House,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K26; layout=LAYOUT_VIRIDIAN_CITY_HOUSE
KANTO_INDOOR_VIRIDIAN_CITY_GYM,ViridianCity_Gym,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K26; layout=LAYOUT_VIRIDIAN_CITY_GYM
KANTO_INDOOR_VIRIDIAN_CITY_SCHOOL,ViridianCity_School,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K26; layout=LAYOUT_VIRIDIAN_CITY_SCHOOL
KANTO_INDOOR_VIRIDIAN_CITY_MART,ViridianCity_Mart,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K26; layout=LAYOUT_MART
KANTO_INDOOR_VIRIDIAN_CITY_POKEMON_CENTER_1_F,ViridianCity_PokemonCenter_1F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K26; layout=LAYOUT_POKEMON_CENTER_1F
KANTO_INDOOR_VIRIDIAN_CITY_POKEMON_CENTER_2_F,ViridianCity_PokemonCenter_2F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K26; layout=LAYOUT_POKEMON_CENTER_2F
KANTO_INDOOR_PEWTER_CITY_MUSEUM_1_F,PewterCity_Museum_1F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K44; layout=LAYOUT_PEWTER_CITY_MUSEUM_1F
KANTO_INDOOR_PEWTER_CITY_MUSEUM_2_F,PewterCity_Museum_2F,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K44; layout=LAYOUT_PEWTER_CITY_MUSEUM_2F
KANTO_INDOOR_PEWTER_CITY_GYM,PewterCity_Gym,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K44; layout=LAYOUT_PEWTER_CITY_GYM
KANTO_INDOOR_PEWTER_CITY_MART,PewterCity_Mart,MAINLAND,RESERVED,yes,stub,RESERVED,V2=K44; layout=LAYOUT_MART
