raid_key,map_key,species_key,level,partner_pool_key,shield_policy,capture_policy,shared_capture_key,reward_pool_key,reward_repeatability,claim_key,retry_policy,unlock_key,mechanic_policy,presentation_profile,dedicated_map,custom_ui,status,notes
RAID_KEY_NATIONAL_0244_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_ENTEI,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0244,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0244_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0244_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_ENTEI,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0244,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0244_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0245_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_SUICUNE,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0245,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0245_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0245_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_SUICUNE,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0245,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0245_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0249_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_LUGIA,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0249,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0249_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0249_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_LUGIA,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0249,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0249_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0250_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_HO_OH,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0250,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0250_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0250_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_HO_OH,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0250,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0250_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0251_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_CELEBI,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0251,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0251_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0251_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_CELEBI,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0251,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0251_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0377_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_REGIROCK,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0377,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0377_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0377_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_REGIROCK,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0377,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0377_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0378_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_REGICE,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0378,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0378_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0378_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_REGICE,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0378,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0378_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0379_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_REGISTEEL,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0379,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0379_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0379_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_REGISTEEL,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0379,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0379_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0380_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_LATIAS,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0380,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0380_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0380_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_LATIAS,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0380,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0380_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0381_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_LATIOS,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0381,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0381_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0381_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_LATIOS,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0381,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0381_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0382_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_KYOGRE,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0382,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0382_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0382_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_KYOGRE,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0382,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0382_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0383_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_GROUDON,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0383,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0383_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0383_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_GROUDON,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0383,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0383_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0384_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_RAYQUAZA,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0384,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0384_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0384_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_RAYQUAZA,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0384,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0384_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0385_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_JIRACHI,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0385,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0385_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0385_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_JIRACHI,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0385,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0385_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0386_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_DEOXYS,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0386,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0386_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0386_TOHOKU,MAP_KEY_TOHOKU_T043,SPECIES_KEY_DEOXYS,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0386,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0386_TOHOKU,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,TOHOKU; primary=TOHOKU; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
RAID_KEY_NATIONAL_0480_KANTO,MAP_KEY_KANTO_K43,SPECIES_KEY_UXIE,85,TRAINER_POOL_KEY_MASTER,SHIELD_PROGRESSIVE,SHARED_ONCE,SHARED_CAPTURE_KEY_NATIONAL_0480,REWARD_POOL_KEY_RAID_HIGH,ONCE,CLAIM_KEY_RAID_NATIONAL_0480_KANTO,FREE_AFTER_NON_CAPTURE,RAID_HIGH_UNLOCKED,RAID_DYNAMAX,SIMPLE_EVENT,false,false,ACTIVE,KANTO; primary=KANTO; 一つのROMで全種入手可能。地方移動前に捕獲済みでもイベントは報酬のみ受領可能。
