trainer_key,class_key,party_slot,species_key,form_key,level,move1_key,move2_key,move3_key,move4_key,item_key,ability_key,ability_policy,nature_key,ev_spread_key,iv_floor,ai_profile_key,trainer_role,unlock_key,mechanic_policy,difficulty_policy,warning_key,status,notes
TRAINER_KEY_TOHOKU_REMATCH_02,TRAINER_CLASS_TOHOKU_REMATCH_02,5,SPECIES_KEY_URSALUNA,NONE,85,MOVE_KEY_FACADE,MOVE_KEY_HEADLONGRUSH,MOVE_KEY_CRUNCH,MOVE_KEY_PROTECT,ITEM_KEY_FLAME_ORB,ABILITY_KEY_GUTS,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,物理突破
TRAINER_KEY_TOHOKU_REMATCH_02,TRAINER_CLASS_TOHOKU_REMATCH_02,6,SPECIES_KEY_CAMERUPT,NONE,87,MOVE_KEY_EARTHPOWER,MOVE_KEY_ERUPTION,MOVE_KEY_FLASHCANNON,MOVE_KEY_PROTECT,ITEM_KEY_CAMERUPTITE,ABILITY_KEY_SHEERFORCE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,メガ切り札
TRAINER_KEY_TOHOKU_REMATCH_03,TRAINER_CLASS_TOHOKU_REMATCH_03,1,SPECIES_KEY_PELIPPER,NONE,84,MOVE_KEY_HURRICANE,MOVE_KEY_HYDROPUMP,MOVE_KEY_UTURN,MOVE_KEY_ROOST,ITEM_KEY_DAMP_ROCK,ABILITY_KEY_DRIZZLE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,雨始動
TRAINER_KEY_TOHOKU_REMATCH_03,TRAINER_CLASS_TOHOKU_REMATCH_03,2,SPECIES_KEY_PALAFIN,NONE,85,MOVE_KEY_FLIPTURN,MOVE_KEY_WAVECRASH,MOVE_KEY_JETPUNCH,MOVE_KEY_CLOSECOMBAT,ITEM_KEY_CHOICE_BAND,ABILITY_KEY_ZEROTOHERO,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,交代・再登場
TRAINER_KEY_TOHOKU_REMATCH_03,TRAINER_CLASS_TOHOKU_REMATCH_03,3,SPECIES_KEY_BASCULEGION_M,NONE,86,MOVE_KEY_WAVECRASH,MOVE_KEY_LASTRESPECTS,MOVE_KEY_AQUAJET,MOVE_KEY_PSYCHICFANGS,ITEM_KEY_CHOICE_SCARF,ABILITY_KEY_ADAPTABILITY,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,高速突破
TRAINER_KEY_TOHOKU_REMATCH_03,TRAINER_CLASS_TOHOKU_REMATCH_03,4,SPECIES_KEY_DONDOZO,NONE,87,MOVE_KEY_WAVECRASH,MOVE_KEY_FISSURE,MOVE_KEY_YAWN,MOVE_KEY_REST,ITEM_KEY_LEFTOVERS,ABILITY_KEY_UNAWARE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,積み抑制
TRAINER_KEY_TOHOKU_REMATCH_03,TRAINER_CLASS_TOHOKU_REMATCH_03,5,SPECIES_KEY_ROTOM,NONE,88,MOVE_KEY_HYDROPUMP,MOVE_KEY_THUNDERBOLT,MOVE_KEY_VOLTSWITCH,MOVE_KEY_WILLOWISP,ITEM_KEY_VEGA_142,ABILITY_KEY_LEVITATE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,対面操作
TRAINER_KEY_TOHOKU_REMATCH_03,TRAINER_CLASS_TOHOKU_REMATCH_03,6,SPECIES_KEY_SWAMPERT,NONE,90,MOVE_KEY_WATERFALL,MOVE_KEY_EARTHQUAKE,MOVE_KEY_ICEPUNCH,MOVE_KEY_RAINDANCE,ITEM_KEY_SWAMPERTITE,ABILITY_KEY_TORRENT,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,雨メガ切り札
TRAINER_KEY_TOHOKU_REMATCH_04,TRAINER_CLASS_TOHOKU_REMATCH_04,1,SPECIES_KEY_MAUSHOLD,NONE,86,MOVE_KEY_POPULATIONBOMB,MOVE_KEY_ENCORE,MOVE_KEY_TIDYUP,MOVE_KEY_BITE,ITEM_KEY_WIDE_LENS,ABILITY_KEY_TECHNICIAN,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,高速展開
TRAINER_KEY_TOHOKU_REMATCH_04,TRAINER_CLASS_TOHOKU_REMATCH_04,2,SPECIES_KEY_CYCLIZAR,NONE,87,MOVE_KEY_SHEDTAIL,MOVE_KEY_DRACOMETEOR,MOVE_KEY_RAPIDSPIN,MOVE_KEY_UTURN,ITEM_KEY_EJECT_PACK,ABILITY_KEY_REGENERATOR,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,身代わり支援
TRAINER_KEY_TOHOKU_REMATCH_04,TRAINER_CLASS_TOHOKU_REMATCH_04,3,SPECIES_KEY_FARIGIRAF,NONE,88,MOVE_KEY_HYPERVOICE,MOVE_KEY_PSYCHIC,MOVE_KEY_CALMMIND,MOVE_KEY_TRICKROOM,ITEM_KEY_THROAT_SPRAY,ABILITY_KEY_ARMORTAIL,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,先制封じ
TRAINER_KEY_TOHOKU_REMATCH_04,TRAINER_CLASS_TOHOKU_REMATCH_04,4,SPECIES_KEY_DUDUNSPARCE,NONE,89,MOVE_KEY_HYPERDRILL,MOVE_KEY_GLARE,MOVE_KEY_ROOST,MOVE_KEY_BOOMBURST,ITEM_KEY_LEFTOVERS,ABILITY_KEY_SERENEGRACE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,麻痺耐久
TRAINER_KEY_TOHOKU_REMATCH_04,TRAINER_CLASS_TOHOKU_REMATCH_04,5,SPECIES_KEY_URSALUNA,NONE,90,MOVE_KEY_BLOODMOON,MOVE_KEY_EARTHPOWER,MOVE_KEY_VACUUMWAVE,MOVE_KEY_MOONBLAST,ITEM_KEY_ASSAULT_VEST,ABILITY_KEY_MINDSEYE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,特殊重砲
TRAINER_KEY_TOHOKU_REMATCH_04,TRAINER_CLASS_TOHOKU_REMATCH_04,6,SPECIES_KEY_LOPUNNY,NONE,92,MOVE_KEY_FAKEOUT,MOVE_KEY_CLOSECOMBAT,MOVE_KEY_RETURN,MOVE_KEY_TRIPLEAXEL,ITEM_KEY_LOPUNNITE,ABILITY_KEY_KLUTZ,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,メガ切り札
TRAINER_KEY_TOHOKU_REMATCH_05,TRAINER_CLASS_TOHOKU_REMATCH_05,1,SPECIES_KEY_RILLABOOM,NONE,88,MOVE_KEY_GRASSYGLIDE,MOVE_KEY_FAKEOUT,MOVE_KEY_HIGHHORSEPOWER,MOVE_KEY_PROTECT,ITEM_KEY_GRASSY_SEED,ABILITY_KEY_GRASSYSURGE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,草場始動
TRAINER_KEY_TOHOKU_REMATCH_05,TRAINER_CLASS_TOHOKU_REMATCH_05,2,SPECIES_KEY_KILOWATTREL,NONE,89,MOVE_KEY_TAILWIND,MOVE_KEY_DISCHARGE,MOVE_KEY_HURRICANE,MOVE_KEY_PROTECT,ITEM_KEY_FOCUS_SASH,ABILITY_KEY_COMPETITIVE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,追い風・放電
TRAINER_KEY_TOHOKU_REMATCH_05,TRAINER_CLASS_TOHOKU_REMATCH_05,3,SPECIES_KEY_ARBOLIVA,NONE,90,MOVE_KEY_HYPERVOICE,MOVE_KEY_EARTHPOWER,MOVE_KEY_POLLENPUFF,MOVE_KEY_PROTECT,ITEM_KEY_THROAT_SPRAY,ABILITY_KEY_SEEDSOWER,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,回復支援
TRAINER_KEY_TOHOKU_REMATCH_05,TRAINER_CLASS_TOHOKU_REMATCH_05,4,SPECIES_KEY_CORVIKNIGHT,NONE,91,MOVE_KEY_BRAVEBIRD,MOVE_KEY_BODYPRESS,MOVE_KEY_TAILWIND,MOVE_KEY_ROOST,ITEM_KEY_ROCKY_HELMET,ABILITY_KEY_MIRRORARMOR,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,耐久・速度再設定
TRAINER_KEY_TOHOKU_REMATCH_05,TRAINER_CLASS_TOHOKU_REMATCH_05,5,SPECIES_KEY_FLAMIGO,NONE,92,MOVE_KEY_BRAVEBIRD,MOVE_KEY_CLOSECOMBAT,MOVE_KEY_WIDEGUARD,MOVE_KEY_DETECT,ITEM_KEY_LIFE_ORB,ABILITY_KEY_COSTAR,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,能力コピー
TRAINER_KEY_TOHOKU_REMATCH_05,TRAINER_CLASS_TOHOKU_REMATCH_05,6,SPECIES_KEY_SCEPTILE,NONE,94,MOVE_KEY_LEAFSTORM,MOVE_KEY_DRAGONPULSE,MOVE_KEY_FOCUSBLAST,MOVE_KEY_PROTECT,ITEM_KEY_SCEPTILITE,ABILITY_KEY_OVERGROW,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,メガ切り札
TRAINER_KEY_TOHOKU_REMATCH_06,TRAINER_CLASS_TOHOKU_REMATCH_06,1,SPECIES_KEY_HOUNDSTONE,NONE,90,MOVE_KEY_LASTRESPECTS,MOVE_KEY_PLAYROUGH,MOVE_KEY_YAWN,MOVE_KEY_SANDSTORM,ITEM_KEY_SMOOTH_ROCK,ABILITY_KEY_SANDRUSH,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,墓参・砂始動
TRAINER_KEY_TOHOKU_REMATCH_06,TRAINER_CLASS_TOHOKU_REMATCH_06,2,SPECIES_KEY_ANNIHILAPE,NONE,91,MOVE_KEY_RAGEFIST,MOVE_KEY_DRAINPUNCH,MOVE_KEY_BULKUP,MOVE_KEY_TAUNT,ITEM_KEY_LEFTOVERS,ABILITY_KEY_DEFIANT,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,積み突破
TRAINER_KEY_TOHOKU_REMATCH_06,TRAINER_CLASS_TOHOKU_REMATCH_06,3,SPECIES_KEY_SINISTCHA,NONE,92,MOVE_KEY_MATCHAGOTCHA,MOVE_KEY_GIGADRAIN,MOVE_KEY_RAGEPOWDER,MOVE_KEY_TRICKROOM,ITEM_KEY_VEGA_142,ABILITY_KEY_HOSPITALITY,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,回復・攪乱
TRAINER_KEY_TOHOKU_REMATCH_06,TRAINER_CLASS_TOHOKU_REMATCH_06,4,SPECIES_KEY_ZOROARK,NONE,93,MOVE_KEY_BITTERMALICE,MOVE_KEY_HYPERVOICE,MOVE_KEY_FLAMETHROWER,MOVE_KEY_NASTYPLOT,ITEM_KEY_FOCUS_SASH,ABILITY_KEY_ILLUSION,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,擬態特殊
TRAINER_KEY_TOHOKU_REMATCH_06,TRAINER_CLASS_TOHOKU_REMATCH_06,5,SPECIES_KEY_CERULEDGE,NONE,94,MOVE_KEY_BITTERBLADE,MOVE_KEY_SHADOWSNEAK,MOVE_KEY_CLOSECOMBAT,MOVE_KEY_SWORDSDANCE,ITEM_KEY_LIFE_ORB,ABILITY_KEY_WEAKARMOR,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,物理エース
TRAINER_KEY_TOHOKU_REMATCH_06,TRAINER_CLASS_TOHOKU_REMATCH_06,6,SPECIES_KEY_GENGAR,NONE,96,MOVE_KEY_SHADOWBALL,MOVE_KEY_SLUDGEBOMB,MOVE_KEY_DAZZLINGGLEAM,MOVE_KEY_DESTINYBOND,ITEM_KEY_GENGARITE,ABILITY_KEY_CURSEDBODY,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,メガ切り札
TRAINER_KEY_TOHOKU_REMATCH_07,TRAINER_CLASS_TOHOKU_REMATCH_07,1,SPECIES_KEY_ESPATHRA,NONE,93,MOVE_KEY_LUMINACRASH,MOVE_KEY_PROTECT,MOVE_KEY_BATONPASS,MOVE_KEY_DAZZLINGGLEAM,ITEM_KEY_FOCUS_SASH,ABILITY_KEY_SPEEDBOOST,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,先発・加速
TRAINER_KEY_TOHOKU_REMATCH_07,TRAINER_CLASS_TOHOKU_REMATCH_07,2,SPECIES_KEY_FARIGIRAF,NONE,94,MOVE_KEY_HYPERVOICE,MOVE_KEY_PSYCHIC,MOVE_KEY_TRICKROOM,MOVE_KEY_THUNDERBOLT,ITEM_KEY_THROAT_SPRAY,ABILITY_KEY_ARMORTAIL,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,速度反転
TRAINER_KEY_TOHOKU_REMATCH_07,TRAINER_CLASS_TOHOKU_REMATCH_07,3,SPECIES_KEY_ARMAROUGE,NONE,95,MOVE_KEY_ARMORCANNON,MOVE_KEY_EXPANDINGFORCE,MOVE_KEY_ENERGYBALL,MOVE_KEY_ENDURE,ITEM_KEY_WEAKNESS_POLICY,ABILITY_KEY_WEAKARMOR,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,場依存砲台
TRAINER_KEY_TOHOKU_REMATCH_07,TRAINER_CLASS_TOHOKU_REMATCH_07,4,SPECIES_KEY_HATTERENE,NONE,96,MOVE_KEY_PSYCHIC,MOVE_KEY_DAZZLINGGLEAM,MOVE_KEY_CALMMIND,MOVE_KEY_TRICKROOM,ITEM_KEY_LEFTOVERS,ABILITY_KEY_MAGICBOUNCE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,妨害反射
TRAINER_KEY_TOHOKU_REMATCH_07,TRAINER_CLASS_TOHOKU_REMATCH_07,5,SPECIES_KEY_METAGROSS,NONE,97,MOVE_KEY_METEORMASH,MOVE_KEY_ZENHEADBUTT,MOVE_KEY_EARTHQUAKE,MOVE_KEY_BULLETPUNCH,ITEM_KEY_ASSAULT_VEST,ABILITY_KEY_CLEARBODY,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,物理中核
TRAINER_KEY_TOHOKU_REMATCH_07,TRAINER_CLASS_TOHOKU_REMATCH_07,6,SPECIES_KEY_ALAKAZAM,NONE,99,MOVE_KEY_PSYCHIC,MOVE_KEY_FOCUSBLAST,MOVE_KEY_SHADOWBALL,MOVE_KEY_ENCORE,ITEM_KEY_ALAKAZITE,ABILITY_KEY_MAGICGUARD,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,メガ切り札
TRAINER_KEY_TOHOKU_REMATCH_08,TRAINER_CLASS_TOHOKU_REMATCH_08,1,SPECIES_KEY_DITTO,NONE,96,MOVE_KEY_TRANSFORM,MOVE_KEY_NONE,MOVE_KEY_NONE,MOVE_KEY_NONE,ITEM_KEY_CHOICE_SCARF,ABILITY_KEY_IMPOSTER,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,相手エース複製
TRAINER_KEY_TOHOKU_REMATCH_08,TRAINER_CLASS_TOHOKU_REMATCH_08,2,SPECIES_KEY_PORYGON_Z,NONE,97,MOVE_KEY_TRIATTACK,MOVE_KEY_DARKPULSE,MOVE_KEY_ICEBEAM,MOVE_KEY_THUNDERBOLT,ITEM_KEY_CHOICE_SPECS,ABILITY_KEY_ADAPTABILITY,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,人工特殊
TRAINER_KEY_TOHOKU_REMATCH_08,TRAINER_CLASS_TOHOKU_REMATCH_08,3,SPECIES_KEY_MIMIKYU,NONE,97,MOVE_KEY_PLAYROUGH,MOVE_KEY_SHADOWSNEAK,MOVE_KEY_SWORDSDANCE,MOVE_KEY_CURSE,ITEM_KEY_LIFE_ORB,ABILITY_KEY_DISGUISE,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,擬態物理
TRAINER_KEY_TOHOKU_REMATCH_08,TRAINER_CLASS_TOHOKU_REMATCH_08,4,SPECIES_KEY_ZOROARK,NONE,98,MOVE_KEY_BITTERMALICE,MOVE_KEY_HYPERVOICE,MOVE_KEY_FLAMETHROWER,MOVE_KEY_NASTYPLOT,ITEM_KEY_FOCUS_SASH,ABILITY_KEY_ILLUSION,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,編成偽装
TRAINER_KEY_TOHOKU_REMATCH_08,TRAINER_CLASS_TOHOKU_REMATCH_08,5,SPECIES_KEY_SILVALLY,NONE,99,MOVE_KEY_MULTIATTACK,MOVE_KEY_PARTINGSHOT,MOVE_KEY_ICEBEAM,MOVE_KEY_FLAMETHROWER,ITEM_KEY_NONE,ABILITY_KEY_RKS_SYSTEM,EXPLICIT,NATURE_JOLLY,EV_SPREAD_ROLE_510,31,AI_FULL_SMART,BOSS,VEGA_HALL_OF_FAME,NONE,STORY_CURVE,WARNING_NONE,ACTIVE,タイプ可変
