move_key,id,vega_id,cfru_symbol,classification,display_name,status,notes
MOVE_KEY_HEADBUTT,29,29,MOVE_HEADBUTT,VEGA_CFRU_CANONICAL,ずつき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HORNATTACK,30,30,MOVE_HORNATTACK,VEGA_CFRU_CANONICAL,つのでつく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FURYATTACK,31,31,MOVE_FURYATTACK,VEGA_CFRU_CANONICAL,みだれづき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HORNDRILL,32,32,MOVE_HORNDRILL,VEGA_CFRU_CANONICAL,つのドリル,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TACKLE,33,33,MOVE_TACKLE,VEGA_CFRU_CANONICAL,たいあたり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BODYSLAM,34,34,MOVE_BODYSLAM,VEGA_CFRU_CANONICAL,のしかかり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_WRAP,35,35,MOVE_WRAP,VEGA_CFRU_CANONICAL,まきつく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TAKEDOWN,36,36,MOVE_TAKEDOWN,VEGA_CFRU_CANONICAL,とっしん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_THRASH,37,37,MOVE_THRASH,VEGA_CFRU_CANONICAL,あばれる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DOUBLEEDGE,38,38,MOVE_DOUBLEEDGE,VEGA_CFRU_CANONICAL,すてみタックル,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TAILWHIP,39,39,MOVE_TAILWHIP,VEGA_CFRU_CANONICAL,しっぽをふる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_POISONSTING,40,40,MOVE_POISONSTING,VEGA_CFRU_CANONICAL,どくばり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TWINEEDLE,41,41,MOVE_TWINEEDLE,VEGA_CFRU_CANONICAL,ダブルニードル,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_PINMISSILE,42,42,MOVE_PINMISSILE,VEGA_CFRU_CANONICAL,ミサイルばり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_LEER,43,43,MOVE_LEER,VEGA_CFRU_CANONICAL,にらみつける,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BITE,44,44,MOVE_BITE,VEGA_CFRU_CANONICAL,かみつく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_GROWL,45,45,MOVE_GROWL,VEGA_CFRU_CANONICAL,なきごえ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ROAR,46,46,MOVE_ROAR,VEGA_CFRU_CANONICAL,ほえる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SING,47,47,MOVE_SING,VEGA_CFRU_CANONICAL,うたう,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SUPERSONIC,48,48,MOVE_SUPERSONIC,VEGA_CFRU_CANONICAL,ちょうおんぱ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SONICBOOM,49,49,MOVE_SONICBOOM,VEGA_CFRU_CANONICAL,ソニックブーム,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DISABLE,50,50,MOVE_DISABLE,VEGA_CFRU_CANONICAL,かなしばり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ACID,51,51,MOVE_ACID,VEGA_CFRU_CANONICAL,ようかいえき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_EMBER,52,52,MOVE_EMBER,VEGA_CFRU_CANONICAL,ひのこ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FLAMETHROWER,53,53,MOVE_FLAMETHROWER,VEGA_CFRU_CANONICAL,かえんほうしゃ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MIST,54,54,MOVE_MIST,VEGA_CFRU_CANONICAL,しろいきり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_WATERGUN,55,55,MOVE_WATERGUN,VEGA_CFRU_CANONICAL,みずでっぽう,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HYDROPUMP,56,56,MOVE_HYDROPUMP,VEGA_CFRU_CANONICAL,ハイドロポンプ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SURF,57,57,MOVE_SURF,VEGA_CFRU_CANONICAL,なみのり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ICEBEAM,58,58,MOVE_ICEBEAM,VEGA_CFRU_CANONICAL,れいとうビーム,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BLIZZARD,59,59,MOVE_BLIZZARD,VEGA_CFRU_CANONICAL,ふぶき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_PSYBEAM,60,60,MOVE_PSYBEAM,VEGA_CFRU_CANONICAL,サイケこうせん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BUBBLEBEAM,61,61,MOVE_BUBBLEBEAM,VEGA_CFRU_CANONICAL,バブルこうせん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_AURORABEAM,62,62,MOVE_AURORABEAM,VEGA_CFRU_CANONICAL,オーロラビーム,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HYPERBEAM,63,63,MOVE_HYPERBEAM,VEGA_CFRU_CANONICAL,はかいこうせん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_PECK,64,64,MOVE_PECK,VEGA_CFRU_CANONICAL,つつく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DRILLPECK,65,65,MOVE_DRILLPECK,VEGA_CFRU_CANONICAL,ドリルくちばし,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SUBMISSION,66,66,MOVE_SUBMISSION,VEGA_CFRU_CANONICAL,じごくぐるま,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_LOWKICK,67,67,MOVE_LOWKICK,VEGA_CFRU_CANONICAL,けたぐり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_COUNTER,68,68,MOVE_COUNTER,VEGA_CFRU_CANONICAL,カウンター,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SEISMICTOSS,69,69,MOVE_SEISMICTOSS,VEGA_CFRU_CANONICAL,ちきゅうなげ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_STRENGTH,70,70,MOVE_STRENGTH,VEGA_CFRU_CANONICAL,かいりき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ABSORB,71,71,MOVE_ABSORB,VEGA_CFRU_CANONICAL,すいとる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MEGADRAIN,72,72,MOVE_MEGADRAIN,VEGA_CFRU_CANONICAL,メガドレイン,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_LEECHSEED,73,73,MOVE_LEECHSEED,VEGA_CFRU_CANONICAL,やどりぎのタネ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_GROWTH,74,74,MOVE_GROWTH,VEGA_CFRU_CANONICAL,せいちょう,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_RAZORLEAF,75,75,MOVE_RAZORLEAF,VEGA_CFRU_CANONICAL,はっぱカッター,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SOLARBEAM,76,76,MOVE_SOLARBEAM,VEGA_CFRU_CANONICAL,ソーラービーム,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_POISONPOWDER,77,77,MOVE_POISONPOWDER,VEGA_CFRU_CANONICAL,どくのこな,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_STUNSPORE,78,78,MOVE_STUNSPORE,VEGA_CFRU_CANONICAL,しびれごな,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SLEEPPOWDER,79,79,MOVE_SLEEPPOWDER,VEGA_CFRU_CANONICAL,ねむりごな,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_PETALDANCE,80,80,MOVE_PETALDANCE,VEGA_CFRU_CANONICAL,はなびらのまい,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_STRINGSHOT,81,81,MOVE_STRINGSHOT,VEGA_CFRU_CANONICAL,いとをはく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DRAGONRAGE,82,82,MOVE_DRAGONRAGE,VEGA_CFRU_CANONICAL,りゅうのいかり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FIRESPIN,83,83,MOVE_FIRESPIN,VEGA_CFRU_CANONICAL,ほのおのうず,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_THUNDERSHOCK,84,84,MOVE_THUNDERSHOCK,VEGA_CFRU_CANONICAL,でんきショック,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_THUNDERBOLT,85,85,MOVE_THUNDERBOLT,VEGA_CFRU_CANONICAL,10まんボルト,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_THUNDERWAVE,86,86,MOVE_THUNDERWAVE,VEGA_CFRU_CANONICAL,でんじは,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_THUNDER,87,87,MOVE_THUNDER,VEGA_CFRU_CANONICAL,かみなり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ROCKTHROW,88,88,MOVE_ROCKTHROW,VEGA_CFRU_CANONICAL,いわおとし,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_EARTHQUAKE,89,89,MOVE_EARTHQUAKE,VEGA_CFRU_CANONICAL,じしん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FISSURE,90,90,MOVE_FISSURE,VEGA_CFRU_CANONICAL,じわれ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DIG,91,91,MOVE_DIG,VEGA_CFRU_CANONICAL,あなをほる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TOXIC,92,92,MOVE_TOXIC,VEGA_CFRU_CANONICAL,どくどく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_CONFUSION,93,93,MOVE_CONFUSION,VEGA_CFRU_CANONICAL,ねんりき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_PSYCHIC,94,94,MOVE_PSYCHIC,VEGA_CFRU_CANONICAL,サイコキネシス,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HYPNOSIS,95,95,MOVE_HYPNOSIS,VEGA_CFRU_CANONICAL,さいみんじゅつ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MEDITATE,96,96,MOVE_MEDITATE,VEGA_CFRU_CANONICAL,ヨガのポーズ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_AGILITY,97,97,MOVE_AGILITY,VEGA_CFRU_CANONICAL,こうそくいどう,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_QUICKATTACK,98,98,MOVE_QUICKATTACK,VEGA_CFRU_CANONICAL,でんこうせっか,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_RAGE,99,99,MOVE_RAGE,VEGA_CFRU_CANONICAL,いかり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TELEPORT,100,100,MOVE_TELEPORT,VEGA_CFRU_CANONICAL,テレポート,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_NIGHTSHADE,101,101,MOVE_NIGHTSHADE,VEGA_CFRU_CANONICAL,ナイトヘッド,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MIMIC,102,102,MOVE_MIMIC,VEGA_CFRU_CANONICAL,ものまね,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SCREECH,103,103,MOVE_SCREECH,VEGA_CFRU_CANONICAL,いやなおと,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DOUBLETEAM,104,104,MOVE_DOUBLETEAM,VEGA_CFRU_CANONICAL,かげぶんしん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_RECOVER,105,105,MOVE_RECOVER,VEGA_CFRU_CANONICAL,じこさいせい,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HARDEN,106,106,MOVE_HARDEN,VEGA_CFRU_CANONICAL,かたくなる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MINIMIZE,107,107,MOVE_MINIMIZE,VEGA_CFRU_CANONICAL,ちいさくなる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SMOKESCREEN,108,108,MOVE_SMOKESCREEN,VEGA_CFRU_CANONICAL,えんまく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_CONFUSERAY,109,109,MOVE_CONFUSERAY,VEGA_CFRU_CANONICAL,あやしいひかり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_WITHDRAW,110,110,MOVE_WITHDRAW,VEGA_CFRU_CANONICAL,からにこもる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DEFENSECURL,111,111,MOVE_DEFENSECURL,VEGA_CFRU_CANONICAL,まるくなる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BARRIER,112,112,MOVE_BARRIER,VEGA_CFRU_CANONICAL,バリアー,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_LIGHTSCREEN,113,113,MOVE_LIGHTSCREEN,VEGA_CFRU_CANONICAL,ひかりのかべ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HAZE,114,114,MOVE_HAZE,VEGA_CFRU_CANONICAL,くろいきり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_REFLECT,115,115,MOVE_REFLECT,VEGA_CFRU_CANONICAL,リフレクター,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FOCUSENERGY,116,116,MOVE_FOCUSENERGY,VEGA_CFRU_CANONICAL,きあいだめ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BIDE,117,117,MOVE_BIDE,VEGA_CFRU_CANONICAL,がまん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_METRONOME,118,118,MOVE_METRONOME,VEGA_CFRU_CANONICAL,ゆびをふる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_MIRRORMOVE,119,119,MOVE_MIRRORMOVE,VEGA_CFRU_CANONICAL,オウムがえし,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SELFDESTRUCT,120,120,MOVE_SELFDESTRUCT,VEGA_CFRU_CANONICAL,じばく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_EGGBOMB,121,121,MOVE_EGGBOMB,VEGA_CFRU_CANONICAL,タマゴばくだん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_LICK,122,122,MOVE_LICK,VEGA_CFRU_CANONICAL,したでなめる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SMOG,123,123,MOVE_SMOG,VEGA_CFRU_CANONICAL,スモッグ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SLUDGE,124,124,MOVE_SLUDGE,VEGA_CFRU_CANONICAL,ヘドロこうげき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BONECLUB,125,125,MOVE_BONECLUB,VEGA_CFRU_CANONICAL,ホネこんぼう,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FIREBLAST,126,126,MOVE_FIREBLAST,VEGA_CFRU_CANONICAL,だいもんじ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_WATERFALL,127,127,MOVE_WATERFALL,VEGA_CFRU_CANONICAL,たきのぼり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_CLAMP,128,128,MOVE_CLAMP,VEGA_CFRU_CANONICAL,からではさむ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SWIFT,129,129,MOVE_SWIFT,VEGA_CFRU_CANONICAL,スピードスター,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SKULLBASH,130,130,MOVE_SKULLBASH,VEGA_CFRU_CANONICAL,ロケットずつき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SPIKECANNON,131,131,MOVE_SPIKECANNON,VEGA_CFRU_CANONICAL,とげキャノン,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_CONSTRICT,132,132,MOVE_CONSTRICT,VEGA_CFRU_CANONICAL,からみつく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_AMNESIA,133,133,MOVE_AMNESIA,VEGA_CFRU_CANONICAL,ドわすれ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_KINESIS,134,134,MOVE_KINESIS,VEGA_CFRU_CANONICAL,スプーンまげ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SOFTBOILED,135,135,MOVE_SOFTBOILED,VEGA_CFRU_CANONICAL,タマゴうみ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HIGHJUMPKICK,136,136,MOVE_HIGHJUMPKICK,VEGA_CFRU_CANONICAL,とびひざげり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_GLARE,137,137,MOVE_GLARE,VEGA_CFRU_CANONICAL,へびにらみ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DREAMEATER,138,138,MOVE_DREAMEATER,VEGA_CFRU_CANONICAL,ゆめくい,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_POISONGAS,139,139,MOVE_POISONGAS,VEGA_CFRU_CANONICAL,どくガス,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BARRAGE,140,140,MOVE_BARRAGE,VEGA_CFRU_CANONICAL,たまなげ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_LEECHLIFE,141,141,MOVE_LEECHLIFE,VEGA_CFRU_CANONICAL,きゅうけつ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_LOVELYKISS,142,142,MOVE_LOVELYKISS,VEGA_CFRU_CANONICAL,あくまのキッス,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SKYATTACK,143,143,MOVE_SKYATTACK,VEGA_CFRU_CANONICAL,ゴッドバード,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TRANSFORM,144,144,MOVE_TRANSFORM,VEGA_CFRU_CANONICAL,へんしん,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BUBBLE,145,145,MOVE_BUBBLE,VEGA_CFRU_CANONICAL,あわ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_DIZZYPUNCH,146,146,MOVE_DIZZYPUNCH,VEGA_CFRU_CANONICAL,ピヨピヨパンチ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SPORE,147,147,MOVE_SPORE,VEGA_CFRU_CANONICAL,キノコのほうし,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FLASH,148,148,MOVE_FLASH,VEGA_CFRU_CANONICAL,フラッシュ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_PSYWAVE,149,149,MOVE_PSYWAVE,VEGA_CFRU_CANONICAL,サイコウェーブ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SPLASH,150,150,MOVE_SPLASH,VEGA_CFRU_CANONICAL,はねる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ACIDARMOR,151,151,MOVE_ACIDARMOR,VEGA_CFRU_CANONICAL,とける,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_CRABHAMMER,152,152,MOVE_CRABHAMMER,VEGA_CFRU_CANONICAL,クラブハンマー,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_EXPLOSION,153,153,MOVE_EXPLOSION,VEGA_CFRU_CANONICAL,だいばくはつ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_FURYSWIPES,154,154,MOVE_FURYSWIPES,VEGA_CFRU_CANONICAL,みだれひっかき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_BONEMERANG,155,155,MOVE_BONEMERANG,VEGA_CFRU_CANONICAL,ホネブーメラン,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_REST,156,156,MOVE_REST,VEGA_CFRU_CANONICAL,ねむる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_ROCKSLIDE,157,157,MOVE_ROCKSLIDE,VEGA_CFRU_CANONICAL,いわなだれ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_HYPERFANG,158,158,MOVE_HYPERFANG,VEGA_CFRU_CANONICAL,ひっさつまえば,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SHARPEN,159,159,MOVE_SHARPEN,VEGA_CFRU_CANONICAL,かくばる,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_CONVERSION,160,160,MOVE_CONVERSION,VEGA_CFRU_CANONICAL,テクスチャー,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TRIATTACK,161,161,MOVE_TRIATTACK,VEGA_CFRU_CANONICAL,トライアタック,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SUPERFANG,162,162,MOVE_SUPERFANG,VEGA_CFRU_CANONICAL,いかりのまえば,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SLASH,163,163,MOVE_SLASH,VEGA_CFRU_CANONICAL,きりさく,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SUBSTITUTE,164,164,MOVE_SUBSTITUTE,VEGA_CFRU_CANONICAL,みがわり,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_STRUGGLE,165,165,MOVE_STRUGGLE,VEGA_CFRU_CANONICAL,わるあがき,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SKETCH,166,166,MOVE_SKETCH,VEGA_CFRU_CANONICAL,スケッチ,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_TRIPLEKICK,167,167,MOVE_TRIPLEKICK,VEGA_CFRU_CANONICAL,トリプルキック,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_THIEF,168,168,MOVE_THIEF,VEGA_CFRU_CANONICAL,どろぼう,FROZEN,NFKC完全一致でCFRU identityを対応
MOVE_KEY_SPIDERWEB,169,169,MOVE_SPIDERWEB,VEGA_CFRU_CANONICAL,クモのす,FROZEN,NFKC完全一致でCFRU identityを対応
