placement_key,map_key,logical_location_key,placement_type,item_key,quantity,unlock_key,repeatability,flag_key,economy_tier,status,notes
KANTO_ITEM_97_57_04,KANTO_DUNGEON_SILPH_CO_11_F,K41,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0025,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_48_08,KANTO_DUNGEON_SILPH_CO_2_F,K41,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0026,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_49_08,KANTO_DUNGEON_SILPH_CO_3_F,K41,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0027,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_50_08,KANTO_DUNGEON_SILPH_CO_4_F,K41,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0028,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_51_00,KANTO_DUNGEON_SILPH_CO_5_F,K41,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0029,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_51_16,KANTO_DUNGEON_SILPH_CO_5_F,K41,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0030,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_52_04,KANTO_DUNGEON_SILPH_CO_6_F,K41,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0031,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_53_12,KANTO_DUNGEON_SILPH_CO_7_F,K41,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0032,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_54_04,KANTO_DUNGEON_SILPH_CO_8_F,K41,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0033,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_55_00,KANTO_DUNGEON_SILPH_CO_9_F,K41,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0034,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_55_17,KANTO_DUNGEON_SILPH_CO_9_F,K41,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0035,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_8_00,KANTO_DUNGEON_SSANNE_B1_F_CORRIDOR,K29,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0036,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_4_00,KANTO_DUNGEON_SSANNE_EXTERIOR,K29,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0037,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_10_00,KANTO_DUNGEON_SSANNE_KITCHEN,K29,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0038,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_10_01,KANTO_DUNGEON_SSANNE_KITCHEN,K29,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0039,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_10_02,KANTO_DUNGEON_SSANNE_KITCHEN,K29,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0040,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_34_00,KANTO_DUNGEON_UNDERGROUND_PATH_EAST_WEST_TUNNEL,K08,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0041,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_34_01,KANTO_DUNGEON_UNDERGROUND_PATH_EAST_WEST_TUNNEL,K08,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0042,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_34_02,KANTO_DUNGEON_UNDERGROUND_PATH_EAST_WEST_TUNNEL,K08,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0043,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_34_03,KANTO_DUNGEON_UNDERGROUND_PATH_EAST_WEST_TUNNEL,K08,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0044,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_34_04,KANTO_DUNGEON_UNDERGROUND_PATH_EAST_WEST_TUNNEL,K08,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0045,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_34_05,KANTO_DUNGEON_UNDERGROUND_PATH_EAST_WEST_TUNNEL,K08,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0046,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_34_06,KANTO_DUNGEON_UNDERGROUND_PATH_EAST_WEST_TUNNEL,K08,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0047,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_31_00,KANTO_DUNGEON_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL,K05,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0048,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_31_01,KANTO_DUNGEON_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL,K05,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0049,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_31_02,KANTO_DUNGEON_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL,K05,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0050,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_31_03,KANTO_DUNGEON_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL,K05,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0051,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_31_04,KANTO_DUNGEON_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL,K05,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0052,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_31_05,KANTO_DUNGEON_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL,K05,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0053,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_31_06,KANTO_DUNGEON_UNDERGROUND_PATH_NORTH_SOUTH_TUNNEL,K05,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0054,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_39_00,KANTO_DUNGEON_VICTORY_ROAD_1_F,K42,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_LEAGUE,ONCE,FLAG_KEY_T16_0055,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_39_01,KANTO_DUNGEON_VICTORY_ROAD_1_F,K42,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_LEAGUE,ONCE,FLAG_KEY_T16_0056,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_0_06,KANTO_DUNGEON_VIRIDIAN_FOREST,K26,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0057,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_97_0_07,KANTO_DUNGEON_VIRIDIAN_FOREST,K26,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0058,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_56_00,KANTO_INDOOR_CELADON_CITY_GAME_CORNER,K33,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0059,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_56_01,KANTO_INDOOR_CELADON_CITY_GAME_CORNER,K33,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0060,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_56_02,KANTO_INDOOR_CELADON_CITY_GAME_CORNER,K33,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0061,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_56_03,KANTO_INDOOR_CELADON_CITY_GAME_CORNER,K33,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0062,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_56_04,KANTO_INDOOR_CELADON_CITY_GAME_CORNER,K33,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0063,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_56_05,KANTO_INDOOR_CELADON_CITY_GAME_CORNER,K33,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0064,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_56_06,KANTO_INDOOR_CELADON_CITY_GAME_CORNER,K33,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0065,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_56_07,KANTO_INDOOR_CELADON_CITY_GAME_CORNER,K33,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0066,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_56_08,KANTO_INDOOR_CELADON_CITY_GAME_CORNER,K33,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0067,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_56_09,KANTO_INDOOR_CELADON_CITY_GAME_CORNER,K33,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0068,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_56_10,KANTO_INDOOR_CELADON_CITY_GAME_CORNER,K33,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0069,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_56_11,KANTO_INDOOR_CELADON_CITY_GAME_CORNER,K33,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0070,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_83_02,KANTO_INDOOR_SAFFRON_CITY_COPYCATS_HOUSE_2_F,K41,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_5,ONCE,FLAG_KEY_T16_0071,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_98_5_02,KANTO_INDOOR_VIRIDIAN_CITY_GYM,K26,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0072,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_6_08,KANTO_OUTDOOR_CELADON_CITY,K33,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0073,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_3_04,KANTO_OUTDOOR_CERULEAN_CITY,K43,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_6,ONCE,FLAG_KEY_T16_0074,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_7_11,KANTO_OUTDOOR_FUCHSIA_CITY,K34,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_3,ONCE,FLAG_KEY_T16_0075,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_2_05,KANTO_OUTDOOR_PEWTER_CITY,K44,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0076,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_21_03,KANTO_OUTDOOR_ROUTE10,K10,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0077,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_21_04,KANTO_OUTDOOR_ROUTE10,K10,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0078,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_21_05,KANTO_OUTDOOR_ROUTE10,K10,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0079,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_21_06,KANTO_OUTDOOR_ROUTE10,K10,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0080,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_21_07,KANTO_OUTDOOR_ROUTE10,K10,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_1,ONCE,FLAG_KEY_T16_0081,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_22_01,KANTO_OUTDOOR_ROUTE11,K11,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_EARLY_ACCESS,ONCE,FLAG_KEY_T16_0082,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_23_02,KANTO_OUTDOOR_ROUTE12,K12,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0083,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_23_03,KANTO_OUTDOOR_ROUTE12,K12,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0084,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_23_04,KANTO_OUTDOOR_ROUTE12,K12,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0085,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_24_03,KANTO_OUTDOOR_ROUTE13,K13,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0086,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_25_01,KANTO_OUTDOOR_ROUTE14,K14,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_3,ONCE,FLAG_KEY_T16_0087,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_25_02,KANTO_OUTDOOR_ROUTE14,K14,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_3,ONCE,FLAG_KEY_T16_0088,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_27_02,KANTO_OUTDOOR_ROUTE16,K16,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_S,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0089,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_28_06,KANTO_OUTDOOR_ROUTE17,K17,HIDDEN_ITEM,ITEM_KEY_ULTRA_BALL,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0090,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_28_07,KANTO_OUTDOOR_ROUTE17,K17,HIDDEN_ITEM,ITEM_KEY_ORAN_BERRY,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0091,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
KANTO_ITEM_96_28_08,KANTO_OUTDOOR_ROUTE17,K17,HIDDEN_ITEM,ITEM_KEY_EXP_CANDY_XS,1,KANTO_CERT_2,ONCE,FLAG_KEY_T16_0092,FIELD_FIND,ACTIVE,T14の保留itemをsymbolic placementへ解決
