evolution_id,from_national_no,from_species_key,from_name,to_national_no,to_species_key,to_name,official_condition,integrated_condition,condition_class,supply_route_keys,rtc_fallback,communication_free,edge_source_status,supply_audit_status,required_exact_rom_tests,notes
11,16,SPECIES_KEY_PIDGEY,ポッポ,17,SPECIES_KEY_PIDGEOTTO,ピジョン,レベルアップ＋Lv.18以上,レベルアップ＋Lv.18以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0011_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
12,17,SPECIES_KEY_PIDGEOTTO,ピジョン,18,SPECIES_KEY_PIDGEOT,ピジョット,レベルアップ＋Lv.36以上,レベルアップ＋Lv.36以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0012_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
13,19,SPECIES_KEY_RATTATA,コラッタ,20,SPECIES_KEY_RATICATE,ラッタ,レベルアップ＋Lv.20以上,レベルアップ＋Lv.20以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0013_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
14,21,SPECIES_KEY_SPEAROW,オニスズメ,22,SPECIES_KEY_FEAROW,オニドリル,レベルアップ＋Lv.20以上,レベルアップ＋Lv.20以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0014_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
15,23,SPECIES_KEY_EKANS,アーボ,24,SPECIES_KEY_ARBOK,アーボック,レベルアップ＋Lv.22以上,レベルアップ＋Lv.22以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0015_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
16,172,SPECIES_KEY_PICHU,ピチュー,25,SPECIES_KEY_PIKACHU,ピカチュウ,レベルアップ＋なつき度220以上,レベルアップ＋なつき度220以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,FRIENDSHIP,SUPPLY_FRIENDSHIP_SERVICES_EXISTING,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0016_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
17,25,SPECIES_KEY_PIKACHU,ピカチュウ,26,SPECIES_KEY_RAICHU,ライチュウ,道具使用＋かみなりのいしを使う,道具使用＋かみなりのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,ITEM,SUPPLY_ITEM_CATALOG_AUDIT,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0017_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
18,27,SPECIES_KEY_SANDSHREW,サンド,28,SPECIES_KEY_SANDSLASH,サンドパン,レベルアップ＋Lv.22以上,レベルアップ＋Lv.22以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0018_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
19,29,SPECIES_KEY_NIDORAN_F,ニドラン♀,30,SPECIES_KEY_NIDORINA,ニドリーナ,レベルアップ＋Lv.16以上,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0019_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
20,30,SPECIES_KEY_NIDORINA,ニドリーナ,31,SPECIES_KEY_NIDOQUEEN,ニドクイン,道具使用＋つきのいしを使う,道具使用＋つきのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,ITEM,SUPPLY_ITEM_CATALOG_AUDIT,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0020_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
21,32,SPECIES_KEY_NIDORAN_M,ニドラン♂,33,SPECIES_KEY_NIDORINO,ニドリーノ,レベルアップ＋Lv.16以上,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0021_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
22,33,SPECIES_KEY_NIDORINO,ニドリーノ,34,SPECIES_KEY_NIDOKING,ニドキング,道具使用＋つきのいしを使う,道具使用＋つきのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,ITEM,SUPPLY_ITEM_CATALOG_AUDIT,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0022_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
23,173,SPECIES_KEY_CLEFFA,ピィ,35,SPECIES_KEY_CLEFAIRY,ピッピ,レベルアップ＋なつき度160以上,レベルアップ＋なつき度160以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,FRIENDSHIP,SUPPLY_FRIENDSHIP_SERVICES_EXISTING,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0023_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
24,35,SPECIES_KEY_CLEFAIRY,ピッピ,36,SPECIES_KEY_CLEFABLE,ピクシー,道具使用＋つきのいしを使う,道具使用＋つきのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,ITEM,SUPPLY_ITEM_CATALOG_AUDIT,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0024_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
25,37,SPECIES_KEY_VULPIX,ロコン,38,SPECIES_KEY_NINETALES,キュウコン,道具使用＋ほのおのいしを使う,道具使用＋ほのおのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,ITEM,SUPPLY_ITEM_CATALOG_AUDIT,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0025_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
26,174,SPECIES_KEY_IGGLYBUFF,ププリン,39,SPECIES_KEY_JIGGLYPUFF,プリン,レベルアップ＋なつき度160以上,レベルアップ＋なつき度160以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,FRIENDSHIP,SUPPLY_FRIENDSHIP_SERVICES_EXISTING,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0026_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
27,39,SPECIES_KEY_JIGGLYPUFF,プリン,40,SPECIES_KEY_WIGGLYTUFF,プクリン,道具使用＋つきのいしを使う,道具使用＋つきのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,ITEM,SUPPLY_ITEM_CATALOG_AUDIT,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0027_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
28,41,SPECIES_KEY_ZUBAT,ズバット,42,SPECIES_KEY_GOLBAT,ゴルバット,レベルアップ＋Lv.22以上,レベルアップ＋Lv.22以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0028_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
29,43,SPECIES_KEY_ODDISH,ナゾノクサ,44,SPECIES_KEY_GLOOM,クサイハナ,レベルアップ＋Lv.21以上,レベルアップ＋Lv.21以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0029_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
30,44,SPECIES_KEY_GLOOM,クサイハナ,45,SPECIES_KEY_VILEPLUME,ラフレシア,道具使用＋リーフのいしを使う,道具使用＋リーフのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,ITEM,SUPPLY_ITEM_CATALOG_AUDIT,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0030_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
31,46,SPECIES_KEY_PARAS,パラス,47,SPECIES_KEY_PARASECT,パラセクト,レベルアップ＋Lv.24以上,レベルアップ＋Lv.24以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0031_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
32,48,SPECIES_KEY_VENONAT,コンパン,49,SPECIES_KEY_VENOMOTH,モルフォン,レベルアップ＋Lv.31以上,レベルアップ＋Lv.31以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0032_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
33,50,SPECIES_KEY_DIGLETT,ディグダ,51,SPECIES_KEY_DUGTRIO,ダグトリオ,レベルアップ＋Lv.26以上,レベルアップ＋Lv.26以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0033_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
34,52,SPECIES_KEY_MEOWTH,ニャース,53,SPECIES_KEY_PERSIAN,ペルシアン,レベルアップ＋Lv.28以上,レベルアップ＋Lv.28以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0034_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
35,54,SPECIES_KEY_PSYDUCK,コダック,55,SPECIES_KEY_GOLDUCK,ゴルダック,レベルアップ＋Lv.33以上,レベルアップ＋Lv.33以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0035_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
36,56,SPECIES_KEY_MANKEY,マンキー,57,SPECIES_KEY_PRIMEAPE,オコリザル,レベルアップ＋Lv.28以上,レベルアップ＋Lv.28以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0036_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
37,58,SPECIES_KEY_GROWLITHE,ガーディ,59,SPECIES_KEY_ARCANINE,ウインディ,道具使用＋ほのおのいしを使う,道具使用＋ほのおのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,ITEM,SUPPLY_ITEM_CATALOG_AUDIT,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0037_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
38,60,SPECIES_KEY_POLIWAG,ニョロモ,61,SPECIES_KEY_POLIWHIRL,ニョロゾ,レベルアップ＋Lv.25以上,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0038_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
39,61,SPECIES_KEY_POLIWHIRL,ニョロゾ,62,SPECIES_KEY_POLIWRATH,ニョロボン,道具使用＋みずのいしを使う,道具使用＋みずのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,ITEM,SUPPLY_ITEM_CATALOG_AUDIT,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0039_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
40,63,SPECIES_KEY_ABRA,ケーシィ,64,SPECIES_KEY_KADABRA,ユンゲラー,レベルアップ＋Lv.16以上,レベルアップ＋Lv.16以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0040_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
41,64,SPECIES_KEY_KADABRA,ユンゲラー,65,SPECIES_KEY_ALAKAZAM,フーディン,通信交換,「つながりのヒモ」を使用。通信交換でも従来通り進化。,TRADE,EVENT_TRADE_EMULATOR_SERVICE,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0041_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
42,66,SPECIES_KEY_MACHOP,ワンリキー,67,SPECIES_KEY_MACHOKE,ゴーリキー,レベルアップ＋Lv.28以上,レベルアップ＋Lv.28以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0042_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
43,67,SPECIES_KEY_MACHOKE,ゴーリキー,68,SPECIES_KEY_MACHAMP,カイリキー,通信交換,「つながりのヒモ」を使用。通信交換でも従来通り進化。,TRADE,EVENT_TRADE_EMULATOR_SERVICE,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0043_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
44,69,SPECIES_KEY_BELLSPROUT,マダツボミ,70,SPECIES_KEY_WEEPINBELL,ウツドン,レベルアップ＋Lv.21以上,レベルアップ＋Lv.21以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0044_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
45,70,SPECIES_KEY_WEEPINBELL,ウツドン,71,SPECIES_KEY_VICTREEBEL,ウツボット,道具使用＋リーフのいしを使う,道具使用＋リーフのいしを使う（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,ITEM,SUPPLY_ITEM_CATALOG_AUDIT,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,EXACT_ROM_SUPPLY_AUDIT_REQUIRED,TEST_EVOLUTION_0045_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,DPE拡張系統内で接続
46,72,SPECIES_KEY_TENTACOOL,メノクラゲ,73,SPECIES_KEY_TENTACRUEL,ドククラゲ,レベルアップ＋Lv.30以上,レベルアップ＋Lv.30以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0046_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
47,74,SPECIES_KEY_GEODUDE,イシツブテ,75,SPECIES_KEY_GRAVELER,ゴローン,レベルアップ＋Lv.25以上,レベルアップ＋Lv.25以上（CFRU/DPEの対応トリガーを使用。通信・RTC必須にはしない）,LEVEL_OR_STANDARD,,NOT_APPLICABLE,yes,ROM_EDGE_EXISTS_FOR_COVERED_ROWS; MASTER_DESIGN_FOR_OTHER_ROWS,READY_TO_INTEGRATE,TEST_EVOLUTION_0047_TRIGGER|_MISSING_INPUT|_SAVE_RELOAD,既存ベガ種族IDを参照元にしたまま、新種族IDへ接続
