event_key,event_arc,target_species_keys,region,logical_location_key,physical_map_key,group_id,map_id,host_event_kind,host_key,host_local_id_or_bg_index,host_script_before,host_script_after,x,y,elevation,graphics_id,movement_type,object_count_before,object_count_after,unlock_key,condition_expression,trigger,flow_state_keys,dialogue_key,battle_or_gift,capture_level,reward_key,flag_key,var_key,shared_capture_key,retry_policy,party_full_policy,box_full_policy,rtc_policy,ui_profile,required_runtime,generator_owner,serializer_output,runtime_status,physical_constraints,acceptance_tests,notes
EVENT_SPECIAL_NATIONAL_0144,ARC_LEGACY_GUARDIANS,SPECIES_KEY_ARTICUNO,KANTO,K38,KANTO_DUNGEON_SEAFOAM_ISLANDS_B4_F,97,87,OBJECT_REUSE,HOST_ICONIC_ARTICUNO,3,KANTO_DUNGEON_SEAFOAM_ISLANDS_B4_F_OBJECT_03_STUB,ACQ_HOST_SCRIPT_HOST_ICONIC_ARTICUNO,9,2,4,OBJ_EVENT_GFX_ARTICUNO,MOVEMENT_TYPE_FACE_DOWN,4,4,UNLOCK_SPECIAL_ARCHIVE,UNLOCK_SPECIAL_ARCHIVE AND (既存条件),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0144,CAPTURE,70,REWARD_SPECIAL_NATIONAL_0144,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0144,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0144,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_CAPTURE,scripts/build_acquisition_content.py,generated/map_scripts/HOST_ICONIC_ARTICUNO.inc + generated/acquisition_event_defs.c,SCRIPT_PRESENT_ENTRY_UNVERIFIED_WITH_READY_KANTO_RESCUE,READY_TO_SERIALIZE; object delta=0; before=4; after=4,TEST_EVENT_SPECIAL_NATIONAL_0144_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,ベガ遺産の守護者: 既存の固定シンボル・進化・配布条件を変更しない。再戦救済だけ追加。 既存条件文=既存条件
EVENT_SPECIAL_NATIONAL_0645,ARC_UNOVA_OATH,SPECIES_KEY_LANDORUS,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,KANTO_INDOOR_SAFFRON_CITY_DOJO_OBJECT_05_STUB,ACQ_HOST_SCRIPT_HOST_SWORDS,6,5,3,OBJ_EVENT_GFX_BLACK_BELT,MOVEMENT_TYPE_FACE_DOWN,7,7,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋天候観測器),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0645,CAPTURE,75,REWARD_SPECIAL_NATIONAL_0645,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0645,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0645,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_CAPTURE,scripts/build_acquisition_content.py,generated/map_scripts/HOST_SWORDS.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=7; after=7,TEST_EVENT_SPECIAL_NATIONAL_0645_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,聖剣・四風・白黒炉心: 天候を切替えて固定戦。うつしかがみを同時入手。 既存条件文=殿堂入り＋天候観測器
EVENT_SPECIAL_NATIONAL_0646,ARC_UNOVA_OATH,SPECIES_KEY_KYUREM,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,KANTO_INDOOR_SAFFRON_CITY_DOJO_OBJECT_05_STUB,ACQ_HOST_SCRIPT_HOST_SWORDS,6,5,3,OBJ_EVENT_GFX_BLACK_BELT,MOVEMENT_TYPE_FACE_DOWN,7,7,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (スフィアいせき後),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0646,CAPTURE,75,REWARD_SPECIAL_NATIONAL_0646,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0646,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0646,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_CAPTURE,scripts/build_acquisition_content.py,generated/map_scripts/HOST_SWORDS.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=7; after=7,TEST_EVENT_SPECIAL_NATIONAL_0646_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,聖剣・四風・白黒炉心: 二つのエネルギーセルを停止し、キュレムを含む三連イベント。合体器具も解禁。 既存条件文=スフィアいせき後
EVENT_SPECIAL_NATIONAL_0647,ARC_UNOVA_OATH,SPECIES_KEY_KELDEO,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,KANTO_INDOOR_SAFFRON_CITY_DOJO_OBJECT_05_STUB,ACQ_HOST_SCRIPT_HOST_SWORDS,6,5,3,OBJ_EVENT_GFX_BLACK_BELT,MOVEMENT_TYPE_FACE_DOWN,7,7,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (聖剣3体登録),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0647,CAPTURE,80,REWARD_SPECIAL_NATIONAL_0647,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0647,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0647,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_CAPTURE,scripts/build_acquisition_content.py,generated/map_scripts/HOST_SWORDS.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=7; after=7,TEST_EVENT_SPECIAL_NATIONAL_0647_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,聖剣・四風・白黒炉心: 水上のリングを巡るタイムアタック後に固定戦。 既存条件文=聖剣3体登録
EVENT_SPECIAL_NATIONAL_0648,ARC_UNOVA_OATH,SPECIES_KEY_MELOETTA,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,KANTO_INDOOR_SAFFRON_CITY_DOJO_OBJECT_05_STUB,ACQ_HOST_SCRIPT_HOST_SWORDS,6,5,3,OBJ_EVENT_GFX_BLACK_BELT,MOVEMENT_TYPE_FACE_DOWN,7,7,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋音符アイテム4個),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0648,CAPTURE,80,REWARD_SPECIAL_NATIONAL_0648,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0648,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0648,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_CAPTURE,scripts/build_acquisition_content.py,generated/map_scripts/HOST_SWORDS.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=7; after=7,TEST_EVENT_SPECIAL_NATIONAL_0648_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,聖剣・四風・白黒炉心: 地方各地の演奏家から音符を集め、舞台で固定戦。 既存条件文=殿堂入り＋音符アイテム4個
EVENT_SPECIAL_NATIONAL_0649,ARC_UNOVA_OATH,SPECIES_KEY_GENESECT,KANTO,K41,KANTO_INDOOR_SAFFRON_CITY_DOJO,98,84,OBJECT_REUSE,HOST_SWORDS,5,KANTO_INDOOR_SAFFRON_CITY_DOJO_OBJECT_05_STUB,ACQ_HOST_SCRIPT_HOST_SWORDS,6,5,3,OBJ_EVENT_GFX_BLACK_BELT,MOVEMENT_TYPE_FACE_DOWN,7,7,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋研究ランク4),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0649,CAPTURE,80,REWARD_SPECIAL_NATIONAL_0649,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0649,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0649,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_CAPTURE,scripts/build_acquisition_content.py,generated/map_scripts/HOST_SWORDS.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=7; after=7,TEST_EVENT_SPECIAL_NATIONAL_0649_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,聖剣・四風・白黒炉心: 復元端末にカセット4種を登録して固定戦。 既存条件文=殿堂入り＋研究ランク4
EVENT_SPECIAL_NATIONAL_0716,ARC_KALOS_BALANCE,SPECIES_KEY_XERNEAS,KANTO,K26,KANTO_DUNGEON_VIRIDIAN_FOREST,97,0,OBJECT_REUSE,HOST_KALOS_BALANCE,1,KANTO_DUNGEON_VIRIDIAN_FOREST_OBJECT_01_STUB,ACQ_HOST_SCRIPT_HOST_KALOS_BALANCE,29,58,3,OBJ_EVENT_GFX_YOUNGSTER,MOVEMENT_TYPE_FACE_UP,11,11,UNLOCK_RESEARCH_RANK_4,UNLOCK_RESEARCH_RANK_4 AND (全国研究ランク4),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0716,CAPTURE,75,REWARD_SPECIAL_NATIONAL_0716,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0716,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0716,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_CAPTURE,scripts/build_acquisition_content.py,generated/map_scripts/HOST_KALOS_BALANCE.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=11; after=11,TEST_EVENT_SPECIAL_NATIONAL_0716_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,生命・破壊・秩序: 環境ゲージを均衡させる。ジガルデセル収集は50個に圧縮。 既存条件文=全国研究ランク4
EVENT_SPECIAL_NATIONAL_0717,ARC_KALOS_BALANCE,SPECIES_KEY_YVELTAL,KANTO,K26,KANTO_DUNGEON_VIRIDIAN_FOREST,97,0,OBJECT_REUSE,HOST_KALOS_BALANCE,1,KANTO_DUNGEON_VIRIDIAN_FOREST_OBJECT_01_STUB,ACQ_HOST_SCRIPT_HOST_KALOS_BALANCE,29,58,3,OBJ_EVENT_GFX_YOUNGSTER,MOVEMENT_TYPE_FACE_UP,11,11,UNLOCK_RESEARCH_RANK_4,UNLOCK_RESEARCH_RANK_4 AND (全国研究ランク4),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0717,CAPTURE,75,REWARD_SPECIAL_NATIONAL_0717,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0717,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0717,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_CAPTURE,scripts/build_acquisition_content.py,generated/map_scripts/HOST_KALOS_BALANCE.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=11; after=11,TEST_EVENT_SPECIAL_NATIONAL_0717_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,生命・破壊・秩序: 環境ゲージを均衡させる。ジガルデセル収集は50個に圧縮。 既存条件文=全国研究ランク4
EVENT_SPECIAL_NATIONAL_0718,ARC_KALOS_BALANCE,SPECIES_KEY_ZYGARDE,KANTO,K26,KANTO_DUNGEON_VIRIDIAN_FOREST,97,0,OBJECT_REUSE,HOST_KALOS_BALANCE,1,KANTO_DUNGEON_VIRIDIAN_FOREST_OBJECT_01_STUB,ACQ_HOST_SCRIPT_HOST_KALOS_BALANCE,29,58,3,OBJ_EVENT_GFX_YOUNGSTER,MOVEMENT_TYPE_FACE_UP,11,11,UNLOCK_RESEARCH_RANK_4,UNLOCK_RESEARCH_RANK_4 AND (全国研究ランク4),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0718,CAPTURE,75,REWARD_SPECIAL_NATIONAL_0718,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0718,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0718,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_CAPTURE,scripts/build_acquisition_content.py,generated/map_scripts/HOST_KALOS_BALANCE.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=11; after=11,TEST_EVENT_SPECIAL_NATIONAL_0718_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,生命・破壊・秩序: 環境ゲージを均衡させる。ジガルデセル収集は50個に圧縮。 既存条件文=全国研究ランク4
EVENT_SPECIAL_NATIONAL_0719,ARC_KALOS_BALANCE,SPECIES_KEY_DIANCIE,KANTO,K26,KANTO_DUNGEON_VIRIDIAN_FOREST,97,0,OBJECT_REUSE,HOST_KALOS_BALANCE,1,KANTO_DUNGEON_VIRIDIAN_FOREST_OBJECT_01_STUB,ACQ_HOST_SCRIPT_HOST_KALOS_BALANCE,29,58,3,OBJ_EVENT_GFX_YOUNGSTER,MOVEMENT_TYPE_FACE_UP,11,11,UNLOCK_RESEARCH_RANK_4,UNLOCK_RESEARCH_RANK_4 AND (殿堂入り＋鉱石納品),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0719,CAPTURE,80,REWARD_SPECIAL_NATIONAL_0719,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0719,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0719,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_CAPTURE,scripts/build_acquisition_content.py,generated/map_scripts/HOST_KALOS_BALANCE.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=11; after=11,TEST_EVENT_SPECIAL_NATIONAL_0719_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,生命・破壊・秩序: 鉱夫救助後に固定戦。 既存条件文=殿堂入り＋鉱石納品
EVENT_SPECIAL_NATIONAL_0720,ARC_KALOS_BALANCE,SPECIES_KEY_HOOPA,KANTO,K26,KANTO_DUNGEON_VIRIDIAN_FOREST,97,0,OBJECT_REUSE,HOST_KALOS_BALANCE,1,KANTO_DUNGEON_VIRIDIAN_FOREST_OBJECT_01_STUB,ACQ_HOST_SCRIPT_HOST_KALOS_BALANCE,29,58,3,OBJ_EVENT_GFX_YOUNGSTER,MOVEMENT_TYPE_FACE_UP,11,11,UNLOCK_RESEARCH_RANK_4,UNLOCK_RESEARCH_RANK_4 AND (殿堂入り＋各地の封印輪3個),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0720,CAPTURE,80,REWARD_SPECIAL_NATIONAL_0720,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0720,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0720,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_CAPTURE,scripts/build_acquisition_content.py,generated/map_scripts/HOST_KALOS_BALANCE.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=11; after=11,TEST_EVENT_SPECIAL_NATIONAL_0720_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,生命・破壊・秩序: 輪を開閉する短いワープパズル。 既存条件文=殿堂入り＋各地の封印輪3個
EVENT_SPECIAL_NATIONAL_0721,ARC_KALOS_BALANCE,SPECIES_KEY_VOLCANION,KANTO,K26,KANTO_DUNGEON_VIRIDIAN_FOREST,97,0,OBJECT_REUSE,HOST_KALOS_BALANCE,1,KANTO_DUNGEON_VIRIDIAN_FOREST_OBJECT_01_STUB,ACQ_HOST_SCRIPT_HOST_KALOS_BALANCE,29,58,3,OBJ_EVENT_GFX_YOUNGSTER,MOVEMENT_TYPE_FACE_UP,11,11,UNLOCK_RESEARCH_RANK_4,UNLOCK_RESEARCH_RANK_4 AND (殿堂入り＋ボルケニオン用圧力弁),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0721,CAPTURE,80,REWARD_SPECIAL_NATIONAL_0721,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0721,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0721,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_CAPTURE,scripts/build_acquisition_content.py,generated/map_scripts/HOST_KALOS_BALANCE.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=11; after=11,TEST_EVENT_SPECIAL_NATIONAL_0721_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,生命・破壊・秩序: 噴気孔を閉じて固定戦。 既存条件文=殿堂入り＋ボルケニオン用圧力弁
EVENT_SPECIAL_NATIONAL_0772,ARC_ALOLA_LIGHT,SPECIES_KEY_TYPE_NULL,KANTO,K38,KANTO_DUNGEON_SEAFOAM_ISLANDS_B4_F,97,87,OBJECT_REUSE,HOST_ALOLA_LIGHT,1,KANTO_DUNGEON_SEAFOAM_ISLANDS_B4_F_OBJECT_01_STUB,ACQ_HOST_SCRIPT_HOST_ALOLA_LIGHT,8,18,1,OBJ_EVENT_GFX_PUSHABLE_BOULDER,MOVEMENT_TYPE_FACE_DOWN,4,4,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (D・H残党イベント完了),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0772,GIFT,,REWARD_SPECIAL_NATIONAL_0772,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0772,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0772,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_GIFT,scripts/build_acquisition_content.py,generated/map_scripts/HOST_ALOLA_LIGHT.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=4; after=4,TEST_EVENT_SPECIAL_NATIONAL_0772_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,四島と星雲の子: タイプ：ヌルを譲渡。十分になつかせて通常進化。メモリは研究ランク報酬。 既存条件文=D・H残党イベント完了
EVENT_SPECIAL_NATIONAL_0773,ARC_ALOLA_LIGHT,SPECIES_KEY_SILVALLY,KANTO,K38,KANTO_DUNGEON_SEAFOAM_ISLANDS_B4_F,97,87,OBJECT_REUSE,HOST_ALOLA_LIGHT,1,KANTO_DUNGEON_SEAFOAM_ISLANDS_B4_F_OBJECT_01_STUB,ACQ_HOST_SCRIPT_HOST_ALOLA_LIGHT,8,18,1,OBJ_EVENT_GFX_PUSHABLE_BOULDER,MOVEMENT_TYPE_FACE_DOWN,4,4,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (D・H残党イベント完了),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0773,EVOLUTION_SUPPORT,,REWARD_SPECIAL_NATIONAL_0773,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0773,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0773,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_EVOLUTION_SUPPORT,scripts/build_acquisition_content.py,generated/map_scripts/HOST_ALOLA_LIGHT.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=4; after=4,TEST_EVENT_SPECIAL_NATIONAL_0773_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,四島と星雲の子: タイプ：ヌルを譲渡。十分になつかせて通常進化。メモリは研究ランク報酬。 既存条件文=D・H残党イベント完了
EVENT_SPECIAL_NATIONAL_0785,ARC_ALOLA_LIGHT,SPECIES_KEY_TAPU_KOKO,KANTO,K38,KANTO_DUNGEON_SEAFOAM_ISLANDS_B4_F,97,87,OBJECT_REUSE,HOST_ALOLA_LIGHT,1,KANTO_DUNGEON_SEAFOAM_ISLANDS_B4_F_OBJECT_01_STUB,ACQ_HOST_SCRIPT_HOST_ALOLA_LIGHT,8,18,1,OBJ_EVENT_GFX_PUSHABLE_BOULDER,MOVEMENT_TYPE_FACE_DOWN,4,4,UNLOCK_HALL_OF_FAME,UNLOCK_HALL_OF_FAME AND (殿堂入り＋各島試練),TALK_OR_EXAMINE_EXISTING_HOST,CHECK_UNLOCK|CHECK_LEDGER|OFFER|PREPARE|EXECUTE|COMMIT|RETRY|FULL|DONE,DIALOGUE_EVENT_SPECIAL_NATIONAL_0785,CAPTURE,75,REWARD_SPECIAL_NATIONAL_0785,LEDGER_BIT_EVENT_SPECIAL_NATIONAL_0785,VAR_KEY_ACQUISITION_SELECTION,SHARED_CAPTURE_KEY_NATIONAL_0785,failure/cancel/reset rollback; success ledger commit,capture: normal storage check; gift/egg: party then PC then queue,do not begin/consume/commit; show FULL and remain available,never hard-block on RTC; use ecology radar fixed-day/night selector,STANDARD_MESSAGE_YESNO_LIST_PARTY_PC,ACQ_RUNTIME_CAPTURE,scripts/build_acquisition_content.py,generated/map_scripts/HOST_ALOLA_LIGHT.inc + generated/acquisition_event_defs.c,READY_TO_INTEGRATE,READY_TO_SERIALIZE; object delta=0; before=4; after=4,TEST_EVENT_SPECIAL_NATIONAL_0785_UNLOCK|_CANCEL|_RESET|_FULL|_SUCCESS|_DUPLICATE,四島と星雲の子: 島ごとの3分程度の試練後に固定戦。 既存条件文=殿堂入り＋各島試練
