reward_key,encounter_key,reward_kind,item_or_currency_key,amount,unlock_expression,repeatability,claim_state_key,atomicity_policy,script_key,status,notes
REWARD_KANTO_BOSS_GYM_01,ENC_KANTO_BOSS_GYM_01,SCRIPT_OWNED_PROGRESSION_REWARD,PRESERVE_EXISTING_EVENT_REWARD,0,TRUE,ONCE_OR_EXISTING_EVENT_POLICY,CLAIM_REWARD_KANTO_BOSS_GYM_01,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,progress::PewterCity_Gym,EXISTING_ROM_VERIFIED,No new item is granted by party serializer; existing story reward owner remains authoritative.
REWARD_KANTO_BOSS_LEAGUE_04,ENC_KANTO_BOSS_LEAGUE_04,SCRIPT_OWNED_PROGRESSION_REWARD,PRESERVE_EXISTING_EVENT_REWARD,0,TRUE,ONCE_OR_EXISTING_EVENT_POLICY,CLAIM_REWARD_KANTO_BOSS_LEAGUE_04,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,progress::PokemonLeague_LancesRoom,EXISTING_ROM_VERIFIED,No new item is granted by party serializer; existing story reward owner remains authoritative.
REWARD_KANTO_BOSS_LEAGUE_05,ENC_KANTO_BOSS_LEAGUE_05,SCRIPT_OWNED_PROGRESSION_REWARD,PRESERVE_EXISTING_EVENT_REWARD,0,TRUE,ONCE_OR_EXISTING_EVENT_POLICY,CLAIM_REWARD_KANTO_BOSS_LEAGUE_05,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,progress::PokemonLeague_ChampionsRoom,EXISTING_ROM_VERIFIED,No new item is granted by party serializer; existing story reward owner remains authoritative.
REWARD_KANTO_ROUTE_001,ENC_KANTO_ROUTE_001,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_001,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_002,ENC_KANTO_ROUTE_002,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_002,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_003,ENC_KANTO_ROUTE_003,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_003,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_004,ENC_KANTO_ROUTE_004,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_004,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_005,ENC_KANTO_ROUTE_005,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_005,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_006,ENC_KANTO_ROUTE_006,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_006,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_007,ENC_KANTO_ROUTE_007,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_007,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_008,ENC_KANTO_ROUTE_008,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_008,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_009,ENC_KANTO_ROUTE_009,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_009,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_010,ENC_KANTO_ROUTE_010,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_010,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_011,ENC_KANTO_ROUTE_011,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_011,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_012,ENC_KANTO_ROUTE_012,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_012,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_013,ENC_KANTO_ROUTE_013,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_013,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_014,ENC_KANTO_ROUTE_014,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_014,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_015,ENC_KANTO_ROUTE_015,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_015,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_016,ENC_KANTO_ROUTE_016,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_016,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_017,ENC_KANTO_ROUTE_017,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_017,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_018,ENC_KANTO_ROUTE_018,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_018,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_019,ENC_KANTO_ROUTE_019,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_019,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_020,ENC_KANTO_ROUTE_020,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_020,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_021,ENC_KANTO_ROUTE_021,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_021,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_022,ENC_KANTO_ROUTE_022,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_022,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_023,ENC_KANTO_ROUTE_023,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_023,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_024,ENC_KANTO_ROUTE_024,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_024,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_025,ENC_KANTO_ROUTE_025,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_025,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_026,ENC_KANTO_ROUTE_026,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_026,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_027,ENC_KANTO_ROUTE_027,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_027,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_028,ENC_KANTO_ROUTE_028,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_028,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_029,ENC_KANTO_ROUTE_029,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_029,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_030,ENC_KANTO_ROUTE_030,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_030,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_031,ENC_KANTO_ROUTE_031,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_031,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_032,ENC_KANTO_ROUTE_032,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_032,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_033,ENC_KANTO_ROUTE_033,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_033,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_034,ENC_KANTO_ROUTE_034,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_034,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_035,ENC_KANTO_ROUTE_035,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_035,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_036,ENC_KANTO_ROUTE_036,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_036,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_037,ENC_KANTO_ROUTE_037,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_037,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_038,ENC_KANTO_ROUTE_038,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_038,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_039,ENC_KANTO_ROUTE_039,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_039,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_040,ENC_KANTO_ROUTE_040,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_040,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_041,ENC_KANTO_ROUTE_041,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_041,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_042,ENC_KANTO_ROUTE_042,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_042,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_043,ENC_KANTO_ROUTE_043,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_043,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_044,ENC_KANTO_ROUTE_044,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_044,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_045,ENC_KANTO_ROUTE_045,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_045,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
REWARD_KANTO_ROUTE_046,ENC_KANTO_ROUTE_046,AUTO_PRIZE_MONEY,MONEY_ENGINE_FORMULA,0,TRUE,ONCE_PER_DEFEAT_STATE,TRAINER_DEFEAT_STATE,BATTLE_RESULT_COMMIT_THEN_REWARD;RESET_SAFE,SCRIPT_KANTO_ROUTE_046,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Uses engine class/last-level prize formula; no duplicable scripted item.
