encounter_key,task_id,decision,notes
ENC_KANTO_BOSS_LEAGUE_04,TASK06_KANTO,INDIVIDUALLY_REVIEWED_SOURCE_SIX,map=KANTO_DUNGEON_POKEMON_LEAGUE_LANCES_ROOM(チャンピオンロード); role=KANTO_LEAGUE_BOSS; archetype=VETERAN; band=KANTO_LEAGUE_APPROACH_CERT_8; source_size=6->6; AI=AI_FULL_SMART; gimmick=MEGA; physical_status=EXISTING_ROM_VERIFIED
ENC_KANTO_BOSS_LEAGUE_05,TASK06_KANTO,INDIVIDUALLY_REVIEWED_SOURCE_SIX,map=KANTO_DUNGEON_POKEMON_LEAGUE_CHAMPIONS_ROOM(チャンピオンロード); role=KANTO_LEAGUE_BOSS; archetype=VETERAN; band=KANTO_LEAGUE_APPROACH_CERT_8; source_size=6->6; AI=AI_FULL_SMART; gimmick=MEGA; physical_status=EXISTING_ROM_VERIFIED
ENC_KANTO_ROUTE_001,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_MT_MOON_1_F(おつきみやま); role=KANTO_MAP_TRAINER_LASS; archetype=LASS; band=KANTO_BAND_01_ARRIVAL_CERT_0; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=コーシャン/追加枠・物理ブレイカー（両刀気味の突破枠）
ENC_KANTO_ROUTE_002,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_MT_MOON_1_F(おつきみやま); role=KANTO_MAP_TRAINER_SCIENTIST; archetype=SCIENTIST; band=KANTO_BAND_01_ARRIVAL_CERT_0; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=イエッサン/追加枠・テンポ／制御（フィールド展開）
ENC_KANTO_ROUTE_003,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_MT_MOON_1_F(おつきみやま); role=KANTO_MAP_TRAINER_BUG; archetype=BUG; band=KANTO_BAND_01_ARRIVAL_CERT_0; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=エクスレッグ/追加枠・テンポ／制御（先発・設置）
ENC_KANTO_ROUTE_004,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_MT_MOON_1_F(おつきみやま); role=KANTO_MAP_TRAINER_HIKER; archetype=HIKER; band=KANTO_BAND_01_ARRIVAL_CERT_0; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=バサギリ/追加枠・速度操作／先制（設置兼速攻）
ENC_KANTO_ROUTE_005,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_MT_MOON_B2_F(おつきみやま); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_01_ARRIVAL_CERT_0; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=メタゲラス/追加枠・物理ブレイカー＋耐久ピボット（重戦車）
ENC_KANTO_ROUTE_006,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_MT_MOON_B2_F(おつきみやま); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_01_ARRIVAL_CERT_0; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=カラミンゴ/追加枠・物理ブレイカー＋耐久ピボット（能力コピー）
ENC_KANTO_ROUTE_007,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_MANSION_1_F(ポケモンやしき); role=KANTO_MAP_TRAINER_SCIENTIST; archetype=SCIENTIST; band=KANTO_BAND_07_CERT_6_7; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ライボルト/追加枠・テンポ／制御（切り札）
ENC_KANTO_ROUTE_008,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_MANSION_1_F(ポケモンやしき); role=KANTO_MAP_TRAINER_YOUNGSTER; archetype=YOUNGSTER; band=KANTO_BAND_07_CERT_6_7; source_size=5->6; AI=AI_FULL_SMART; gimmick=Z_MOVE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ミロカロス/追加枠・テンポ／制御（耐久）
ENC_KANTO_ROUTE_009,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_MANSION_2_F(ポケモンやしき); role=KANTO_MAP_TRAINER_BREEDER; archetype=BREEDER; band=KANTO_BAND_07_CERT_6_7; source_size=5->6; AI=AI_FULL_SMART; gimmick=Z_MOVE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=マスカーニャ/追加枠・テンポ／制御（高速先発）
ENC_KANTO_ROUTE_010,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_MANSION_3_F(ポケモンやしき); role=KANTO_MAP_TRAINER_BREEDER; archetype=BREEDER; band=KANTO_BAND_07_CERT_6_7; source_size=5->6; AI=AI_FULL_SMART; gimmick=Z_MOVE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=フシギバナ/追加枠・特殊ブレイカー（切り札）
ENC_KANTO_ROUTE_011,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_MANSION_3_F(ポケモンやしき); role=KANTO_MAP_TRAINER_SCIENTIST; archetype=SCIENTIST; band=KANTO_BAND_07_CERT_6_7; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=イエッサン/追加枠・テンポ／制御（フィールド展開）
ENC_KANTO_ROUTE_012,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_MANSION_B1_F(ポケモンやしき); role=KANTO_MAP_TRAINER_BREEDER; archetype=BREEDER; band=KANTO_BAND_07_CERT_6_7; source_size=5->6; AI=AI_FULL_SMART; gimmick=Z_MOVE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=マスカーニャ/追加枠・テンポ／制御（高速先発）
ENC_KANTO_ROUTE_013,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_MANSION_B1_F(ポケモンやしき); role=KANTO_MAP_TRAINER_SCIENTIST; archetype=SCIENTIST; band=KANTO_BAND_07_CERT_6_7; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ライボルト/追加枠・テンポ／制御（切り札）
ENC_KANTO_ROUTE_014,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_TOWER_3_F(ポケモンタワー); role=KANTO_MAP_TRAINER_HEX; archetype=HEX; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ヤバソチャ/追加枠・特殊ブレイカー（回復・速度反転）
ENC_KANTO_ROUTE_015,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_TOWER_3_F(ポケモンタワー); role=KANTO_MAP_TRAINER_HEX; archetype=HEX; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ドオー/追加枠・テンポ／制御（先発・受け）
ENC_KANTO_ROUTE_016,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_TOWER_4_F(ポケモンタワー); role=KANTO_MAP_TRAINER_HEX; archetype=HEX; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ファントマ/追加枠・特殊ブレイカー（高速特殊）
ENC_KANTO_ROUTE_017,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_TOWER_4_F(ポケモンタワー); role=KANTO_MAP_TRAINER_HEX; archetype=HEX; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ドオー/追加枠・テンポ／制御（先発・受け）
ENC_KANTO_ROUTE_018,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_TOWER_5_F(ポケモンタワー); role=KANTO_MAP_TRAINER_HEX; archetype=HEX; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=サーフゴー/追加枠・特殊ブレイカー（特殊）
ENC_KANTO_ROUTE_019,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_TOWER_5_F(ポケモンタワー); role=KANTO_MAP_TRAINER_HEX; archetype=HEX; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ヤバソチャ/追加枠・特殊ブレイカー（回復・速度反転）
ENC_KANTO_ROUTE_020,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_TOWER_6_F(ポケモンタワー); role=KANTO_MAP_TRAINER_HEX; archetype=HEX; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ソウブレイズ/追加枠・物理ブレイカー（高速化）
ENC_KANTO_ROUTE_021,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_TOWER_6_F(ポケモンタワー); role=KANTO_MAP_TRAINER_HEX; archetype=HEX; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ドオー/追加枠・テンポ／制御（先発・受け）
ENC_KANTO_ROUTE_022,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_TOWER_7_F(ポケモンタワー); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ブロロローム/追加枠・物理ブレイカー（物理）
ENC_KANTO_ROUTE_023,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_POKEMON_TOWER_7_F(ポケモンタワー); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ニドキング/追加枠・特殊ブレイカー（特殊崩し）
ENC_KANTO_ROUTE_024,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_ROCKET_HIDEOUT_B1_F(ロケットだんアジト跡); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ストリンダー/追加枠・テンポ／制御（キョダイ最終切り札）
ENC_KANTO_ROUTE_025,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_ROCKET_HIDEOUT_B1_F(ロケットだんアジト跡); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ポリゴンZ/追加枠・特殊ブレイカー（特殊）
ENC_KANTO_ROUTE_026,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_ROCKET_HIDEOUT_B1_F(ロケットだんアジト跡); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=エレキブル/追加枠・物理ブレイカー（受け出し）
ENC_KANTO_ROUTE_027,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_ROCKET_HIDEOUT_B2_F(ロケットだんアジト跡); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ミミッキュ/追加枠・物理ブレイカー（対面エース）
ENC_KANTO_ROUTE_028,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_ROCKET_HIDEOUT_B3_F(ロケットだんアジト跡); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ストリンダー/追加枠・テンポ／制御（キョダイ最終切り札）
ENC_KANTO_ROUTE_029,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_ROCKET_HIDEOUT_B3_F(ロケットだんアジト跡); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=エレキブル/追加枠・物理ブレイカー（受け出し）
ENC_KANTO_ROUTE_030,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_ROCKET_HIDEOUT_B4_F(ロケットだんアジト跡); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ポリゴンZ/追加枠・特殊ブレイカー（特殊）
ENC_KANTO_ROUTE_031,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_ROCKET_HIDEOUT_B4_F(ロケットだんアジト跡); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ファントマ/追加枠・特殊ブレイカー（高速特殊）
ENC_KANTO_ROUTE_032,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_ROCK_TUNNEL_1_F(イワヤマトンネル); role=KANTO_MAP_TRAINER_PICNICKER; archetype=PICNICKER; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ルチャブル/追加枠・テンポ／制御（高速物理）
ENC_KANTO_ROUTE_033,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_ROCK_TUNNEL_1_F(イワヤマトンネル); role=KANTO_MAP_TRAINER_HIKER; archetype=HIKER; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=イワパレス/追加枠・物理ブレイカー（積みエース）
ENC_KANTO_ROUTE_034,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_ROCK_TUNNEL_1_F(イワヤマトンネル); role=KANTO_MAP_TRAINER_HIKER; archetype=HIKER; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=キョジオーン/追加枠・テンポ／制御（先発・削り）
ENC_KANTO_ROUTE_035,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_ROCK_TUNNEL_1_F(イワヤマトンネル); role=KANTO_MAP_TRAINER_BREEDER; archetype=BREEDER; band=KANTO_BAND_04_CERT_3_4; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=オリーヴァ/追加枠・テンポ／制御（フィールド展開）
ENC_KANTO_ROUTE_036,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_SILPH_CO_10_F(シルフカンパニー); role=KANTO_MAP_TRAINER_SCIENTIST; archetype=SCIENTIST; band=KANTO_BAND_06_CERT_5_6; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ソウブレイズ/追加枠・物理ブレイカー（物理崩し）
ENC_KANTO_ROUTE_037,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_SILPH_CO_10_F(シルフカンパニー); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_06_CERT_5_6; source_size=5->6; AI=AI_FULL_SMART; gimmick=Z_MOVE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ゲンガー/追加枠・特殊ブレイカー（対面）
ENC_KANTO_ROUTE_038,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_SILPH_CO_11_F(シルフカンパニー); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_06_CERT_5_6; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ニドクイン/追加枠・特殊ブレイカー（特殊崩し）
ENC_KANTO_ROUTE_039,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_SILPH_CO_11_F(シルフカンパニー); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_06_CERT_5_6; source_size=5->6; AI=AI_FULL_SMART; gimmick=Z_MOVE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=メタゲラス/追加枠・耐久ピボット（重戦車）
ENC_KANTO_ROUTE_040,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_SILPH_CO_2_F(シルフカンパニー); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_06_CERT_5_6; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=サーフゴー/追加枠・テンポ／制御（妨害拒否）
ENC_KANTO_ROUTE_041,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_SILPH_CO_2_F(シルフカンパニー); role=KANTO_MAP_TRAINER_SCIENTIST; archetype=SCIENTIST; band=KANTO_BAND_06_CERT_5_6; source_size=5->6; AI=AI_FULL_SMART; gimmick=MEGA; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=グレンアルマ/追加枠・特殊ブレイカー（特殊崩し）
ENC_KANTO_ROUTE_042,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_SILPH_CO_3_F(シルフカンパニー); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_06_CERT_5_6; source_size=5->6; AI=AI_FULL_SMART; gimmick=Z_MOVE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=エレキブル/追加枠・耐久ピボット（受け出し）
ENC_KANTO_ROUTE_043,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_SILPH_CO_3_F(シルフカンパニー); role=KANTO_MAP_TRAINER_SCIENTIST; archetype=SCIENTIST; band=KANTO_BAND_06_CERT_5_6; source_size=5->6; AI=AI_FULL_SMART; gimmick=NONE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=ウルガモス/追加枠・特殊ブレイカー（積み）
ENC_KANTO_ROUTE_044,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_SILPH_CO_4_F(シルフカンパニー); role=KANTO_MAP_TRAINER_DH; archetype=DH; band=KANTO_BAND_06_CERT_5_6; source_size=5->6; AI=AI_FULL_SMART; gimmick=Z_MOVE; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=クレッフィ/追加枠・テンポ／制御（両壁）
ENC_KANTO_ROUTE_045,TASK06_KANTO,INDIVIDUALLY_EXTENDED_TO_SIX,map=KANTO_DUNGEON_SILPH_CO_4_F(シルフカンパニー); role=KANTO_MAP_TRAINER_SCIENTIST; archetype=SCIENTIST; band=KANTO_BAND_06_CERT_5_6; source_size=5->6; AI=AI_FULL_SMART; gimmick=MEGA; physical_status=DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED; slot6=パーモット/追加枠・物理ブレイカー（先発・麻痺）
