encounter_key,original_trainer_id,runtime_trainer_id,allocation_reason
ENC_KANTO_ROUTE_067,4162,4162,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_068,4163,4163,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_069,4164,4164,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_070,4165,4165,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_071,4166,4166,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_072,4167,4167,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_073,4168,4168,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_074,4169,4169,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_075,4170,4170,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_076,4171,4171,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_077,4172,4172,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_078,4173,4173,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_079,4174,4174,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_080,4175,4175,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_081,4176,4176,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_082,4177,4177,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_083,4178,4178,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_084,4179,4179,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_085,4180,4180,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_086,4181,4181,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_087,4182,4182,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_088,4183,4183,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_089,4184,4184,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_090,4185,4185,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_091,4186,4186,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_092,4187,4187,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_093,4188,4188,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_094,4189,4189,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_095,4190,4190,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_096,4191,4191,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_097,4192,4192,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_098,4193,4193,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_099,4194,4194,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_100,4195,4195,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_101,4196,4196,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_102,4197,4197,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_103,4198,4198,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_104,4199,4199,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_105,4200,4200,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_106,4201,4201,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_107,4202,4202,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_108,4203,4203,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_109,4204,4204,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_110,4205,4205,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_111,4206,4206,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_112,4207,4207,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_113,4208,4208,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_114,4209,4209,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_115,4210,4210,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_116,4211,4211,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_117,4212,4212,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_118,4213,4213,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_119,4214,4214,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_120,4215,4215,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_121,4216,4216,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_122,4217,4217,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_123,4218,4218,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_124,4219,4219,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_125,4220,4220,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_126,4221,4221,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_127,4222,4222,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_128,4223,4223,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_129,4224,4224,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_130,4225,4225,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_131,4226,4226,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_132,4227,4227,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_133,4228,4228,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_134,4229,4229,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_135,4230,4230,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_136,4231,4231,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_137,4232,4232,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_138,4233,4233,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_139,4234,4234,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_140,4235,4235,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_141,4236,4236,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_142,4237,4237,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_143,4238,4238,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_144,4239,4239,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_145,4240,4240,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_146,4241,4241,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_147,4242,4242,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_148,4243,4243,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_149,4244,4244,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_150,4245,4245,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_151,4246,4246,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_152,4247,4247,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_153,4248,4248,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_154,4249,4249,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_155,4250,4250,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_156,4251,4251,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_157,4252,4252,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_158,4253,4253,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_159,4254,4254,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_160,4255,4255,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_161,4256,4256,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_162,4257,4257,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_163,4258,4258,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_164,4259,4259,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_165,4260,4260,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_166,4261,4261,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_167,4262,4262,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_168,4263,4263,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_169,4264,4264,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_170,4265,4265,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_171,4266,4266,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_172,4267,4267,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_173,4268,4268,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_174,4269,4269,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_175,4270,4270,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_176,4271,4271,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_177,4272,4272,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_178,4273,4273,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_179,4274,4274,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_180,4275,4275,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_181,4276,4276,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_182,4277,4277,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_183,4278,4278,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_184,4279,4279,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_185,4280,4280,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_186,4281,4281,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_187,4282,4282,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_188,4283,4283,RETAIN_KANTO_ALLOCATED_ID
ENC_TOHOKU_REF_0000,1,1,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0001,1024,1383,REALLOCATE_RESERVED_CFRU_TRAINER_ID
ENC_TOHOKU_REF_0002,10,10,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0003,1025,1025,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0004,100,100,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0005,1026,1026,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0006,101,101,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0007,1027,1027,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0008,102,102,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0009,1028,1028,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0010,103,103,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0011,1029,1029,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0012,104,104,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0013,1030,1030,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0014,105,105,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0015,1031,1031,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0016,106,106,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0017,1032,1032,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0018,107,107,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0019,1033,1033,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0020,108,108,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0021,1034,1034,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0022,109,109,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0023,1035,1035,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0024,11,11,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0025,110,110,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0026,111,111,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0027,1036,1036,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0028,112,112,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0029,1037,1037,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0030,113,113,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0031,114,114,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0032,1038,1038,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0033,115,115,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0034,1039,1039,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0035,116,116,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0036,1040,1040,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0037,117,117,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0038,1041,1041,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0039,118,118,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0040,1042,1042,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0041,119,119,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0042,1043,1043,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0043,1044,1044,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0044,1045,1045,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0045,12,12,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0046,1046,1046,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0047,120,120,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0048,1047,1047,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0049,121,121,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0050,1048,1048,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0051,122,122,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0052,1049,1049,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0053,123,123,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0054,1050,1050,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0055,124,124,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0056,1051,1051,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0057,125,125,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0058,1052,1052,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0059,126,126,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0060,1053,1053,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0061,1054,1054,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0062,127,127,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0063,1055,1055,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0064,1056,1056,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0065,128,128,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0066,1057,1057,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0067,129,129,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0068,13,13,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0069,1058,1058,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0070,130,130,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0071,1059,1059,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0072,131,131,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0073,1060,1060,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0074,132,132,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0075,1061,1061,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0076,133,133,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0077,1062,1062,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0078,134,134,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0079,1063,1063,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0080,135,135,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0081,1064,1064,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0082,136,136,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0083,1065,1065,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0084,1066,1066,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0085,137,137,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0086,1067,1067,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0087,1068,1068,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0088,138,138,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0089,1069,1069,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0090,1070,1070,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0091,139,139,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0092,1071,1071,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0093,1072,1072,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0094,14,14,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0095,140,140,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0096,1073,1073,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0097,1074,1074,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0098,141,141,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0099,1075,1075,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0100,142,142,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0101,1076,1076,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0102,143,143,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0103,1077,1077,RETAIN_UNIQUE_ORIGINAL_ID
ENC_TOHOKU_REF_0104,144,144,RETAIN_UNIQUE_ORIGINAL_ID
