encounter_key,region,story_phase,trainer_key,trainer_id,identity_key,physical_map_key,group_id,map_id,root_kind,root_index,local_id,x,y,elevation,graphics_id,movement_type,sight_range,script_key,battle_type,pair_or_partner_key,initial_or_rematch,rematch_tier,mandatory,avoidable_path_evidence,unlock_expression,defeat_state_key,party_key,ai_profile_key,trainer_item_keys,reward_key,dialogue_set_key,status,evidence,notes,original_trainer_id,runtime_trainer_id,trainer_id_allocation_reason
ENC_KANTO_BOSS_LEAGUE_03,KANTO,KANTO_LEAGUE_APPROACH_CERT_8,TRAINER_KEY_KANTO_LEAGUE_03,761,IDENTITY_TRAINER_KEY_KANTO_LEAGUE_03,KANTO_DUNGEON_POKEMON_LEAGUE_AGATHAS_ROOM,97,77,object,0,1,6,5,3,OBJ_EVENT_GFX_AGATHA,MOVEMENT_TYPE_FACE_DOWN,0,progress::PokemonLeague_AgathasRoom,TRAINER_BATTLE_SINGLE,NONE,INITIAL,NONE,false,TALK_TO_START_CURRENT_PROGRESSION_OBJECT,CURRENT_KANTO_CERT_OR_LEAGUE_SEQUENCE,FLAG_LEAGUE_03_DEFEATED,PARTY_KANTO_BOSS_LEAGUE_03,AI_FULL_SMART,[],REWARD_KANTO_BOSS_LEAGUE_03,DIALOGUE_KANTO_BOSS_LEAGUE_03,EXISTING_ROM_VERIFIED,current production battle; map=KANTO_DUNGEON_POKEMON_LEAGUE_AGATHAS_ROOM; local=1; trainer_id=761,Current party live fields retained. Ability/nature/EV/mechanic policy remain catalog-only.; TASK06 regional design: target_party_size=6; trainer_role=KANTO_LEAGUE_BOSS; difficulty=HIGH_CHALLENGE_BOSS; primary_gimmick=MEGA; physical map/object/script/flag/address facts are unchanged and fail closed,761,761,RETAIN_UNIQUE_ORIGINAL_ID
ENC_KANTO_BOSS_LEAGUE_04,KANTO,KANTO_LEAGUE_APPROACH_CERT_8,TRAINER_KEY_KANTO_LEAGUE_04,762,IDENTITY_TRAINER_KEY_KANTO_LEAGUE_04,KANTO_DUNGEON_POKEMON_LEAGUE_LANCES_ROOM,97,78,object,0,1,6,8,3,OBJ_EVENT_GFX_LANCE,MOVEMENT_TYPE_FACE_DOWN,0,progress::PokemonLeague_LancesRoom,TRAINER_BATTLE_SINGLE,NONE,INITIAL,NONE,false,TALK_TO_START_CURRENT_PROGRESSION_OBJECT,CURRENT_KANTO_CERT_OR_LEAGUE_SEQUENCE,FLAG_LEAGUE_04_DEFEATED,PARTY_KANTO_BOSS_LEAGUE_04,AI_FULL_SMART,[],REWARD_KANTO_BOSS_LEAGUE_04,DIALOGUE_KANTO_BOSS_LEAGUE_04,EXISTING_ROM_VERIFIED,current production battle; map=KANTO_DUNGEON_POKEMON_LEAGUE_LANCES_ROOM; local=1; trainer_id=762,Current party live fields retained. Ability/nature/EV/mechanic policy remain catalog-only.; TASK06 regional design: target_party_size=6; trainer_role=KANTO_LEAGUE_BOSS; difficulty=HIGH_CHALLENGE_BOSS; primary_gimmick=MEGA; physical map/object/script/flag/address facts are unchanged and fail closed,762,762,RETAIN_UNIQUE_ORIGINAL_ID
ENC_KANTO_BOSS_LEAGUE_05,KANTO,KANTO_LEAGUE_APPROACH_CERT_8,TRAINER_KEY_KANTO_LEAGUE_05,763,IDENTITY_TRAINER_KEY_KANTO_LEAGUE_05,KANTO_DUNGEON_POKEMON_LEAGUE_CHAMPIONS_ROOM,97,79,object,0,1,6,8,3,OBJ_EVENT_GFX_BLUE,MOVEMENT_TYPE_FACE_DOWN,0,progress::PokemonLeague_ChampionsRoom,TRAINER_BATTLE_SINGLE,NONE,INITIAL,NONE,false,TALK_TO_START_CURRENT_PROGRESSION_OBJECT,CURRENT_KANTO_CERT_OR_LEAGUE_SEQUENCE,FLAG_LEAGUE_05_DEFEATED,PARTY_KANTO_BOSS_LEAGUE_05,AI_FULL_SMART,[],REWARD_KANTO_BOSS_LEAGUE_05,DIALOGUE_KANTO_BOSS_LEAGUE_05,EXISTING_ROM_VERIFIED,current production battle; map=KANTO_DUNGEON_POKEMON_LEAGUE_CHAMPIONS_ROOM; local=1; trainer_id=763,Current party live fields retained. Ability/nature/EV/mechanic policy remain catalog-only.; TASK06 regional design: target_party_size=6; trainer_role=KANTO_LEAGUE_BOSS; difficulty=HIGH_CHALLENGE_BOSS; primary_gimmick=MEGA; physical map/object/script/flag/address facts are unchanged and fail closed,763,763,RETAIN_UNIQUE_ORIGINAL_ID
ENC_KANTO_ROUTE_001,KANTO,KANTO_EARLY_CERT_0_2,TRAINER_KEY_KANTO_ROUTE_001,4096,IDENTITY_KANTO_MtMoon_1F_001,KANTO_DUNGEON_MT_MOON_1_F,97,1,object,0,ALLOCATED_BY_MAP_SERIALIZER,20,26,3,OBJ_EVENT_GFX_LASS,MOVEMENT_TYPE_FACE_DOWN,2,SCRIPT_KANTO_ROUTE_001,TRAINER_BATTLE_SINGLE,NONE,INITIAL,NONE,false,SOURCE_COORDINATE_SELECTED;COLLISION_AND_BYPASS_EXACT_ROM_AUDIT_REQUIRED,KANTO_REGION_ACTIVE,FLAG_KANTO_ROUTE_001_DEFEATED,PARTY_KANTO_ROUTE_001,AI_FULL_SMART,[],REWARD_KANTO_ROUTE_001,DIALOGUE_KANTO_ROUTE_001,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"source candidates [('MtMoon_1F', '0', '20', '26')]; logical=K27; ecology_species_only=Lv.73～80",family=MAJOR_DUNGEON; archetype=LASS; progression_band=KANTO_BAND_01_ARRIVAL_CERT_0; fixed optional high difficulty; no global player-level scaling; TASK06 regional design: target_party_size=6; trainer_role=KANTO_MAP_TRAINER_LASS; difficulty=HIGH_CHALLENGE_STANDARD; primary_gimmick=NONE; physical map/object/script/flag/address facts are unchanged and fail closed,4096,4096,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_002,KANTO,KANTO_EARLY_CERT_0_2,TRAINER_KEY_KANTO_ROUTE_002,4097,IDENTITY_KANTO_MtMoon_1F_002,KANTO_DUNGEON_MT_MOON_1_F,97,1,object,2,ALLOCATED_BY_MAP_SERIALIZER,30,35,3,OBJ_EVENT_GFX_SCIENTIST,MOVEMENT_TYPE_LOOK_AROUND,4,SCRIPT_KANTO_ROUTE_002,TRAINER_BATTLE_SINGLE,NONE,INITIAL,NONE,false,SOURCE_COORDINATE_SELECTED;COLLISION_AND_BYPASS_EXACT_ROM_AUDIT_REQUIRED,KANTO_REGION_ACTIVE,FLAG_KANTO_ROUTE_002_DEFEATED,PARTY_KANTO_ROUTE_002,AI_FULL_SMART,[],REWARD_KANTO_ROUTE_002,DIALOGUE_KANTO_ROUTE_002,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"source candidates [('MtMoon_1F', '2', '30', '35')]; logical=K27; ecology_species_only=Lv.73～80",family=MAJOR_DUNGEON; archetype=SCIENTIST; progression_band=KANTO_BAND_01_ARRIVAL_CERT_0; fixed optional high difficulty; no global player-level scaling; TASK06 regional design: target_party_size=6; trainer_role=KANTO_MAP_TRAINER_SCIENTIST; difficulty=HIGH_CHALLENGE_STANDARD; primary_gimmick=NONE; physical map/object/script/flag/address facts are unchanged and fail closed,4097,4097,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_003,KANTO,KANTO_EARLY_CERT_0_2,TRAINER_KEY_KANTO_ROUTE_003,4098,IDENTITY_KANTO_MtMoon_1F_003,KANTO_DUNGEON_MT_MOON_1_F,97,1,object,4,ALLOCATED_BY_MAP_SERIALIZER,7,26,3,OBJ_EVENT_GFX_BUG_CATCHER,MOVEMENT_TYPE_FACE_DOWN,4,SCRIPT_KANTO_ROUTE_003,TRAINER_BATTLE_SINGLE,NONE,INITIAL,NONE,false,SOURCE_COORDINATE_SELECTED;COLLISION_AND_BYPASS_EXACT_ROM_AUDIT_REQUIRED,KANTO_REGION_ACTIVE,FLAG_KANTO_ROUTE_003_DEFEATED,PARTY_KANTO_ROUTE_003,AI_FULL_SMART,[],REWARD_KANTO_ROUTE_003,DIALOGUE_KANTO_ROUTE_003,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"source candidates [('MtMoon_1F', '4', '7', '26')]; logical=K27; ecology_species_only=Lv.73～80",family=MAJOR_DUNGEON; archetype=BUG; progression_band=KANTO_BAND_01_ARRIVAL_CERT_0; fixed optional high difficulty; no global player-level scaling; TASK06 regional design: target_party_size=6; trainer_role=KANTO_MAP_TRAINER_BUG; difficulty=HIGH_CHALLENGE_STANDARD; primary_gimmick=NONE; physical map/object/script/flag/address facts are unchanged and fail closed,4098,4098,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_004,KANTO,KANTO_EARLY_CERT_0_2,TRAINER_KEY_KANTO_ROUTE_004,4099,IDENTITY_KANTO_MtMoon_1F_004,KANTO_DUNGEON_MT_MOON_1_F,97,1,object,6,ALLOCATED_BY_MAP_SERIALIZER,7,10,3,OBJ_EVENT_GFX_HIKER,MOVEMENT_TYPE_WANDER_AROUND,1,SCRIPT_KANTO_ROUTE_004,TRAINER_BATTLE_SINGLE,NONE,INITIAL,NONE,false,SOURCE_COORDINATE_SELECTED;COLLISION_AND_BYPASS_EXACT_ROM_AUDIT_REQUIRED,KANTO_REGION_ACTIVE,FLAG_KANTO_ROUTE_004_DEFEATED,PARTY_KANTO_ROUTE_004,AI_FULL_SMART,[],REWARD_KANTO_ROUTE_004,DIALOGUE_KANTO_ROUTE_004,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"source candidates [('MtMoon_1F', '6', '7', '10')]; logical=K27; ecology_species_only=Lv.73～80",family=MAJOR_DUNGEON; archetype=HIKER; progression_band=KANTO_BAND_01_ARRIVAL_CERT_0; fixed optional high difficulty; no global player-level scaling; TASK06 regional design: target_party_size=6; trainer_role=KANTO_MAP_TRAINER_HIKER; difficulty=HIGH_CHALLENGE_STANDARD; primary_gimmick=NONE; physical map/object/script/flag/address facts are unchanged and fail closed,4099,4099,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_005,KANTO,KANTO_EARLY_CERT_0_2,TRAINER_KEY_KANTO_ROUTE_005,4100,IDENTITY_KANTO_MtMoon_B2F_005,KANTO_DUNGEON_MT_MOON_B2_F,97,3,object,5,ALLOCATED_BY_MAP_SERIALIZER,35,12,3,OBJ_EVENT_GFX_ROCKET_M,MOVEMENT_TYPE_FACE_UP,4,SCRIPT_KANTO_ROUTE_005,TRAINER_BATTLE_SINGLE,NONE,INITIAL,NONE,false,SOURCE_COORDINATE_SELECTED;COLLISION_AND_BYPASS_EXACT_ROM_AUDIT_REQUIRED,KANTO_REGION_ACTIVE,FLAG_KANTO_ROUTE_005_DEFEATED,PARTY_KANTO_ROUTE_005,AI_FULL_SMART,[],REWARD_KANTO_ROUTE_005,DIALOGUE_KANTO_ROUTE_005,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"source candidates [('MtMoon_B2F', '5', '35', '12')]; logical=K27; ecology_species_only=Lv.73～80",family=MAJOR_DUNGEON; archetype=DH; progression_band=KANTO_BAND_01_ARRIVAL_CERT_0; fixed optional high difficulty; no global player-level scaling; TASK06 regional design: target_party_size=6; trainer_role=KANTO_MAP_TRAINER_DH; difficulty=HIGH_CHALLENGE_STANDARD; primary_gimmick=NONE; physical map/object/script/flag/address facts are unchanged and fail closed,4100,4100,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_006,KANTO,KANTO_EARLY_CERT_0_2,TRAINER_KEY_KANTO_ROUTE_006,4101,IDENTITY_KANTO_MtMoon_B2F_006,KANTO_DUNGEON_MT_MOON_B2_F,97,3,object,6,ALLOCATED_BY_MAP_SERIALIZER,18,27,3,OBJ_EVENT_GFX_ROCKET_M,MOVEMENT_TYPE_FACE_DOWN,4,SCRIPT_KANTO_ROUTE_006,TRAINER_BATTLE_SINGLE,NONE,INITIAL,NONE,false,SOURCE_COORDINATE_SELECTED;COLLISION_AND_BYPASS_EXACT_ROM_AUDIT_REQUIRED,KANTO_REGION_ACTIVE,FLAG_KANTO_ROUTE_006_DEFEATED,PARTY_KANTO_ROUTE_006,AI_FULL_SMART,[],REWARD_KANTO_ROUTE_006,DIALOGUE_KANTO_ROUTE_006,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"source candidates [('MtMoon_B2F', '6', '18', '27')]; logical=K27; ecology_species_only=Lv.73～80",family=MAJOR_DUNGEON; archetype=DH; progression_band=KANTO_BAND_01_ARRIVAL_CERT_0; fixed optional high difficulty; no global player-level scaling; TASK06 regional design: target_party_size=6; trainer_role=KANTO_MAP_TRAINER_DH; difficulty=HIGH_CHALLENGE_STANDARD; primary_gimmick=NONE; physical map/object/script/flag/address facts are unchanged and fail closed,4101,4101,RETAIN_KANTO_ALLOCATED_ID
ENC_KANTO_ROUTE_007,KANTO,KANTO_EAST_ISLAND_CERT_5_7,TRAINER_KEY_KANTO_ROUTE_007,4102,IDENTITY_KANTO_PokemonMansion_1F_007,KANTO_DUNGEON_POKEMON_MANSION_1_F,97,59,object,0,ALLOCATED_BY_MAP_SERIALIZER,22,24,3,OBJ_EVENT_GFX_SCIENTIST,MOVEMENT_TYPE_FACE_LEFT,4,SCRIPT_KANTO_ROUTE_007,TRAINER_BATTLE_SINGLE,NONE,INITIAL,NONE,false,SOURCE_COORDINATE_SELECTED;COLLISION_AND_BYPASS_EXACT_ROM_AUDIT_REQUIRED,KANTO_CERT_COUNT>=6,FLAG_KANTO_ROUTE_007_DEFEATED,PARTY_KANTO_ROUTE_007,AI_FULL_SMART,"[""ITEM_KEY_HYPER_POTION""]",REWARD_KANTO_ROUTE_007,DIALOGUE_KANTO_ROUTE_007,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,"source candidates [('PokemonMansion_1F', '0', '22', '24')]; logical=K39; ecology_species_only=Lv.91～98",family=MAJOR_DUNGEON; archetype=SCIENTIST; progression_band=KANTO_BAND_07_CERT_6_7; fixed optional high difficulty; no global player-level scaling; TASK06 regional design: target_party_size=6; trainer_role=KANTO_MAP_TRAINER_SCIENTIST; difficulty=HIGH_CHALLENGE_STANDARD; primary_gimmick=NONE; physical map/object/script/flag/address facts are unchanged and fail closed,4102,4102,RETAIN_KANTO_ALLOCATED_ID
