encounter_key,normalization_action,original_trainer_id,runtime_trainer_id,trainer_id_allocation_reason,original_battle_type,normalized_battle_type,original_physical_map_key,normalized_physical_map_key,original_script_key,normalized_script_key,original_owner,archive_consumer_key,unlock_expression,original_defeat_state_key,normalized_defeat_state_key
ENC_KANTO_ROUTE_024,PRESERVE_ORIGINAL_CONSUMER,4119,4119,RETAIN_KANTO_ALLOCATED_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,KANTO_DUNGEON_ROCKET_HIDEOUT_B1_F,KANTO_DUNGEON_ROCKET_HIDEOUT_B1_F,SCRIPT_KANTO_ROUTE_024,SCRIPT_KANTO_ROUTE_024,ENC_KANTO_ROUTE_024,,KANTO_CERT_COUNT>=3,FLAG_KANTO_ROUTE_024_DEFEATED,FLAG_KANTO_ROUTE_024_DEFEATED
ENC_KANTO_ROUTE_025,PRESERVE_ORIGINAL_CONSUMER,4120,4120,RETAIN_KANTO_ALLOCATED_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,KANTO_DUNGEON_ROCKET_HIDEOUT_B1_F,KANTO_DUNGEON_ROCKET_HIDEOUT_B1_F,SCRIPT_KANTO_ROUTE_025,SCRIPT_KANTO_ROUTE_025,ENC_KANTO_ROUTE_025,,KANTO_CERT_COUNT>=3,FLAG_KANTO_ROUTE_025_DEFEATED,FLAG_KANTO_ROUTE_025_DEFEATED
ENC_KANTO_ROUTE_026,PRESERVE_ORIGINAL_CONSUMER,4121,4121,RETAIN_KANTO_ALLOCATED_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,KANTO_DUNGEON_ROCKET_HIDEOUT_B1_F,KANTO_DUNGEON_ROCKET_HIDEOUT_B1_F,SCRIPT_KANTO_ROUTE_026,SCRIPT_KANTO_ROUTE_026,ENC_KANTO_ROUTE_026,,KANTO_CERT_COUNT>=3,FLAG_KANTO_ROUTE_026_DEFEATED,FLAG_KANTO_ROUTE_026_DEFEATED
ENC_KANTO_ROUTE_027,PRESERVE_ORIGINAL_CONSUMER,4122,4122,RETAIN_KANTO_ALLOCATED_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,KANTO_DUNGEON_ROCKET_HIDEOUT_B2_F,KANTO_DUNGEON_ROCKET_HIDEOUT_B2_F,SCRIPT_KANTO_ROUTE_027,SCRIPT_KANTO_ROUTE_027,ENC_KANTO_ROUTE_027,,KANTO_CERT_COUNT>=3,FLAG_KANTO_ROUTE_027_DEFEATED,FLAG_KANTO_ROUTE_027_DEFEATED
ENC_KANTO_ROUTE_028,PRESERVE_ORIGINAL_CONSUMER,4123,4123,RETAIN_KANTO_ALLOCATED_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,KANTO_DUNGEON_ROCKET_HIDEOUT_B3_F,KANTO_DUNGEON_ROCKET_HIDEOUT_B3_F,SCRIPT_KANTO_ROUTE_028,SCRIPT_KANTO_ROUTE_028,ENC_KANTO_ROUTE_028,,KANTO_CERT_COUNT>=3,FLAG_KANTO_ROUTE_028_DEFEATED,FLAG_KANTO_ROUTE_028_DEFEATED
ENC_KANTO_ROUTE_029,PRESERVE_ORIGINAL_CONSUMER,4124,4124,RETAIN_KANTO_ALLOCATED_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,KANTO_DUNGEON_ROCKET_HIDEOUT_B3_F,KANTO_DUNGEON_ROCKET_HIDEOUT_B3_F,SCRIPT_KANTO_ROUTE_029,SCRIPT_KANTO_ROUTE_029,ENC_KANTO_ROUTE_029,,KANTO_CERT_COUNT>=3,FLAG_KANTO_ROUTE_029_DEFEATED,FLAG_KANTO_ROUTE_029_DEFEATED
ENC_KANTO_ROUTE_030,PRESERVE_ORIGINAL_CONSUMER,4125,4125,RETAIN_KANTO_ALLOCATED_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,KANTO_DUNGEON_ROCKET_HIDEOUT_B4_F,KANTO_DUNGEON_ROCKET_HIDEOUT_B4_F,SCRIPT_KANTO_ROUTE_030,SCRIPT_KANTO_ROUTE_030,ENC_KANTO_ROUTE_030,,KANTO_CERT_COUNT>=3,FLAG_KANTO_ROUTE_030_DEFEATED,FLAG_KANTO_ROUTE_030_DEFEATED
ENC_KANTO_ROUTE_031,PRESERVE_ORIGINAL_CONSUMER,4126,4126,RETAIN_KANTO_ALLOCATED_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,KANTO_DUNGEON_ROCKET_HIDEOUT_B4_F,KANTO_DUNGEON_ROCKET_HIDEOUT_B4_F,SCRIPT_KANTO_ROUTE_031,SCRIPT_KANTO_ROUTE_031,ENC_KANTO_ROUTE_031,,KANTO_CERT_COUNT>=3,FLAG_KANTO_ROUTE_031_DEFEATED,FLAG_KANTO_ROUTE_031_DEFEATED
ENC_KANTO_ROUTE_032,PRESERVE_ORIGINAL_CONSUMER,4127,4127,RETAIN_KANTO_ALLOCATED_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,KANTO_DUNGEON_ROCK_TUNNEL_1_F,KANTO_DUNGEON_ROCK_TUNNEL_1_F,SCRIPT_KANTO_ROUTE_032,SCRIPT_KANTO_ROUTE_032,ENC_KANTO_ROUTE_032,,KANTO_CERT_COUNT>=3,FLAG_KANTO_ROUTE_032_DEFEATED,FLAG_KANTO_ROUTE_032_DEFEATED
ENC_KANTO_ROUTE_033,PRESERVE_ORIGINAL_CONSUMER,4128,4128,RETAIN_KANTO_ALLOCATED_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,KANTO_DUNGEON_ROCK_TUNNEL_1_F,KANTO_DUNGEON_ROCK_TUNNEL_1_F,SCRIPT_KANTO_ROUTE_033,SCRIPT_KANTO_ROUTE_033,ENC_KANTO_ROUTE_033,,KANTO_CERT_COUNT>=3,FLAG_KANTO_ROUTE_033_DEFEATED,FLAG_KANTO_ROUTE_033_DEFEATED
ENC_KANTO_ROUTE_034,PRESERVE_ORIGINAL_CONSUMER,4129,4129,RETAIN_KANTO_ALLOCATED_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,KANTO_DUNGEON_ROCK_TUNNEL_1_F,KANTO_DUNGEON_ROCK_TUNNEL_1_F,SCRIPT_KANTO_ROUTE_034,SCRIPT_KANTO_ROUTE_034,ENC_KANTO_ROUTE_034,,KANTO_CERT_COUNT>=3,FLAG_KANTO_ROUTE_034_DEFEATED,FLAG_KANTO_ROUTE_034_DEFEATED
ENC_KANTO_ROUTE_035,PRESERVE_ORIGINAL_CONSUMER,4130,4130,RETAIN_KANTO_ALLOCATED_ID,TRAINER_BATTLE_SINGLE,TRAINER_BATTLE_SINGLE,KANTO_DUNGEON_ROCK_TUNNEL_1_F,KANTO_DUNGEON_ROCK_TUNNEL_1_F,SCRIPT_KANTO_ROUTE_035,SCRIPT_KANTO_ROUTE_035,ENC_KANTO_ROUTE_035,,KANTO_CERT_COUNT>=3,FLAG_KANTO_ROUTE_035_DEFEATED,FLAG_KANTO_ROUTE_035_DEFEATED
