party_key,slot,species_key,form_key,level,held_item_key,move1_key,move2_key,move3_key,move4_key,iv_floor,ability_key,nature_key,hp_ev,atk_ev,def_ev,spa_ev,spd_ev,spe_ev,tactical_role,lead_or_ace,field_runtime_status,legality_evidence,phase_fairness_evidence,notes
PARTY_TOHOKU_REF_0006,1,SPECIES_KEY_ROOKIDEE,NONE,8,ITEM_KEY_VEGA_139,MOVE_KEY_PECK,MOVE_KEY_LEER,MOVE_KEY_POWERTRIP,MOVE_KEY_HONECLAWS,10,ABILITY_KEY_UNNERVE,NATURE_JOLLY,0,0,0,0,0,0,物理切り札,LEAD,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_CAMPER::2; keys validated against supplied manifests,source level 7; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0006,2,SPECIES_KEY_BIDOOF,NONE,10,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_DEFENSECURL,MOVE_KEY_ROLLOUT,MOVE_KEY_GROWL,9,ABILITY_KEY_SIMPLE,NATURE_IMPISH,0,0,0,0,0,0,積みの予告,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_CAMPER::1; keys validated against supplied manifests,source level 6; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0006,3,SPECIES_KEY_PINECO,NONE,10,ITEM_KEY_VEGA_139,MOVE_KEY_SPIKES,MOVE_KEY_SIGNALBEAM,MOVE_KEY_PROTECT,MOVE_KEY_SELFDESTRUCT,12,ABILITY_KEY_STURDY,NATURE_RELAXED,0,0,0,0,0,0,設置技の紹介,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::G1_TRAINER_B::2; keys validated against supplied manifests,source level 11; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0006,4,SPECIES_KEY_NYMBLE,NONE,12,ITEM_KEY_NONE,MOVE_KEY_BUGBITE,MOVE_KEY_DOUBLEKICK,MOVE_KEY_ENDURE,MOVE_KEY_QUICKATTACK,12,ABILITY_KEY_SWARM,NATURE_JOLLY,0,0,0,0,0,0,優先技の紹介,ACE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::G1_TRAINER_B::1; keys validated against supplied manifests,source level 11; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0007,1,SPECIES_KEY_ROOKIDEE,NONE,8,ITEM_KEY_VEGA_139,MOVE_KEY_PECK,MOVE_KEY_LEER,MOVE_KEY_POWERTRIP,MOVE_KEY_HONECLAWS,10,ABILITY_KEY_UNNERVE,NATURE_JOLLY,0,0,0,0,0,0,物理切り札,LEAD,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_CAMPER::2; keys validated against supplied manifests,source level 7; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0007,2,SPECIES_KEY_BIDOOF,NONE,10,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_DEFENSECURL,MOVE_KEY_ROLLOUT,MOVE_KEY_GROWL,9,ABILITY_KEY_SIMPLE,NATURE_IMPISH,0,0,0,0,0,0,積みの予告,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_CAMPER::1; keys validated against supplied manifests,source level 6; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0007,3,SPECIES_KEY_SCATTERBUG,NONE,10,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_STRINGSHOT,MOVE_KEY_STRUGGLEBUG,MOVE_KEY_STUNSPORE,10,ABILITY_KEY_COMPOUNDEYES,NATURE_BOLD,0,0,0,0,0,0,状態異常の基本,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::G1_TRAINER_A::1; keys validated against supplied manifests,source level 10; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0007,4,SPECIES_KEY_DWEBBLE,NONE,12,ITEM_KEY_NONE,MOVE_KEY_SMACKDOWN,MOVE_KEY_BUGBITE,MOVE_KEY_WITHDRAW,MOVE_KEY_SANDATTACK,14,ABILITY_KEY_STURDY,NATURE_ADAMANT,0,0,0,0,0,0,岩複合の紹介,ACE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::G1_TRAINER_C::1; keys validated against supplied manifests,source level 12; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0008,1,SPECIES_KEY_SMOLIV,NONE,8,ITEM_KEY_VEGA_139,MOVE_KEY_MEGADRAIN,MOVE_KEY_HELPINGHAND,MOVE_KEY_GROWTH,MOVE_KEY_CHARM,12,ABILITY_KEY_EARLYBIRD,NATURE_MODEST,0,0,0,0,0,0,特殊草,LEAD,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S2_PICNICKER::1; keys validated against supplied manifests,source level 16; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0008,2,SPECIES_KEY_MAREEP,NONE,10,ITEM_KEY_NONE,MOVE_KEY_THUNDERSHOCK,MOVE_KEY_THUNDERWAVE,MOVE_KEY_COTTONSPORE,MOVE_KEY_TACKLE,12,ABILITY_KEY_STATIC,NATURE_MODEST,0,0,0,0,0,0,速度操作,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S2_PICNICKER::2; keys validated against supplied manifests,source level 17; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0008,3,SPECIES_KEY_CUTIEFLY,NONE,10,ITEM_KEY_VEGA_139,MOVE_KEY_STRUGGLEBUG,MOVE_KEY_DRAININGKISS,MOVE_KEY_STUNSPORE,MOVE_KEY_SWEETSCENT,13,ABILITY_KEY_SHIELDDUST,NATURE_TIMID,0,0,0,0,0,0,高速切り札,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S2_PICNICKER::3; keys validated against supplied manifests,source level 18; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0008,4,SPECIES_KEY_PINECO,NONE,12,ITEM_KEY_VEGA_139,MOVE_KEY_SPIKES,MOVE_KEY_SIGNALBEAM,MOVE_KEY_PROTECT,MOVE_KEY_SELFDESTRUCT,12,ABILITY_KEY_STURDY,NATURE_RELAXED,0,0,0,0,0,0,設置技の紹介,ACE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::G1_TRAINER_B::2; keys validated against supplied manifests,source level 11; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0009,1,SPECIES_KEY_SMOLIV,NONE,8,ITEM_KEY_VEGA_139,MOVE_KEY_MEGADRAIN,MOVE_KEY_HELPINGHAND,MOVE_KEY_GROWTH,MOVE_KEY_CHARM,12,ABILITY_KEY_EARLYBIRD,NATURE_MODEST,0,0,0,0,0,0,特殊草,LEAD,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S2_PICNICKER::1; keys validated against supplied manifests,source level 16; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0009,2,SPECIES_KEY_MAREEP,NONE,10,ITEM_KEY_NONE,MOVE_KEY_THUNDERSHOCK,MOVE_KEY_THUNDERWAVE,MOVE_KEY_COTTONSPORE,MOVE_KEY_TACKLE,12,ABILITY_KEY_STATIC,NATURE_MODEST,0,0,0,0,0,0,速度操作,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S2_PICNICKER::2; keys validated against supplied manifests,source level 17; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0009,3,SPECIES_KEY_CUTIEFLY,NONE,10,ITEM_KEY_VEGA_139,MOVE_KEY_STRUGGLEBUG,MOVE_KEY_DRAININGKISS,MOVE_KEY_STUNSPORE,MOVE_KEY_SWEETSCENT,13,ABILITY_KEY_SHIELDDUST,NATURE_TIMID,0,0,0,0,0,0,高速切り札,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S2_PICNICKER::3; keys validated against supplied manifests,source level 18; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0009,4,SPECIES_KEY_VEGA_081,NONE,12,ITEM_KEY_VEGA_139,MOVE_KEY_ROCKTHROW,MOVE_KEY_BULLDOZE,MOVE_KEY_DEFENSECURL,MOVE_KEY_ROLLOUT,14,ABILITY_KEY_STURDY,NATURE_ADAMANT,0,0,0,0,0,0,ジムリーダー前の予告,ACE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::G1_TRAINER_C::2; keys validated against supplied manifests,source level 12; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0010,1,SPECIES_KEY_ROOKIDEE,NONE,7,ITEM_KEY_VEGA_139,MOVE_KEY_PECK,MOVE_KEY_LEER,MOVE_KEY_POWERTRIP,MOVE_KEY_HONECLAWS,10,ABILITY_KEY_UNNERVE,NATURE_JOLLY,0,0,0,0,0,0,物理切り札,LEAD,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_CAMPER::2; keys validated against supplied manifests,source level 7; target 9; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0010,2,SPECIES_KEY_BIDOOF,NONE,9,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_DEFENSECURL,MOVE_KEY_ROLLOUT,MOVE_KEY_GROWL,9,ABILITY_KEY_SIMPLE,NATURE_IMPISH,0,0,0,0,0,0,積みの予告,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_CAMPER::1; keys validated against supplied manifests,source level 6; target 9; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0010,3,SPECIES_KEY_PIDGEY,NONE,11,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_GUST,MOVE_KEY_SANDATTACK,MOVE_KEY_NONE,8,ABILITY_KEY_KEENEYE,NATURE_JOLLY,0,0,0,0,0,0,タイプ一致入門,ACE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_YOUNGSTER::2; keys validated against supplied manifests,source level 6; target 9; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0011,1,SPECIES_KEY_ROOKIDEE,NONE,7,ITEM_KEY_VEGA_139,MOVE_KEY_PECK,MOVE_KEY_LEER,MOVE_KEY_POWERTRIP,MOVE_KEY_HONECLAWS,10,ABILITY_KEY_UNNERVE,NATURE_JOLLY,0,0,0,0,0,0,物理切り札,LEAD,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_CAMPER::2; keys validated against supplied manifests,source level 7; target 9; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0011,2,SPECIES_KEY_BIDOOF,NONE,9,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_DEFENSECURL,MOVE_KEY_ROLLOUT,MOVE_KEY_GROWL,9,ABILITY_KEY_SIMPLE,NATURE_IMPISH,0,0,0,0,0,0,積みの予告,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_CAMPER::1; keys validated against supplied manifests,source level 6; target 9; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0011,3,SPECIES_KEY_TAROUNTULA,NONE,11,ITEM_KEY_VEGA_139,MOVE_KEY_BUGBITE,MOVE_KEY_STRINGSHOT,MOVE_KEY_PROTECT,MOVE_KEY_STRUGGLEBUG,12,ABILITY_KEY_INSOMNIA,NATURE_IMPISH,0,0,0,0,0,0,速度操作,ACE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::G1_TRAINER_A::2; keys validated against supplied manifests,source level 11; target 9; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0014,1,SPECIES_KEY_ROOKIDEE,NONE,7,ITEM_KEY_VEGA_139,MOVE_KEY_PECK,MOVE_KEY_LEER,MOVE_KEY_POWERTRIP,MOVE_KEY_HONECLAWS,10,ABILITY_KEY_UNNERVE,NATURE_JOLLY,0,0,0,0,0,0,物理切り札,LEAD,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_CAMPER::2; keys validated against supplied manifests,source level 7; target 9; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0014,2,SPECIES_KEY_BIDOOF,NONE,9,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_DEFENSECURL,MOVE_KEY_ROLLOUT,MOVE_KEY_GROWL,9,ABILITY_KEY_SIMPLE,NATURE_IMPISH,0,0,0,0,0,0,積みの予告,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_CAMPER::1; keys validated against supplied manifests,source level 6; target 9; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0014,3,SPECIES_KEY_NYMBLE,NONE,11,ITEM_KEY_NONE,MOVE_KEY_BUGBITE,MOVE_KEY_DOUBLEKICK,MOVE_KEY_ENDURE,MOVE_KEY_QUICKATTACK,12,ABILITY_KEY_SWARM,NATURE_JOLLY,0,0,0,0,0,0,優先技の紹介,ACE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::G1_TRAINER_B::1; keys validated against supplied manifests,source level 11; target 9; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0015,1,SPECIES_KEY_ROOKIDEE,NONE,7,ITEM_KEY_VEGA_139,MOVE_KEY_PECK,MOVE_KEY_LEER,MOVE_KEY_POWERTRIP,MOVE_KEY_HONECLAWS,10,ABILITY_KEY_UNNERVE,NATURE_JOLLY,0,0,0,0,0,0,物理切り札,LEAD,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_CAMPER::2; keys validated against supplied manifests,source level 7; target 9; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0015,2,SPECIES_KEY_BIDOOF,NONE,9,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_DEFENSECURL,MOVE_KEY_ROLLOUT,MOVE_KEY_GROWL,9,ABILITY_KEY_SIMPLE,NATURE_IMPISH,0,0,0,0,0,0,積みの予告,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_CAMPER::1; keys validated against supplied manifests,source level 6; target 9; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0015,3,SPECIES_KEY_SCATTERBUG,NONE,11,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_STRINGSHOT,MOVE_KEY_STRUGGLEBUG,MOVE_KEY_STUNSPORE,10,ABILITY_KEY_COMPOUNDEYES,NATURE_BOLD,0,0,0,0,0,0,状態異常の基本,ACE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::G1_TRAINER_A::1; keys validated against supplied manifests,source level 10; target 9; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0018,1,SPECIES_KEY_VEGA_081,NONE,8,ITEM_KEY_VEGA_139,MOVE_KEY_ROCKTHROW,MOVE_KEY_BULLDOZE,MOVE_KEY_DEFENSECURL,MOVE_KEY_ROLLOUT,14,ABILITY_KEY_STURDY,NATURE_ADAMANT,0,0,0,0,0,0,ジムリーダー前の予告,LEAD,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::G1_TRAINER_C::2; keys validated against supplied manifests,source level 12; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0018,2,SPECIES_KEY_DWEBBLE,NONE,10,ITEM_KEY_NONE,MOVE_KEY_SMACKDOWN,MOVE_KEY_BUGBITE,MOVE_KEY_WITHDRAW,MOVE_KEY_SANDATTACK,14,ABILITY_KEY_STURDY,NATURE_ADAMANT,0,0,0,0,0,0,岩複合の紹介,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::G1_TRAINER_C::1; keys validated against supplied manifests,source level 12; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0018,3,SPECIES_KEY_NACLI,NONE,10,ITEM_KEY_NONE,MOVE_KEY_ROCKTHROW,MOVE_KEY_MUDSLAP,MOVE_KEY_RECOVER,MOVE_KEY_HEADBUTT,12,ABILITY_KEY_PURIFYINGSALT,NATURE_IMPISH,0,0,0,0,0,0,耐久,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S2_HIKER::2; keys validated against supplied manifests,source level 17; target 10; bounded phase filter; TOHOKU_BADGE1_TO_2,ability/nature are catalog-only under current trainer ABI
