encounter_key,region,story_phase,trainer_key,trainer_id,identity_key,physical_map_key,group_id,map_id,root_kind,root_index,local_id,x,y,elevation,graphics_id,movement_type,sight_range,script_key,battle_type,pair_or_partner_key,initial_or_rematch,rematch_tier,mandatory,avoidable_path_evidence,unlock_expression,defeat_state_key,party_key,ai_profile_key,trainer_item_keys,reward_key,dialogue_set_key,status,evidence,notes
ENC_TOHOKU_REF_0015,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0015,1031,IDENTITY_TOHOKU_T105_JP_CAMPER,VEGA_PHYSICAL_03_021,3,21,object,10,11,5,49,,17,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0015,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0015_DEFEATED,PARTY_TOHOKU_REF_0015,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0015,DIALOGUE_TOHOKU_REF_0015,READY_TO_SERIALIZE,reference_index=15; trainer_id=105; instruction=0x08E035E8; script=0x08E035E8; roots=1; logical=T502,archetype=CAMPER; original_avg=6.67; map_median=7.50; instance-level replacement of TPL_S1_CAMPER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0018,TOHOKU,TOHOKU_BADGE1_TO_2,TRAINER_KEY_TOHOKU_REF_0018,107,IDENTITY_TOHOKU_T107_JP_HIKER,VEGA_PHYSICAL_03_021,3,21,object,1,2,7,33,,56,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0018,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0018_DEFEATED,PARTY_TOHOKU_REF_0018,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0018,DIALOGUE_TOHOKU_REF_0018,READY_TO_SERIALIZE,reference_index=18; trainer_id=107; instruction=0x08E03400; script=0x08E03400; roots=1; logical=T502,archetype=HIKER; original_avg=8.00; map_median=7.50; instance-level replacement of TPL_S1_CAMPER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0019,TOHOKU,TOHOKU_BADGE1_TO_2,TRAINER_KEY_TOHOKU_REF_0019,1033,IDENTITY_TOHOKU_T107_JP_HIKER,VEGA_PHYSICAL_03_021,3,21,object,1,2,7,33,,56,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0019,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0019_DEFEATED,PARTY_TOHOKU_REF_0019,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0019,DIALOGUE_TOHOKU_REF_0019,READY_TO_SERIALIZE,reference_index=19; trainer_id=107; instruction=0x08E03428; script=0x08E03428; roots=1; logical=T502,archetype=HIKER; original_avg=8.00; map_median=7.50; instance-level replacement of TPL_S1_CAMPER; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0020,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0020,108,IDENTITY_TOHOKU_T108_JP_BUG,VEGA_PHYSICAL_03_021,3,21,object,8,9,10,31,,20,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0020,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0020_DEFEATED,PARTY_TOHOKU_REF_0020,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0020,DIALOGUE_TOHOKU_REF_0020,READY_TO_SERIALIZE,reference_index=20; trainer_id=108; instruction=0x08E03440; script=0x08E03440; roots=1; logical=T502,archetype=BUG; original_avg=6.50; map_median=7.50; instance-level replacement of TPL_S1_BUG; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0021,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0021,1034,IDENTITY_TOHOKU_T108_JP_BUG,VEGA_PHYSICAL_03_021,3,21,object,8,9,10,31,,20,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0021,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0021_DEFEATED,PARTY_TOHOKU_REF_0021,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0021,DIALOGUE_TOHOKU_REF_0021,READY_TO_SERIALIZE,reference_index=21; trainer_id=108; instruction=0x08E03468; script=0x08E03468; roots=1; logical=T502,archetype=BUG; original_avg=6.50; map_median=7.50; instance-level replacement of TPL_S1_BUG; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0035,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0035,116,IDENTITY_TOHOKU_T116_JP_LASS,VEGA_PHYSICAL_03_020,3,20,object,8,9,31,11,,22,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0035,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0035_DEFEATED,PARTY_TOHOKU_REF_0035,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0035,DIALOGUE_TOHOKU_REF_0035,READY_TO_SERIALIZE,reference_index=35; trainer_id=116; instruction=0x08E031C0; script=0x08E031C0; roots=1; logical=UNMAPPED_PHYSICAL,archetype=LASS; original_avg=4.00; map_median=3.75; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0036,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0036,1040,IDENTITY_TOHOKU_T116_JP_LASS,VEGA_PHYSICAL_03_020,3,20,object,8,9,31,11,,22,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0036,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0036_DEFEATED,PARTY_TOHOKU_REF_0036,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0036,DIALOGUE_TOHOKU_REF_0036,READY_TO_SERIALIZE,reference_index=36; trainer_id=116; instruction=0x08E031E8; script=0x08E031E8; roots=1; logical=UNMAPPED_PHYSICAL,archetype=LASS; original_avg=4.00; map_median=3.75; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0039,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0039,118,IDENTITY_TOHOKU_T118_JP_LASS,VEGA_PHYSICAL_03_019,3,19,object,4,5,38,11,,22,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0039,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0039_DEFEATED,PARTY_TOHOKU_REF_0039,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0039,DIALOGUE_TOHOKU_REF_0039,READY_TO_SERIALIZE,reference_index=39; trainer_id=118; instruction=0x08E030C0; script=0x08E030C0; roots=1; logical=T501,archetype=LASS; original_avg=5.00; map_median=4.00; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0040,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0040,1042,IDENTITY_TOHOKU_T118_JP_LASS,VEGA_PHYSICAL_03_019,3,19,object,4,5,38,11,,22,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0040,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0040_DEFEATED,PARTY_TOHOKU_REF_0040,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0040,DIALOGUE_TOHOKU_REF_0040,READY_TO_SERIALIZE,reference_index=40; trainer_id=118; instruction=0x08E030E8; script=0x08E030E8; roots=1; logical=T501,archetype=LASS; original_avg=5.00; map_median=4.00; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0041,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0041,119,IDENTITY_TOHOKU_T119_JP_LASS,VEGA_PHYSICAL_03_022,3,22,object,1,2,75,3,,22,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0041,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0041_DEFEATED,PARTY_TOHOKU_REF_0041,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0041,DIALOGUE_TOHOKU_REF_0041,READY_TO_SERIALIZE,reference_index=41; trainer_id=119; instruction=0x08196B35; script=0x08196B35; roots=1; logical=UNMAPPED_PHYSICAL,archetype=LASS; original_avg=7.33; map_median=7.33; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0042,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0042,1043,IDENTITY_TOHOKU_T119_JP_LASS,VEGA_PHYSICAL_03_022,3,22,object,1,2,75,3,,22,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0042,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0042_DEFEATED,PARTY_TOHOKU_REF_0042,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0042,DIALOGUE_TOHOKU_REF_0042,READY_TO_SERIALIZE,reference_index=42; trainer_id=119; instruction=0x08196B5C; script=0x08196B5C; roots=1; logical=UNMAPPED_PHYSICAL,archetype=LASS; original_avg=7.33; map_median=7.33; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0043,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0043,1044,IDENTITY_TOHOKU_T119_JP_LASS,VEGA_PHYSICAL_03_021,3,21,object,7,8,5,43,,22,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0043,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0043_DEFEATED,PARTY_TOHOKU_REF_0043,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0043,DIALOGUE_TOHOKU_REF_0043,READY_TO_SERIALIZE,reference_index=43; trainer_id=119; instruction=0x08E03480; script=0x08E03480; roots=1; logical=T502,archetype=LASS; original_avg=7.33; map_median=7.50; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0044,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0044,1045,IDENTITY_TOHOKU_T119_JP_LASS,VEGA_PHYSICAL_03_021,3,21,object,7,8,5,43,,22,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0044,TRAINER_BATTLE_REMATCH,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0044_DEFEATED,PARTY_TOHOKU_REF_0044,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0044,DIALOGUE_TOHOKU_REF_0044,READY_TO_SERIALIZE,reference_index=44; trainer_id=119; instruction=0x08E034A8; script=0x08E034A8; roots=1; logical=T502,archetype=LASS; original_avg=7.33; map_median=7.50; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
ENC_TOHOKU_REF_0155,TOHOKU,TOHOKU_PROLOGUE_PRE_GYM1,TRAINER_KEY_TOHOKU_REF_0155,175,IDENTITY_TOHOKU_T175_JP_LASS,VEGA_PHYSICAL_03_020,3,20,object,2,3,65,10,,18,PRESERVE_EXISTING_MAP_OBJECT,PRESERVE_EXISTING,SCRIPT_TRAINER_V5_TOHOKU_REF_0155,TRAINER_BATTLE_SINGLE,NONE,REMATCH,BATTLE_SEARCHER_TIER,false,EXISTING_OBJECT_SIGHTLINE;NO_GEOMETRY_CHANGE,PRESERVE_EXISTING_SCRIPT_CONDITION,FLAG_TRAINER_V5_TOHOKU_REF_0155_DEFEATED,PARTY_TOHOKU_REF_0155,AI_SEMI_SMART,[],REWARD_TOHOKU_REF_0155,DIALOGUE_TOHOKU_REF_0155,READY_TO_SERIALIZE,reference_index=155; trainer_id=175; instruction=0x08E03280; script=0x08E03280; roots=1; logical=UNMAPPED_PHYSICAL,archetype=LASS; original_avg=3.50; map_median=3.75; instance-level replacement of TPL_S1_LASS; catalog-only ability/nature/EV are not tactical dependencies
