encounter_key,reference_index,trainer_id,source_trainer_id,group_id,map_id,root_kind,root_index,local_id,x,y,story_phase,script_instruction_address,trainerbattle_kind,battle_format,party_key,party_size,party_abi,ai_profile_key,initial_or_rematch,defeat_flag_owner_trainer_id,runtime_id_resolution,format_contract,adoption_reason,exact_rom_evidence
ENC_TOHOKU_REF_0015,15,1031,105,3,21,object,10,11,5,49,TOHOKU_PROLOGUE_PRE_GYM1,0x08E035E8,5,SINGLE,PARTY_TOHOKU_REF_0015,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,105,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,map 3/21の対応する再戦命令を高IDへ結び、物理保存flag owner 105を変えずに再訪差分を作る。,stage32 bytes audited at 0x08E035E8; kind=5; source_id=105
ENC_TOHOKU_REF_0018,18,107,107,3,21,object,1,2,7,33,TOHOKU_BADGE1_TO_2,0x08E03400,0,SINGLE,PARTY_TOHOKU_REF_0018,4,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,107,DIRECT_SCRIPT_ID,KIND_0_SINGLE,map 3/21 object1のkind0を岩・格闘系四体SINGLEとして採用し、同map南側の物理進行を欠落なく埋める。,stage33 bytes audited at 0x08E03400; kind=0; source_id=107
ENC_TOHOKU_REF_0019,19,1033,107,3,21,object,1,2,7,33,TOHOKU_BADGE1_TO_2,0x08E03428,5,SINGLE,PARTY_TOHOKU_REF_0019,4,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,107,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,object1のkind5再戦を高ID1033へlocation-specificに解決し、初回107と別partyを保持する。,stage33 bytes audited at 0x08E03428; kind=5; source_id=107
ENC_TOHOKU_REF_0020,20,108,108,3,21,object,8,9,10,31,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03440,0,SINGLE,PARTY_TOHOKU_REF_0020,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,108,DIRECT_SCRIPT_ID,KIND_0_SINGLE,map 3/21の残る物理初回objectを三体SINGLEへ接続し、同mapの連続trainer帯を完成させる。,stage32 bytes audited at 0x08E03440; kind=0; source_id=108
ENC_TOHOKU_REF_0021,21,1034,108,3,21,object,8,9,10,31,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03468,5,SINGLE,PARTY_TOHOKU_REF_0021,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,108,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,map 3/21の対応再戦命令を高IDへ結び、source 108の物理flagとstock rematch選択を保持する。,stage32 bytes audited at 0x08E03468; kind=5; source_id=108
ENC_TOHOKU_REF_0035,35,116,116,3,20,object,8,9,31,11,TOHOKU_PROLOGUE_PRE_GYM1,0x08E031C0,0,SINGLE,PARTY_TOHOKU_REF_0035,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,116,DIRECT_SCRIPT_ID,KIND_0_SINGLE,"map 3/20 (31,11)の序盤導線で、麻痺→耐久→炎御三家の順に基本対面を教える初回個体として採用。",stage31 bytes audited at 0x08E031C0; kind=0; source_id=116
ENC_TOHOKU_REF_0036,36,1040,116,3,20,object,8,9,31,11,TOHOKU_PROLOGUE_PRE_GYM1,0x08E031E8,5,SINGLE,PARTY_TOHOKU_REF_0036,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,116,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,同一objectの再戦分岐を水御三家aceへ変え、初回116と別partyで再訪時の学習差分を作る。,stage31 bytes audited at 0x08E031E8; kind=5; source_id=116
ENC_TOHOKU_REF_0039,39,118,118,3,19,object,4,5,38,11,TOHOKU_PROLOGUE_PRE_GYM1,0x08E030C0,0,SINGLE,PARTY_TOHOKU_REF_0039,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,118,DIRECT_SCRIPT_ID,KIND_0_SINGLE,"map 3/19 (38,11)の通過戦に電気・耐久・飛行STABの三段構成を置き、経路終盤のタイプ一致確認に使う。",stage31 bytes audited at 0x08E030C0; kind=0; source_id=118
ENC_TOHOKU_REF_0040,40,1042,118,3,19,object,4,5,38,11,TOHOKU_PROLOGUE_PRE_GYM1,0x08E030E8,5,SINGLE,PARTY_TOHOKU_REF_0040,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,118,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,trainer118の再戦はLechonk物理aceへ置換し、Pidgey版の単純反復を避けて物理圧を示す。,stage31 bytes audited at 0x08E030E8; kind=5; source_id=118
ENC_TOHOKU_REF_0041,41,119,119,3,22,object,1,2,75,3,TOHOKU_PROLOGUE_PRE_GYM1,0x08196B35,0,SINGLE,PARTY_TOHOKU_REF_0041,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,119,DIRECT_SCRIPT_ID,KIND_0_SINGLE,map 3/22の物理初回命令を三体SINGLEとして採用し、次mapへの自然な連続帯を作る。,stage32 bytes audited at 0x08196B35; kind=0; source_id=119
ENC_TOHOKU_REF_0042,42,1043,119,3,22,object,1,2,75,3,TOHOKU_PROLOGUE_PRE_GYM1,0x08196B5C,5,SINGLE,PARTY_TOHOKU_REF_0042,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,119,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,map 3/22の同一object再戦命令を高IDへ結び、source 119の物理flag ownerを保持する。,stage32 bytes audited at 0x08196B5C; kind=5; source_id=119
ENC_TOHOKU_REF_0043,43,1044,119,3,21,object,7,8,5,43,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03480,0,SINGLE,PARTY_TOHOKU_REF_0043,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,119,EXACT_TRAINERBATTLE_REBIND,KIND_0_SINGLE,map 3/21に存在するsource 119の別物理初回命令をexact pointer単位で採用する。,stage32 bytes audited at 0x08E03480; kind=0; source_id=119
ENC_TOHOKU_REF_0044,44,1045,119,3,21,object,7,8,5,43,TOHOKU_PROLOGUE_PRE_GYM1,0x08E034A8,5,SINGLE,PARTY_TOHOKU_REF_0044,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,119,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,source 119を共有する別再戦命令をexact pointer単位で高IDへ分離し、source-only曖昧性を回避する。,stage32 bytes audited at 0x08E034A8; kind=5; source_id=119
ENC_TOHOKU_REF_0155,155,175,175,3,20,object,2,3,65,10,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03280,0,SINGLE,PARTY_TOHOKU_REF_0155,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,175,DIRECT_SCRIPT_ID,KIND_0_SINGLE,"map 3/20 (65,10)の東端trainerをPineco設置技aceにし、位置的な寄り道報酬としてhazard紹介を担わせる。",stage31 bytes audited at 0x08E03280; kind=0; source_id=175
ENC_TOHOKU_REF_0156,156,1095,175,3,20,object,2,3,65,10,TOHOKU_PROLOGUE_PRE_GYM1,0x08E032A8,5,SINGLE,PARTY_TOHOKU_REF_0156,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,175,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,trainer175再戦ではPinecoを中核へ前倒ししFidoughをaceにして、同じ三体でも出順と役割を個別化する。,stage31 bytes audited at 0x08E032A8; kind=5; source_id=175
ENC_TOHOKU_REF_0184,184,190,190,3,20,object,9,10,43,11,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03200,0,SINGLE,PARTY_TOHOKU_REF_0184,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,190,DIRECT_SCRIPT_ID,KIND_0_SINGLE,"map 3/20 (43,11)の虫使いをCaterpie/Nymble/Tarountulaで統一し、速度低下から特殊低下へ繋ぐ虫テーマ戦にする。",stage31 bytes audited at 0x08E03200; kind=0; source_id=190
ENC_TOHOKU_REF_0185,185,1107,190,3,20,object,9,10,43,11,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03228,5,SINGLE,PARTY_TOHOKU_REF_0185,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,190,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,trainer190再戦の最後をScatterbugへ変え、状態異常命中支援を加えて初回のTarountula型と役割を分離する。,stage31 bytes audited at 0x08E03228; kind=5; source_id=190
ENC_TOHOKU_REF_0420,420,1201,317,22,1,map_script,2:0,,,,TOHOKU_PROLOGUE_PRE_GYM1,0x0842A4EF,3,SINGLE,PARTY_TOHOKU_REF_0420,2,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_BASIC,INITIAL,317,EXACT_TRAINERBATTLE_REBIND,KIND_3_SINGLE,map 22/1の実trainerbattle命令0x0842A4EFを採用し、wrapper由来の論理別名419を除外して高ID1201へ結ぶ。,stage32 bytes audited at 0x0842A4EF; kind=3; source_id=317
ENC_TOHOKU_REF_0425,425,1204,319,22,1,map_script,2:0,,,,TOHOKU_PROLOGUE_PRE_GYM1,0x0842A521,3,SINGLE,PARTY_TOHOKU_REF_0425,2,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_BASIC,INITIAL,319,EXACT_TRAINERBATTLE_REBIND,KIND_3_SINGLE,map 22/1の実trainerbattle命令0x0842A521を採用し、wrapper由来の論理別名424を除外して高ID1204へ結ぶ。,stage32 bytes audited at 0x0842A521; kind=3; source_id=319
ENC_TOHOKU_REF_0440,440,326,326,4,3,coord,3,,5,8,TOHOKU_PROLOGUE_PRE_GYM1,0x0817C9C7,9,SINGLE,PARTY_TOHOKU_REF_0440,1,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_BASIC,INITIAL,326,DIRECT_SCRIPT_ID,KIND_9_SINGLE,開始座標分岐のtrainer326は選択御三家に対応する水御三家単騎とし、kind9通常singleの導入戦を維持する。,stage31 bytes audited at 0x0817C9C7; kind=9; source_id=326
ENC_TOHOKU_REF_0441,441,327,327,4,3,coord,3,,5,8,TOHOKU_PROLOGUE_PRE_GYM1,0x0817CABA,9,SINGLE,PARTY_TOHOKU_REF_0441,1,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_BASIC,INITIAL,327,DIRECT_SCRIPT_ID,KIND_9_SINGLE,開始座標分岐のtrainer327は草御三家単騎を実ROMの通常入口へ結び、Actashi選択時の既存物語相性を保つ。,stage31 bytes audited at 0x0817CABA; kind=9; source_id=327
ENC_TOHOKU_REF_0442,442,328,328,4,3,coord,3,,5,8,TOHOKU_PROLOGUE_PRE_GYM1,0x0817CA3F,9,SINGLE,PARTY_TOHOKU_REF_0442,1,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_BASIC,INITIAL,328,DIRECT_SCRIPT_ID,KIND_9_SINGLE,開始座標分岐のtrainer328は炎御三家単騎を割り当て、三つのscript分岐を共有templateではなく別recordとして保持する。,stage31 bytes audited at 0x0817CA3F; kind=9; source_id=328
ENC_TOHOKU_REF_1004,1004,702,702,3,20,object,0,1,34,17,TOHOKU_PROLOGUE_PRE_GYM1,0x081AAB20,7,DOUBLE,PARTY_TOHOKU_REF_1004,4,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,702,DIRECT_SCRIPT_ID,KIND_7_DOUBLE,"map 3/20 (34,17)のhardcoded再戦doubleへ4体を与え、両side二枠が成立する再戦専用編成として採用。",stage31 bytes audited at 0x081AAB20; kind=7; source_id=702
ENC_TOHOKU_REF_1005,1005,1342,702,3,20,object,0,1,34,17,TOHOKU_PROLOGUE_PRE_GYM1,0x08E032C0,4,DOUBLE,PARTY_TOHOKU_REF_1005,4,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,702,INITIAL_DOUBLE_SCRIPT_ID_PATCH,KIND_4_DOUBLE,同じ物理objectの初回kind4を高ID1342へ分離し、炎・水御三家を中央に置く4体doubleで初回と再戦を別設計にする。,stage31 bytes audited at 0x08E032C0; kind=4; source_id=702
ENC_TOHOKU_REF_1076,1076,89,89,3,19,object,5,6,27,7,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03080,0,SINGLE,PARTY_TOHOKU_REF_1076,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,89,DIRECT_SCRIPT_ID,KIND_0_SINGLE,"map 3/19 (27,7)の西側入口戦に飛行→物理→草御三家を置き、低レベルのタイプ一致と御三家対面を連続提示する。",stage31 bytes audited at 0x08E03080; kind=0; source_id=89
ENC_TOHOKU_REF_1077,1077,1354,89,3,19,object,5,6,27,7,TOHOKU_PROLOGUE_PRE_GYM1,0x08E030A8,5,SINGLE,PARTY_TOHOKU_REF_1077,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,89,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,trainer89再戦はaceを炎御三家へ変更し、保存flagは物理trainer89へ共有しつつ戦闘recordだけ個別化する。,stage31 bytes audited at 0x08E030A8; kind=5; source_id=89
ENC_TOHOKU_REF_1080,1080,90,90,3,21,object,3,4,22,10,TOHOKU_BADGE1_TO_2,0x08E03340,0,SINGLE,PARTY_TOHOKU_REF_1080,4,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,90,DIRECT_SCRIPT_ID,KIND_0_SINGLE,map 3/21 object3のkind0初回戦をsource90の四体SINGLEとして採用し、既存Stage31の別map source90と物理命令で分離する。,stage33 bytes audited at 0x08E03340; kind=0; source_id=90
ENC_TOHOKU_REF_1081,1081,1356,90,3,21,object,3,4,22,10,TOHOKU_BADGE1_TO_2,0x08E03368,5,SINGLE,PARTY_TOHOKU_REF_1081,4,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,90,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,同objectのkind5再戦を高ID1356へlocation-specificに結び、source90共有時もcommand位置を正本にする。,stage33 bytes audited at 0x08E03368; kind=5; source_id=90
ENC_TOHOKU_REF_1082,1082,91,91,3,20,object,7,8,22,6,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03180,0,SINGLE,PARTY_TOHOKU_REF_1082,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,91,DIRECT_SCRIPT_ID,KIND_0_SINGLE,"map 3/20 (22,6)の北西trainerをLechonk/Pidgey/Caterpieの低速三体にし、基本技中心の入口難度を担当させる。",stage31 bytes audited at 0x08E03180; kind=0; source_id=91
ENC_TOHOKU_REF_1083,1083,1357,91,3,20,object,7,8,22,6,TOHOKU_PROLOGUE_PRE_GYM1,0x08E031A8,5,SINGLE,PARTY_TOHOKU_REF_1083,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,91,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,trainer91再戦はCaterpieから草御三家aceへ替え、同一objectの再戦で明確な成長差を作る。,stage31 bytes audited at 0x08E031A8; kind=5; source_id=91
ENC_TOHOKU_REF_1084,1084,92,92,3,19,object,3,4,36,19,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03100,0,SINGLE,PARTY_TOHOKU_REF_1084,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,92,DIRECT_SCRIPT_ID,KIND_0_SINGLE,"map 3/19 (36,19)の南側trainerはPinecoの設置・除去両立movesetをaceにし、他のPineco個体と技構成を分ける。",stage31 bytes audited at 0x08E03100; kind=0; source_id=92
ENC_TOHOKU_REF_1085,1085,1358,92,3,19,object,3,4,36,19,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03128,5,SINGLE,PARTY_TOHOKU_REF_1085,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,92,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,trainer92再戦はTarountula特殊低下aceへ変更し、初回Pinecoのhazard軸からテンポ軸へ切り替える。,stage31 bytes audited at 0x08E03128; kind=5; source_id=92
ENC_TOHOKU_REF_1086,1086,93,93,3,19,object,2,3,54,10,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03140,0,SINGLE,PARTY_TOHOKU_REF_1086,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,93,DIRECT_SCRIPT_ID,KIND_0_SINGLE,"map 3/19 (54,10)の東側trainerはScatterbug状態異常aceで、経路後半に命中・麻痺対策を要求する。",stage31 bytes audited at 0x08E03140; kind=0; source_id=93
ENC_TOHOKU_REF_1087,1087,1359,93,3,19,object,2,3,54,10,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03168,5,SINGLE,PARTY_TOHOKU_REF_1087,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,93,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,trainer93再戦はDwebble岩複合aceへ切り替え、初回虫単一テーマとの差と打点確認を作る。,stage31 bytes audited at 0x08E03168; kind=5; source_id=93
ENC_TOHOKU_REF_1088,1088,94,94,3,21,object,6,7,14,35,TOHOKU_BADGE1_TO_2,0x08E034C0,0,SINGLE,PARTY_TOHOKU_REF_1088,4,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,94,DIRECT_SCRIPT_ID,KIND_0_SINGLE,map 3/21 object6のkind0をレベル9–13の四体SINGLEとして採用し、同一路線後半の自然な難度上昇を作る。,stage33 bytes audited at 0x08E034C0; kind=0; source_id=94
ENC_TOHOKU_REF_1089,1089,1360,94,3,21,object,6,7,14,35,TOHOKU_BADGE1_TO_2,0x08E034E8,5,SINGLE,PARTY_TOHOKU_REF_1089,4,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,94,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,object6のkind5再戦を高ID1360へ結び、physical owner94とsave ABIを維持したまま別aceを提供する。,stage33 bytes audited at 0x08E034E8; kind=5; source_id=94
ENC_TOHOKU_REF_1090,1090,95,95,3,20,object,6,7,55,10,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03240,0,SINGLE,PARTY_TOHOKU_REF_1090,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,95,DIRECT_SCRIPT_ID,KIND_0_SINGLE,"map 3/20 (55,10)の中央東trainerをPidgey/Lechonk/Pinecoのhazard入門にし、隣接個体とleadを重複させない。",stage31 bytes audited at 0x08E03240; kind=0; source_id=95
ENC_TOHOKU_REF_1091,1091,1361,95,3,20,object,6,7,55,10,TOHOKU_PROLOGUE_PRE_GYM1,0x08E03268,5,SINGLE,PARTY_TOHOKU_REF_1091,3,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,95,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,trainer95再戦は同じPinecoでもSignal Beam先頭・除去技入り・IV14にし、初回の保守型から個別強化する。,stage31 bytes audited at 0x08E03268; kind=5; source_id=95
ENC_TOHOKU_REF_1093,1093,1362,96,3,21,object,4,5,13,40,TOHOKU_BADGE1_TO_2,0x08E03500,0,SINGLE,PARTY_TOHOKU_REF_1093,4,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,96,EXACT_TRAINERBATTLE_REBIND,KIND_0_SINGLE,map 3/21 object4のkind0は物理source96を高ID1362へexact再束縛し、初回側も一意partyにする。,stage33 bytes audited at 0x08E03500; kind=0; source_id=96
ENC_TOHOKU_REF_1094,1094,1363,96,3,21,object,4,5,13,40,TOHOKU_BADGE1_TO_2,0x08E03528,5,SINGLE,PARTY_TOHOKU_REF_1094,4,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,96,REMATCH_HOOK_SOURCE_TO_V5_ID,KIND_5_SINGLE,同objectのkind5再戦はsource96から高ID1363へlocation-specificに解決し、初回1362と明確に分離する。,stage33 bytes audited at 0x08E03528; kind=5; source_id=96
ENC_TOHOKU_REF_1095,1095,97,97,3,21,object,0,1,12,49,TOHOKU_BADGE1_TO_2,0x08E03540,0,SINGLE,PARTY_TOHOKU_REF_1095,4,ITEM_CUSTOM_MOVES_16_BYTES_PLUS_SIDECAR_V1,AI_SEMI_SMART,REMATCH,97,DIRECT_SCRIPT_ID,KIND_0_SINGLE,map 3/21 object0のkind0をsource97の四体SINGLEとして採用し、badge1後の同map連続帯を物理末端まで完成させる。,stage33 bytes audited at 0x08E03540; kind=0; source_id=97
