ledger_bit_index,collection_key,species_key,canonical_id,display_name,target_status,completion_weight,migration_seed
21,COLLECTION_VEGA_0022,SPECIES_KEY_VEGA_022,22,フロルル,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
22,COLLECTION_VEGA_0023,SPECIES_KEY_VEGA_023,23,フローリア,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
23,COLLECTION_NATIONAL_0172,SPECIES_KEY_PICHU,24,ピチュー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
24,COLLECTION_NATIONAL_0025,SPECIES_KEY_PIKACHU,25,ピカチュウ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
25,COLLECTION_NATIONAL_0026,SPECIES_KEY_RAICHU,26,ライチュウ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
26,COLLECTION_VEGA_0027,SPECIES_KEY_VEGA_027,27,ゴリチュウ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
27,COLLECTION_NATIONAL_0227,SPECIES_KEY_SKARMORY,28,エアームド,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
28,COLLECTION_NATIONAL_0029,SPECIES_KEY_NIDORAN_F,29,ニドラン♀,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
29,COLLECTION_NATIONAL_0030,SPECIES_KEY_NIDORINA,30,ニドリーナ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
30,COLLECTION_NATIONAL_0031,SPECIES_KEY_NIDOQUEEN,31,ニドクイン,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
31,COLLECTION_NATIONAL_0032,SPECIES_KEY_NIDORAN_M,32,ニドラン♂,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
32,COLLECTION_NATIONAL_0033,SPECIES_KEY_NIDORINO,33,ニドリーノ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
33,COLLECTION_NATIONAL_0034,SPECIES_KEY_NIDOKING,34,ニドキング,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
34,COLLECTION_NATIONAL_0418,SPECIES_KEY_BUIZEL,35,ブイゼル,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
35,COLLECTION_NATIONAL_0419,SPECIES_KEY_FLOATZEL,36,フローゼル,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
36,COLLECTION_VEGA_0037,SPECIES_KEY_VEGA_037,37,ララベリー,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
37,COLLECTION_VEGA_0038,SPECIES_KEY_VEGA_038,38,セラーナ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
38,COLLECTION_NATIONAL_0204,SPECIES_KEY_PINECO,39,クヌギダマ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
39,COLLECTION_NATIONAL_0205,SPECIES_KEY_FORRETRESS,40,フォレトス,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
40,COLLECTION_NATIONAL_0090,SPECIES_KEY_SHELLDER,41,シェルダー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
41,COLLECTION_NATIONAL_0091,SPECIES_KEY_CLOYSTER,42,パルシェン,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
42,COLLECTION_VEGA_0043,SPECIES_KEY_VEGA_043,43,マホース,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
43,COLLECTION_VEGA_0044,SPECIES_KEY_VEGA_044,44,ペガーン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
44,COLLECTION_VEGA_0045,SPECIES_KEY_VEGA_045,45,ユニサス,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
45,COLLECTION_NATIONAL_0236,SPECIES_KEY_TYROGUE,46,バルキー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
46,COLLECTION_NATIONAL_0106,SPECIES_KEY_HITMONLEE,47,サワムラー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
47,COLLECTION_NATIONAL_0107,SPECIES_KEY_HITMONCHAN,48,エビワラー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
48,COLLECTION_NATIONAL_0237,SPECIES_KEY_HITMONTOP,49,カポエラー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
49,COLLECTION_VEGA_0050,SPECIES_KEY_VEGA_050,50,ライノス,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
50,COLLECTION_VEGA_0051,SPECIES_KEY_VEGA_051,51,メタゲラス,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
51,COLLECTION_NATIONAL_0359,SPECIES_KEY_ABSOL,52,アブソル,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
52,COLLECTION_VEGA_0053,SPECIES_KEY_VEGA_053,53,ディザソル,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
53,COLLECTION_NATIONAL_0203,SPECIES_KEY_GIRAFARIG,54,キリンリキ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
54,COLLECTION_VEGA_0055,SPECIES_KEY_VEGA_055,55,フォリキー,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
55,COLLECTION_VEGA_0056,SPECIES_KEY_VEGA_056,56,バーニン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
56,COLLECTION_VEGA_0057,SPECIES_KEY_VEGA_057,57,ファントマ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
57,COLLECTION_NATIONAL_0081,SPECIES_KEY_MAGNEMITE,58,コイル,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
58,COLLECTION_NATIONAL_0082,SPECIES_KEY_MAGNETON,59,レアコイル,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
59,COLLECTION_NATIONAL_0462,SPECIES_KEY_MAGNEZONE,60,ジバコイル,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
60,COLLECTION_NATIONAL_0120,SPECIES_KEY_STARYU,61,ヒトデマン,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
61,COLLECTION_NATIONAL_0121,SPECIES_KEY_STARMIE,62,スターミー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
62,COLLECTION_NATIONAL_0092,SPECIES_KEY_GASTLY,63,ゴース,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
63,COLLECTION_NATIONAL_0093,SPECIES_KEY_HAUNTER,64,ゴースト,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
64,COLLECTION_NATIONAL_0094,SPECIES_KEY_GENGAR,65,ゲンガー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
65,COLLECTION_NATIONAL_0102,SPECIES_KEY_EXEGGCUTE,66,タマタマ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
66,COLLECTION_NATIONAL_0103,SPECIES_KEY_EXEGGUTOR,67,ナッシー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
67,COLLECTION_VEGA_0068,SPECIES_KEY_VEGA_068,68,テディ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
68,COLLECTION_VEGA_0069,SPECIES_KEY_VEGA_069,69,ググズリー,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
69,COLLECTION_VEGA_0070,SPECIES_KEY_VEGA_070,70,ハンタマ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
70,COLLECTION_NATIONAL_0111,SPECIES_KEY_RHYHORN,71,サイホーン,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
71,COLLECTION_NATIONAL_0112,SPECIES_KEY_RHYDON,72,サイドン,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
72,COLLECTION_NATIONAL_0464,SPECIES_KEY_RHYPERIOR,73,ドサイドン,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
73,COLLECTION_NATIONAL_0357,SPECIES_KEY_TROPIUS,74,トロピウス,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
74,COLLECTION_NATIONAL_0137,SPECIES_KEY_PORYGON,75,ポリゴン,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
75,COLLECTION_NATIONAL_0233,SPECIES_KEY_PORYGON2,76,ポリゴン2,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
76,COLLECTION_NATIONAL_0474,SPECIES_KEY_PORYGON_Z,77,ポリゴンZ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
77,COLLECTION_NATIONAL_0363,SPECIES_KEY_SPHEAL,78,タマザラシ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
78,COLLECTION_NATIONAL_0364,SPECIES_KEY_SEALEO,79,トドグラー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
79,COLLECTION_NATIONAL_0365,SPECIES_KEY_WALREIN,80,トドゼルガ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
80,COLLECTION_VEGA_0081,SPECIES_KEY_VEGA_081,81,ダンゴロウ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
81,COLLECTION_VEGA_0082,SPECIES_KEY_VEGA_082,82,マルマジロ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
82,COLLECTION_VEGA_0083,SPECIES_KEY_VEGA_083,83,アロフィー,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
83,COLLECTION_VEGA_0084,SPECIES_KEY_VEGA_084,84,リーフィス,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
84,COLLECTION_NATIONAL_0459,SPECIES_KEY_SNOVER,85,ユキカブリ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
85,COLLECTION_NATIONAL_0460,SPECIES_KEY_ABOMASNOW,86,ユキノオー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
86,COLLECTION_VEGA_0087,SPECIES_KEY_VEGA_087,87,ユカリア,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
87,COLLECTION_VEGA_0088,SPECIES_KEY_VEGA_088,88,ネクロシア,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
88,COLLECTION_VEGA_0089,SPECIES_KEY_VEGA_089,89,カプリン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
89,COLLECTION_VEGA_0090,SPECIES_KEY_VEGA_090,90,ゴートン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
90,COLLECTION_VEGA_0091,SPECIES_KEY_VEGA_091,91,バフォット,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
91,COLLECTION_NATIONAL_0241,SPECIES_KEY_MILTANK,92,ミルタンク,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
92,COLLECTION_NATIONAL_0213,SPECIES_KEY_SHUCKLE,93,ツボツボ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
93,COLLECTION_VEGA_0094,SPECIES_KEY_VEGA_094,94,バードン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
94,COLLECTION_VEGA_0095,SPECIES_KEY_VEGA_095,95,ゴルドー,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
95,COLLECTION_VEGA_0096,SPECIES_KEY_VEGA_096,96,フィニクス,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
96,COLLECTION_VEGA_0097,SPECIES_KEY_VEGA_097,97,クロッチ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
97,COLLECTION_VEGA_0098,SPECIES_KEY_VEGA_098,98,コクジャク,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
98,COLLECTION_VEGA_0099,SPECIES_KEY_VEGA_099,99,シャミネ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
99,COLLECTION_VEGA_0100,SPECIES_KEY_VEGA_100,100,コーシャン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
100,COLLECTION_VEGA_0101,SPECIES_KEY_VEGA_101,101,プラズン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
101,COLLECTION_VEGA_0102,SPECIES_KEY_VEGA_102,102,ボルトック,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
102,COLLECTION_VEGA_0103,SPECIES_KEY_VEGA_103,103,カワラベ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
103,COLLECTION_VEGA_0104,SPECIES_KEY_VEGA_104,104,テペトラー,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
104,COLLECTION_VEGA_0105,SPECIES_KEY_VEGA_105,105,ロップル,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
105,COLLECTION_VEGA_0106,SPECIES_KEY_VEGA_106,106,オタクン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
106,COLLECTION_VEGA_0107,SPECIES_KEY_VEGA_107,107,ネラー,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
107,COLLECTION_VEGA_0108,SPECIES_KEY_VEGA_108,108,ニートン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
108,COLLECTION_NATIONAL_0163,SPECIES_KEY_HOOTHOOT,109,ホーホー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
109,COLLECTION_NATIONAL_0164,SPECIES_KEY_NOCTOWL,110,ヨルノズク,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
110,COLLECTION_VEGA_0111,SPECIES_KEY_VEGA_111,111,ハクタクン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
111,COLLECTION_NATIONAL_0239,SPECIES_KEY_ELEKID,112,エレキッド,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
112,COLLECTION_NATIONAL_0125,SPECIES_KEY_ELECTABUZZ,113,エレブー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
113,COLLECTION_NATIONAL_0466,SPECIES_KEY_ELECTIVIRE,114,エレキブル,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
114,COLLECTION_NATIONAL_0240,SPECIES_KEY_MAGBY,115,ブビィ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
115,COLLECTION_NATIONAL_0126,SPECIES_KEY_MAGMAR,116,ブーバー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
116,COLLECTION_NATIONAL_0467,SPECIES_KEY_MAGMORTAR,117,ブーバーン,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
117,COLLECTION_NATIONAL_0115,SPECIES_KEY_KANGASKHAN,118,ガルーラ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
118,COLLECTION_NATIONAL_0345,SPECIES_KEY_LILEEP,119,リリーラ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
119,COLLECTION_NATIONAL_0346,SPECIES_KEY_CRADILY,120,ユレイドル,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
120,COLLECTION_VEGA_0121,SPECIES_KEY_VEGA_121,121,スミロドン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
121,COLLECTION_VEGA_0122,SPECIES_KEY_VEGA_122,122,マカドゥス,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
122,COLLECTION_NATIONAL_0142,SPECIES_KEY_AERODACTYL,123,プテラ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
123,COLLECTION_NATIONAL_0246,SPECIES_KEY_LARVITAR,124,ヨーギラス,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
124,COLLECTION_NATIONAL_0247,SPECIES_KEY_PUPITAR,125,サナギラス,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
125,COLLECTION_NATIONAL_0248,SPECIES_KEY_TYRANITAR,126,バンギラス,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
126,COLLECTION_NATIONAL_0374,SPECIES_KEY_BELDUM,127,ダンバル,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
127,COLLECTION_NATIONAL_0375,SPECIES_KEY_METANG,128,メタング,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
128,COLLECTION_NATIONAL_0376,SPECIES_KEY_METAGROSS,129,メタグロス,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
129,COLLECTION_NATIONAL_0443,SPECIES_KEY_GIBLE,130,フカマル,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
130,COLLECTION_NATIONAL_0444,SPECIES_KEY_GABITE,131,ガバイト,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
131,COLLECTION_NATIONAL_0445,SPECIES_KEY_GARCHOMP,132,ガブリアス,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
132,COLLECTION_VEGA_0133,SPECIES_KEY_VEGA_133,133,タツゴン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
133,COLLECTION_VEGA_0134,SPECIES_KEY_VEGA_134,134,ラグーン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
134,COLLECTION_VEGA_0135,SPECIES_KEY_VEGA_135,135,ドラドーン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
135,COLLECTION_NATIONAL_0144,SPECIES_KEY_ARTICUNO,136,フリーザー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
136,COLLECTION_NATIONAL_0145,SPECIES_KEY_ZAPDOS,137,サンダー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
137,COLLECTION_NATIONAL_0146,SPECIES_KEY_MOLTRES,138,ファイヤー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
138,COLLECTION_NATIONAL_0243,SPECIES_KEY_RAIKOU,139,ライコウ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
139,COLLECTION_NATIONAL_0244,SPECIES_KEY_ENTEI,140,エンテイ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
140,COLLECTION_NATIONAL_0245,SPECIES_KEY_SUICUNE,141,スイクン,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
141,COLLECTION_VEGA_0142,SPECIES_KEY_VEGA_142,142,ライラプス,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
142,COLLECTION_VEGA_0143,SPECIES_KEY_VEGA_143,143,ガニメデ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
143,COLLECTION_VEGA_0144,SPECIES_KEY_VEGA_144,144,ネメア,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
144,COLLECTION_NATIONAL_0483,SPECIES_KEY_DIALGA,145,ディアルガ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
145,COLLECTION_NATIONAL_0484,SPECIES_KEY_PALKIA,146,パルキア,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
146,COLLECTION_NATIONAL_0491,SPECIES_KEY_DARKRAI,147,ダークライ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
147,COLLECTION_NATIONAL_0249,SPECIES_KEY_LUGIA,148,ルギア,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
148,COLLECTION_NATIONAL_0250,SPECIES_KEY_HO_OH,149,ホウオウ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
149,COLLECTION_NATIONAL_0150,SPECIES_KEY_MEWTWO,150,ミュウツー,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
150,COLLECTION_NATIONAL_0151,SPECIES_KEY_MEW,151,ミュウ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
151,COLLECTION_NATIONAL_0001,SPECIES_KEY_BULBASAUR,152,フシギダネ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
152,COLLECTION_NATIONAL_0002,SPECIES_KEY_IVYSAUR,153,フシギソウ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
153,COLLECTION_NATIONAL_0003,SPECIES_KEY_VENUSAUR,154,フシギバナ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
154,COLLECTION_NATIONAL_0004,SPECIES_KEY_CHARMANDER,155,ヒトカゲ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
155,COLLECTION_NATIONAL_0005,SPECIES_KEY_CHARMELEON,156,リザード,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
156,COLLECTION_NATIONAL_0006,SPECIES_KEY_CHARIZARD,157,リザードン,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
157,COLLECTION_NATIONAL_0007,SPECIES_KEY_SQUIRTLE,158,ゼニガメ,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
158,COLLECTION_NATIONAL_0008,SPECIES_KEY_WARTORTLE,159,カメール,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
159,COLLECTION_NATIONAL_0009,SPECIES_KEY_BLASTOISE,160,カメックス,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
160,COLLECTION_VEGA_0161,SPECIES_KEY_VEGA_161,161,バジール,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
161,COLLECTION_VEGA_0162,SPECIES_KEY_VEGA_162,162,バジルス,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
162,COLLECTION_VEGA_0163,SPECIES_KEY_VEGA_163,163,バジリール,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
163,COLLECTION_VEGA_0164,SPECIES_KEY_VEGA_164,164,コマシシ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
164,COLLECTION_VEGA_0165,SPECIES_KEY_VEGA_165,165,コマレオ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
165,COLLECTION_VEGA_0166,SPECIES_KEY_VEGA_166,166,コマレオン,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
166,COLLECTION_VEGA_0167,SPECIES_KEY_VEGA_167,167,トッコウオ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
167,COLLECTION_VEGA_0168,SPECIES_KEY_VEGA_168,168,ボウソウオ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
168,COLLECTION_VEGA_0169,SPECIES_KEY_VEGA_169,169,バクソウオ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
169,COLLECTION_VEGA_0170,SPECIES_KEY_VEGA_170,170,チェキラ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
170,COLLECTION_VEGA_0171,SPECIES_KEY_VEGA_171,171,チェキッド,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
171,COLLECTION_VEGA_0172,SPECIES_KEY_VEGA_172,172,チェキラス,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
172,COLLECTION_VEGA_0173,SPECIES_KEY_VEGA_173,173,リバード,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
173,COLLECTION_VEGA_0174,SPECIES_KEY_VEGA_174,174,ララミンゴ,REQUIRED_VEGA_ORIGINAL,1,caught/registered species; legacy Vega binding when audited
174,COLLECTION_NATIONAL_0417,SPECIES_KEY_PACHIRISU,175,パチリス,REQUIRED_BASE,1,caught/registered species; legacy Vega binding when audited
