reading_id,original_sha256,original_text,normalized_text,encoded_hex,encoded_size,page_count,max_line_glyphs,status
READING_0011,a446441eda7fffe5d4dcc13a91b845f6cc55e91adbc1f135c3462c993277d3ef,"カラミンゴにひこうの
Zパワーを集める！",からみんごにひこうの\nZぱわーをあつめる！,0627202e3b161b0a0319fed44b2cae2d01122229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0012,84fe71f747b3e4bec6e0f56d327e38a281bd0511529009f77af36eb70a0a7b61,"カラミンゴをひこうの
テラスタルで輝かせる！",からみんごをひこうの\nてらすたるでかがやかせる！,0627202e3b2d1b0a0319fe13270d102944063724060e29abff,25,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0013,b332d0f4611793170f425af75af88a4cc82b85cd5c27894f68e515a30efc3bee,"カルボウにほのおの
Zパワーを集める！",かるぼうにほのおの\nZぱわーをあつめる！,06294a03161e190519fed44b2cae2d01122229abff,21,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0014,dfc98a21b59baaac096c2ecad971e4a1c732412ba27c6c57f944dac89c6c8385,"カルボウをほのおの
テラスタルで輝かせる！",かるぼうをほのおの\nてらすたるでかがやかせる！,06294a032d1e190519fe13270d102944063724060e29abff,24,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0015,c9ee19b5564b30730c50e9211adb70cb902cee5ae24a53050f54c860f67978ed,カントーでは一本道ほど危ない。回復と\n帰路を先に確かめな。,かんとーではいっぽんみちほどあぶない\n。かいふくと\pきろをさきにたしかめな。,062e14ae441a02504f2e20111e4501481502fead06021c0814fb072b2d0b0716100c062215adff,39,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0016,4ac3f4e97f82af5a5b56652db6a995e3de8d4bc3a132d1ccd85d38403115c5ea,"サンドパンにじめんの
Zパワーを集める！",さんどぱんにじめんの\nZぱわーをあつめる！,0b2e454b2e163d222e19fed44b2cae2d01122229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0017,c86c55b84f6c98b281c2310011412f749c2c2b6b76fd781aacd206e5ed5d7a1f,"スターミーをみずの
テラスタルで輝かせる！",すたーみーをみずの\nてらすたるでかがやかせる！,0d10ae20ae2d203e19fe13270d102944063724060e29abff,24,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0018,dd087502e67a1a42b155148af28af7aa9f19aae8e189f0a97698ec3ebb3a7291,"タギングルをどくの
テラスタルで輝かせる！",たぎんぐるをどくの\nてらすたるでかがやかせる！,10382e39292d450819fe13270d102944063724060e29abff,24,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0019,b4f7061418e41f97ce664695c4c72269b7774bf33c17285b750cb65e18f79328,"タテボーシにみずの
Zパワーを集める！",たてぼーしにみずの\nZぱわーをあつめる！,10134aae0c16203e19fed44b2cae2d01122229abff,21,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0020,ee74a0de32708de8f5d8ca8b6f3d77ac2dff48bcbd24714808a7000707e2d337,"ダグトリオにじめんの
Zパワーを集める！",だぐとりおにじめんの\nZぱわーをあつめる！,4139142805163d222e19fed44b2cae2d01122229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0021,d35c7c7ed4892f63106c776905e78eb459a9721861d4f1c0bd12db970ed397a0,ダブルバトルには、戦えるポケモンが二\n匹必要だよ。,だぶるばとるには たたかえるぽけもん\nがに\pひきひつようだよ。,414829461429161a0010100604294f09232efe3716fb1b071b1226034126adff,32,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0022,5c8e6520641d0e376a76c94544cb6f4a9a3c2e3a2c8d96faf4011c9d9780d1ef,"テペトラーにみずの
Zパワーを集める！",てぺとらーにみずの\nZぱわーをあつめる！,134e1427ae16203e19fed44b2cae2d01122229abff,21,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0023,afa5991853de2adfc899052894f990f81ac8aaf199c8e5f5b75eb619e8a87b69,"デカヌチャンをはがねの
テラスタルで輝かせる！",でかぬちゃんをはがねの\nてらすたるでかがやかせる！,44061711342e2d1a371819fe13270d102944063724060e29abff,26,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0024,e01ab9e6c02314bfb18c4264b270b7a161f0694218d254d312b6d3968cf258d5,"デルビルをほのおの
テラスタルで輝かせる！",でるびるをほのおの\nてらすたるでかがやかせる！,442947292d1e190519fe13270d102944063724060e29abff,24,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0025,f0e679e6e3a6eace6221c921c3fee27263f0f7d5a01b96461da9ce72917a424f,"トゲキッスをフェアリーの
テラスタルで輝かせる！",とげきっすをふぇありーの\nてらすたるでかがやかせる！,143a07500d2d1c320128ae19fe13270d102944063724060e29abff,27,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0026,f64f9f04a23d5bce1f53ec913f40611dae5e1a218028cb1558fcd85ce5197136,"トロピウスにひこうの
Zパワーを集める！",とろぴうすにひこうの\nZぱわーをあつめる！,142b4c030d161b0a0319fed44b2cae2d01122229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0027,0b9834efc052c3a61a91043a51791712e110762bb08a29c13d473c660f0ac20a,"トロピウスをくさの
テラスタルで輝かせる！",とろぴうすをくさの\nてらすたるでかがやかせる！,142b4c030d2d080b19fe13270d102944063724060e29abff,24,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0028,669e75fc4d980049e3f70af848a36320082a95fd8f1007fe1ecc182d382e2dd5,"ドレディアをくさの
テラスタルで輝かせる！",どれでぃあをくさの\nてらすたるでかがやかせる！,452a4430012d080b19fe13270d102944063724060e29abff,24,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0029,4b07e7724f953cf49f69740eae62f7e9a1c1f75cb60c99995cfbde1f8ab156a3,"ニートンにゴーストの
Zパワーを集める！",にーとんにごーすとの\nZぱわーをあつめる！,16ae142e163bae0d1419fed44b2cae2d01122229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0030,57634993a289e06a96f9de63c0f55eb049a76492e3a5f3890d3ec418293a5872,"ハラバリーにでんきの
Zパワーを集める！",はらばりーにでんきの\nZぱわーをあつめる！,1a274628ae16442e0719fed44b2cae2d01122229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0031,5e3aff1a24731a6356dd40de0e538b57ceab3a797c7ae5b4a6d270dd858b1f6f,"バイウールーをノーマルの
テラスタルで輝かせる！",ばいうーるーをのーまるの\nてらすたるでかがやかせる！,460203ae29ae2d19ae1f2919fe13270d102944063724060e29abff,27,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0032,7422f04040a6f6b4aec2e366ab9ac24fc6bf986fed67ef36935154f4b7f4c939,"パモットにでんきの
Zパワーを集める！",ぱもっとにでんきの\nZぱわーをあつめる！,4b23501416442e0719fed44b2cae2d01122229abff,21,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0033,8bef1387f483e87131a6a66cf14d5b2815703077bfa9e16b2c2f8a75d498a728,"パモットをでんきの
テラスタルで輝かせる！",ぱもっとをでんきの\nてらすたるでかがやかせる！,4b2350142d442e0719fe13270d102944063724060e29abff,24,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0034,927a7c5a037d630ff7a3fa6360f2596e609785086f7ac5d5ba6fab9c838b0aee,"ヒノヤコマにひこうの
Zパワーを集める！",ひのやこまにひこうの\nZぱわーをあつめる！,1b19240a1f161b0a0319fed44b2cae2d01122229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0035,325514a4c23996488d6a96f198807ac7290302960058ce3d78ce3faa5c1c3d6b,"ファマインにほのおの
Zパワーを集める！",ふぁまいんにほのおの\nZぱわーをあつめる！,1c2f1f022e161e190519fed44b2cae2d01122229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0036,8f49262fc9e5c45a79bb5036e48177a82efd32a02ded158693f792bc7ebfbb1d,"フローゼルをみずの
テラスタルで輝かせる！",ふろーぜるをみずの\nてらすたるでかがやかせる！,1c2bae3f292d203e19fe13270d102944063724060e29abff,24,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0037,3730da10737d05cd35272db6da35e6ea1ff0dc7998d72a36000af327ca2532bc,"ブルンゲルにみずの
Zパワーを集める！",ぶるんげるにみずの\nZぱわーをあつめる！,48292e3a2916203e19fed44b2cae2d01122229abff,21,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0038,732a780f812e54ec4fb1c3f44c0534f8553cf8df2e5f95ac1859aece73a1a827,"ミミッキュにフェアリーの
Zパワーを集める！",みみっきゅにふぇありーの\nZぱわーをあつめる！,2020500735161c320128ae19fed44b2cae2d01122229abff,24,1,12,ADOPTED_CURRENT_1BYTE_FONT
READING_0039,f499156ea72880ae5d72136ee9ecb82017844289d05d3c1238f1f10f69032bb7,"ミルタンクにノーマルの
Zパワーを集める！",みるたんくにのーまるの\nZぱわーをあつめる！,2029102e081619ae1f2919fed44b2cae2d01122229abff,23,1,11,ADOPTED_CURRENT_1BYTE_FONT
READING_0040,a37b3ed24a77efc7acf32122cc936f2b1d95e77263bf0f0d5060e474dda1440e,"ミルタンクをノーマルの
テラスタルで輝かせる！",みるたんくをのーまるの\nてらすたるでかがやかせる！,2029102e082d19ae1f2919fe13270d102944063724060e29abff,26,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0041,c2be0bc5b4a33a7460887c27deb0c13306a5f712142c66e1961ec6afa097411a,"ムウマにゴーストの
Zパワーを集める！",むうまにごーすとの\nZぱわーをあつめる！,21031f163bae0d1419fed44b2cae2d01122229abff,21,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0042,1155558bc96d531304a47247a1cb1b89be41d3b234e465684a2844fdcdf22c98,"ムウマージにゴーストの
Zパワーを集める！",むうまーじにごーすとの\nZぱわーをあつめる！,21031fae3d163bae0d1419fed44b2cae2d01122229abff,23,1,11,ADOPTED_CURRENT_1BYTE_FONT
READING_0043,36371ff428cd53a9a4dc34590cceb7ec08dbbd2e79565850bf358020358764dd,"ムウマージをゴーストの
テラスタルで輝かせる！",むうまーじをごーすとの\nてらすたるでかがやかせる！,21031fae3d2d3bae0d1419fe13270d102944063724060e29abff,26,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0044,29bd98b169791319a30f07614e615a9beb40f26e29e463e05d5c70f904f2152d,"メタゲラスにはがねの
Zパワーを集める！",めたげらすにはがねの\nZぱわーをあつめる！,22103a270d161a371819fed44b2cae2d01122229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0045,9d86f6ad8c9c311ff2a84837e7b441faf12e64ab27680ccc0c0b48cd23123f6a,"ヤミカラスをあくの
テラスタルで輝かせる！",やみからすをあくの\nてらすたるでかがやかせる！,242006270d2d010819fe13270d102944063724060e29abff,24,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0046,6467b25ec7990ea539ca89d6a2050a051720f315d9cf686a788a4707bc4def94,"ユレイドルをくさの
テラスタルで輝かせる！",ゆれいどるをくさの\nてらすたるでかがやかせる！,252a0245292d080b19fe13270d102944063724060e29abff,24,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0047,f6e3ebee53bb1c483a34c4f0aea6bee735ffe0414cea90f3fc0664ced302b3b7,"ライチュウにでんきの
Zパワーを集める！",らいちゅうにでんきの\nZぱわーをあつめる！,270211350316442e0719fed44b2cae2d01122229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0048,b1477386c88875683ca4bba841f9ed03e9c661f13e4a95e430a3afd4e4005932,"ラッキーをノーマルの
テラスタルで輝かせる！",らっきーをのーまるの\nてらすたるでかがやかせる！,275007ae2d19ae1f2919fe13270d102944063724060e29abff,25,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0049,636aa7f8ab649128247fd5bc079f13c6e2e5b1f56ed6bc029b50ec3be42c2686,"リーテイルにくさの
Zパワーを集める！",りーているにくさの\nZぱわーをあつめる！,28ae13022916080b19fed44b2cae2d01122229abff,21,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0050,4c7d51533df419c3e9a1c5ca703d72958a9ce3553820ec0868a54e379915a28e,"リーフィスにみずの
Zパワーを集める！",りーふぃすにみずの\nZぱわーをあつめる！,28ae1c300d16203e19fed44b2cae2d01122229abff,21,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0051,5dd495fd5c408a418108ad197dfdeb7dc5dd5d839058c26c0b0443ffd0f95597,"ルチャブルにひこうの
Zパワーを集める！",るちゃぶるにひこうの\nZぱわーをあつめる！,2911344829161b0a0319fed44b2cae2d01122229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0052,5380186ed6a1d4d2bd981bbc3e8207920f0f55e55115eac6ddf6f052a8f6969d,"ルチャブルをひこうの
テラスタルで輝かせる！",るちゃぶるをひこうの\nてらすたるでかがやかせる！,29113448292d1b0a0319fe13270d102944063724060e29abff,25,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0053,4e0f1523d2edf364917e6b8b9e9edd0e6d22509e8bc13539a1a3b9809f887942,"ワタシラガにむしの
Zパワーを集める！",わたしらがにむしの\nZぱわーをあつめる！,2c100c273716210c19fed44b2cae2d01122229abff,21,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0054,a818195f2f6c04c00d53528961312c136e6a548aea7f3bd58400b34fa6ba964a,"ワタシラガをくさの
テラスタルで輝かせる！",わたしらがをくさの\nてらすたるでかがやかせる！,2c100c27372d080b19fe13270d102944063724060e29abff,24,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0055,44cb797a63bc180f4725153a5d1add5eb947838fddc2da2ee7bb4f74707b4804,"ワタッコをくさの
テラスタルで輝かせる！",わたっこをくさの\nてらすたるでかがやかせる！,2c10500a2d080b19fe13270d102944063724060e29abff,23,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0056,25e111428609fb71330f50c3b0e7e353078f88a0d4581f7f8c4904518b0a8c6c,"一度きりの大技を見せるよ。
切り札の一手を読めるかな。",いちどきりのおおわざをみせるよ。\nきりふだのいってをよめるかな。,02114507281905052c3c2d200e2926adfe07281c41190250132d2622290615adff,33,1,16,ADOPTED_CURRENT_1BYTE_FONT
READING_0057,47a9ef2f2c8405e44e6685e741f22d8eba811cda4860558876b861e84b77a720,一撃だけを狙わない。崩してから決める\n！,いちげきだけをねらわない。くずしてか\nらきめる\p！,02113a0741092d18272c1502ad083e0c1306fe27072229fbabff,26,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0058,5ad5141e0eaa5f047b8875e533838e7ac2319ea35ad8258ee1d57e40f1589bdb,上から流れをつかむ。速さだけと思うな\nよ。,うえからながれをつかむ。はやさだけと\nおもうな\pよ。,0304062715372a2d120621ad1a240b410914fe05230315fb26adff,27,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0059,735df418a44db05da8c7e06f51b44c6f44635a4b54d2684dabce75e8375a4b28,二人分の手数を一つにする。先発から連\n携するよ！,ふたりぶんのてすうをひとつにする。せ\nんぱつかられん\pけいするよ！,1c1028482e19130d032d1b1412160d29ad0efe2e4b1206272a2efb09020d2926abff,34,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0060,5a056c47354b218d10fdd2ba8a0f9aa2152b8862e07fe42f3edcd0cf4f769bb5,今はまだこの先の認定戦を受けられない\n。先に条件を整えよう。,いまはまだこのさきのにんていたたかを\nうけられない\p。さきにじょうけんをととのえよう。,021f1a1f410a190b0719162e13021010062dfe0309272a1502fbad0b07163d3603092e2d141419042603adff,44,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0061,9fb29d5968aa6027c383fbdca016816fdd622414f10c692fcbee885a42959f27,仮説より、君の対応が一枚上だった。,かせつより くんのたいおうがいちまい\nうえだった。,060e12262800082e19100205033702111f02fe0304415010adff,26,1,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0062,f760978b2b7c76252f4c2fc0a4d23028e4052e312f2fa0c6c093ab8f8ab8ea8e,休憩の前に一勝負。景色ごと楽しもうよ\n。,きゅうけいのまえにひとしょうぶ。けし\nきごとたのしもうよ\p。,0735030902191f04161b140c360348ad090cfe073b1410190c230326fbadff,31,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0063,bdfe8680446e3db950ff9bdbc0037a380e66915e61916ed750329846d83bde62,先を読んだ上で、さらに先を選んだのか\n。,さきをよんだうえで\nさらにさきをえらんだのか\p。,0b072d262e41030444fe0b27160b072d04272e411906fbadff,25,2,12,ADOPTED_CURRENT_1BYTE_FONT
READING_0064,a86bba20728869b5916d61a10d9a2e898b13865524910e6085a12dd0675e05b4,再戦用に役割を組み直した。前と同じと\n思わないで。,さいせんようにやくわりをくみなおした\n。まえとおなじと\pおもわないで。,0b020e2e26031624082c282d082015050c10fead1f041405153d14fb05232c150244adff,36,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0065,2ff72e361309bcbb6a53688c691eaa9210003fb07c9a737bfb4b79b7fef8560e,"切り札のタイプが変わるよ。
変化の前後を読んでね。",きりふだのたいぷがかわるよ。\nへんかのぜんごをよんでね。,07281c411910024d37062c2926adfe1d2e06193f2e3b2d262e4418adff,29,1,14,ADOPTED_CURRENT_1BYTE_FONT
READING_0066,463b07bf0738c236cea3fb87442919f0b082b9bbd1b4bf1df6478852ed1e4341,"切り札はカメックス。
メガシンカで決める！",きりふだはかめっくす。\nめがしんかできめる！,07281c411a062250080dadfe22370c2e0644072229abff,23,1,11,ADOPTED_CURRENT_1BYTE_FONT
READING_0067,86d863e4ee2232fd05a7ad2a096d444e75c7522080832dea8c959e2775fc14b8,"切り札はクチート。
メガシンカで決める！",きりふだはくちーと。\nめがしんかできめる！,07281c411a0811ae14adfe22370c2e0644072229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0068,54bd2182ed60ddd34bf4531671e52b9d55d576cb9f76d65d97198aed4f6c4ce5,"切り札はジュペッタ。
メガシンカで決める！",きりふだはじゅぺった。\nめがしんかできめる！,07281c411a3d354e5010adfe22370c2e0644072229abff,23,1,11,ADOPTED_CURRENT_1BYTE_FONT
READING_0069,e374ab83ebf05e84fd134816151345863614f24a92d0468c2b2f0f577d11ee3d,"切り札はチルタリス。
メガシンカで決める！",きりふだはちるたりす。\nめがしんかできめる！,07281c411a112910280dadfe22370c2e0644072229abff,23,1,11,ADOPTED_CURRENT_1BYTE_FONT
READING_0070,0b371f5097c0afda7537e9a1f5aed9350d852a67986fec9fb349f3225dc53ad0,"切り札はピジョット。
メガシンカで決める！",きりふだはぴじょっと。\nめがしんかできめる！,07281c411a4c3d365014adfe22370c2e0644072229abff,23,1,11,ADOPTED_CURRENT_1BYTE_FONT
READING_0071,a3d90338fcffd50972578cb8fec5324afba8503d3e76b4244941f0deda9f00b6,"切り札はヘラクロス。
メガシンカで決める！",きりふだはへらくろす。\nめがしんかできめる！,07281c411a1d27082b0dadfe22370c2e0644072229abff,23,1,11,ADOPTED_CURRENT_1BYTE_FONT
READING_0072,9d37777febef838473297bd4f60772526c011229112683940a3126bd714081b0,"切り札はヘルガー。
メガシンカで決める！",きりふだはへるがー。\nめがしんかできめる！,07281c411a1d2937aeadfe22370c2e0644072229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0073,4cbc4f3fbf4ee181e36de95e0af120c2ddc87cbf056f0df810469be9dc604cab,"切り札はライボルト。
メガシンカで決める！",きりふだはらいぼると。\nめがしんかできめる！,07281c411a27024a2914adfe22370c2e0644072229abff,23,1,11,ADOPTED_CURRENT_1BYTE_FONT
READING_0074,da8a58f0af11e89551f2a67c4b9d8c529ca3898ebf5b059ffc833d84c22d8c52,"切り札はルカリオ。
メガシンカで決める！",きりふだはるかりお。\nめがしんかできめる！,07281c411a29062805adfe22370c2e0644072229abff,22,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0075,effb08027f4da7e0ec75cae533957065586637802d4b3544748ecab11f31f32d,"切り札まで受け切るなんて、
見事な勝ち方だね。",きりふだまでうけきるなんて\nみごとなかちほうだね。,07281c411f4403090729152e13fe203b141506111e034118adff,26,1,13,ADOPTED_CURRENT_1BYTE_FONT
READING_0076,8b80a84e89ff141fabdd57f10dd1cd8c0b711c9a789a950b15b5f33bd216e4a0,前の戦いは分析した。今度は別の順番で\n行くよ。,まえのたたかいはぶんせきした。こんど\nはべつのじゅんばんで\pいくよ。,1f0419101006021a482e0e070c10ad0a2e45fe1a4912193d352e462e44fb020826adff,35,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0077,6d3c4c495a6b4c00948ffa8cea01df08f020a848aa575bae5dc090413f03439e,力だけでは竜を扱えない。順番が大事だ\n。,ちからだけではりゅうをあつかえない。\nじゅんばんがだいじだ\p。,1106274109441a2835032d011206041502adfe3d352e462e3741023d41fbadff,32,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0078,675c7e8b873bb6799df0353bf0c1d192936d47ab7465676d705b619d77631276,勝ち筋は一つじゃない。全部ふさいでみ\nな。,かちすじはひとつじゃない。ぜんぶふさ\nいでみ\pな。,06110d3d1a1b14123d341502ad3f2e481c0bfe024420fb15adff,26,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0079,8ab26f70b42ba69cb2abe528ae7e400be36f4ef01ecc721e41542cfba5c74d35,同じ型には頼らない。こちらの流れで行\nくよ。,おなじかたにはたよらない。こちらのな\nがれでぎょう\pくよ。,05153d0610161a1026271502ad0a11271915fe372a44383603fb0826adff,30,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0080,1068f48b964d3aff8c21066bc741302695ef663cba3e75e89da69f568bee610a,周りのポケモンにも目を向けると、次の\n対策が見えるよ。,まわりのぽけもんにもめをむけると\nつぎの\pたいさくがみえるよ。,1f2c28194f09232e1623222d21092914fe123819fb10020b083720042926adff,32,2,16,ADOPTED_CURRENT_1BYTE_FONT
READING_0081,f856c974231d12404a1aa383acacd59d04e584b7c13c47c4c5d508076e51a09d,周りをよく見て。自然も戦術の一部だ。,まわりをよくみて。しぜんもせんじゅつ\nのいちぶだ。,1f2c282d26082013ad0c3f2e230e2e3d3512fe1902114841adff,26,1,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0082,50bdfb34ada7194bb1917d9fb59c8f77f3e37205874b45a3fad2a9635894cc8a,固めた守りを、丁寧に崩されたな。,かためたまもりを ていねいにくずされ\nたな。,061022101f23282d001302180216083e0b2afe1015adff,23,1,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0083,43c8eae9658d3c43205da401fe889f59bd886e000e429008c70b132eb752bdfd,対応が速い。こちらの変化についてきた\nね。,たいおうがはやい。こちらのへんかにつ\nいてきた\pね。,10020503371a2402ad0a1127191d2e061612fe02130710fb18adff,27,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0084,bf39e452ad883944302e1cc303969b745d7458c333d500042c73a4f003450e6a,役割を見抜いて、順に崩したんだね。,やくわりをみぬいて\nじゅんにくずしたんだね。,24082c282d20170213fe3d352e16083e0c102e4118adff,23,1,12,ADOPTED_CURRENT_1BYTE_FONT
READING_0085,2f97616093f76f81b7c64e3323799938d596692a94edcc8ea67dd2b740b3c79f,待つだけが釣りじゃない。流れを読むん\nだ。,まつだけがつりじゃない。ながれをよむ\nん\pだ。,1f1241093712283d341502ad15372a2d2621fe2efb41adff,24,2,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0086,038095d0a4cb73800a35b3e282d9a52c4a8d58ded44f368ed982937b19adecac,急所ではなく、組み立てで負けたか。,きゅうしょではなく\nくみたてでまけたか。,0735030c36441a1508fe08201013441f091006adff,21,1,10,ADOPTED_CURRENT_1BYTE_FONT
READING_0087,00d21ce23e9043d4b69c5e09be1963b0b8690c95bb007e87a0b9c9b236b8b9e8,手持ちの役割は全部違う。崩せるかな？,てもちのやくわりはぜんぶちがう。くず\nせるかな？,1323111924082c281a3f2e48113703ad083efe0e290615acff,25,1,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0088,27a5009f8a23a06d7a8a6d0326b005c95c188a958c8d3afec08ae137987512b4,数値外の判断……再計算が必要だ。,すうちそとのはんだん……さいけいさん\nがひつようだ。,0d03110f14191a2e412eb0b00b0209020b2efe371b12260341adff,27,1,18,ADOPTED_CURRENT_1BYTE_FONT
READING_0089,5143b079806dc812928517b0ea0dc41567d9b6894843890ba188f8945bbf48a4,既存ROMの本文と分岐を保持する。,きぞんROMのほんぶんとぶんきをほじ\nする。,07402eccc9c7191e2e482e14482e072d1e3dfe0d29adff,23,1,18,ADOPTED_CURRENT_1BYTE_FONT
