table_key,group_id,map_id,profile,slot_count,source_address,source_sha256,fallback_policy,status,notes
TABLE_KEY_VEGA_01_065_LAND,1,65,LAND,12,0x838e798,19b3c2dc217b6856b9517459a884606d7ea5dd1bc89511a9d4787599a3ed0384,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_066_LAND,1,66,LAND,12,0x838e81c,ef9cd0a5f69953242be4179f10e00e70bae3692d3cc7d8e8de48b3430de2f6d7,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_046_LAND,3,46,LAND,12,0x838e8a0,7c002f5a4f54ce3744e5ccfaacfec3d7d1dd8e406b78bbb16c834766744b47d6,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_073_LAND,1,73,LAND,12,0x838e940,a00bb6dc36fc0712ac9a7464cb40c6512caf9af3693fe48ac5d574d5ed6ec907,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_047_LAND,3,47,LAND,12,0x838e994,9a598fa27369d249a5fe948fc96ce0b7ad5e29154b8c16adea7c2bc959043fb2,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_081_LAND,1,81,LAND,12,0x838ea34,a3830957c288c5a840408dc497aa7905bf8bccc4be8cafdeffffe29396d52aea,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_082_LAND,1,82,LAND,12,0x838ea6c,406ed60f22791fd6ee4e3345161100aca7c4426a9faad59fbb3c2b61f199b0be,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_083_LAND,1,83,LAND,12,0x838eac0,af6a6a4c76d812449799c591e2d3d77cb997b9018229801f9ec46cbe47b64bb2,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_083_ROCK,1,83,ROCK,5,0x838eaa4,77a9568f81d96a51e733ad505ad337632545a4d3d99ff4a9a8ea07fec93ccc43,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_084_LAND,1,84,LAND,12,0x838eaf8,c557a6ee5350a277c16dd48da3450a7a4b7a24fa72d80f0ec106cc111e1ada9d,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_084_ROCK,1,84,ROCK,5,0x838e978,671fe437a2331e1ba6727a5e68f05ec599d4a6498da1abbd79cc628304c4d507,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_085_LAND,1,85,LAND,12,0x838eb30,ded95c694235bfea8e4ca4a0ff5801610502039b9de636a9ef51c4667ef44f98,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_086_LAND,1,86,LAND,12,0x838eb68,efa8fb7074d7fa8309432bd0a285aeb3c689843c7cb9ab0b9f1cb962d804247d,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_087_LAND,1,87,LAND,12,0x838ebec,dd991ca3caef20f7d3f2ec4694c094f9bb74e7f886d497b548c65d9d2e9b42ae,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_LAND,0,0,LAND,12,0x838ec70,0a37b165548a6668f5739c887cfc91e6d515b22818286402cc32f82a3ca1f966,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_LAND,0,0,LAND,12,0x838eca8,50cded1f025e8fc782780ba473ea626390b0a67b9fb62ab3b9b782384da4903f,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_LAND,0,0,LAND,12,0x838ece0,0b109ddfcf7a5507816075f9f025727dfd2e8a18940be580d8be2ca9110fd28b,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_LAND,0,0,LAND,12,0x838ed18,2289b1ec4f97861eff4e2e638d87d148c052f7be78e6d2c520a9521ee54e4685,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_LAND,0,0,LAND,12,0x838ed50,29aaeb4a885df9c0066fd6e27ad0577d15ced0fb692134be8eab87de999187e8,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_054_LAND,1,54,LAND,12,0x83900f8,53624085d866703c039e796c190cd7ea2faee7bd52cb89e0678baf09f333b4ce,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_036_LAND,3,36,LAND,12,0x838edc0,29270b25a1cb94c005260d94fb1b35a10a197cb58f8ab8216ee0e3c162e9fa71,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_036_ROCK,3,36,ROCK,5,0x838edf8,101e3c3663c4d023995a0b4281a4876673f0a47803591533c11de2c0f38b1a54,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_109_LAND,1,109,LAND,12,0x838ee14,3961655848e08cc70fb3506b931126ce05ae6dc5f459125f453a669cb013624e,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_001_ROCK,3,1,ROCK,5,0x838ee84,486cdf5f0d8782e31f2803664d948396261e7ee5c055369367a3ab71b33aaa4e,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_005_LAND,1,5,LAND,12,0x838eea0,53f700898ae6b3ad2cb9a275e0a6d9220772f3678270be082e9d8bbc93e8f3e2,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_20_000_LAND,20,0,LAND,12,0x838eed8,dcb01820c3bb5420af8b173cdd2b14c90ac10a6527faa5c72df03574c654e319,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_20_000_ROCK,20,0,ROCK,5,0x838ef10,d40012c15fdec4e375b28021098c499de8d762082a88f6a93a55c1bfe388dcb3,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_012_LAND,1,12,LAND,12,0x838ef2c,2ff1e9dc444ac144ac501194698f6f23dd23a66e261cc6a07fa62d9c9a81aa19,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_012_ROCK,1,12,ROCK,5,0x838ef64,068aa04b8f7bbd2c1e8a31e680566737e810d7a18faf00b5020975573f666b10,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_034_LAND,1,34,LAND,12,0x838ef80,8bc7d0ca29e18ed64ad6839eda3b618ec0fbdde908c66f086aae80b9b71320a5,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_034_ROCK,1,34,ROCK,5,0x838efb8,bd06581c7a34869365f67f30c1284210479f2f186cb832e8ed5ce7383f5018ad,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_031_LAND,1,31,LAND,12,0x838efd4,2d5b86ca547420f8582d1e9504fcb3c63a36855c7abaf74cda8a547445878da3,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_031_ROCK,1,31,ROCK,5,0x838f00c,94d62998172a7291dcd6a50aceada87a0fac14f608dad20e5b95169156dec6b0,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_24_000_LAND,24,0,LAND,12,0x838f028,7fbdd9570d56d2ccb1e5565e4c6a34214bed40811b689c17de514a7087d9c08a,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_24_000_ROCK,24,0,ROCK,5,0x838f060,985158607dd35c15f661c7af2e484ac5d595c8699725c24820ab959fe8eeb450,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_044_LAND,3,44,LAND,12,0x838ee4c,3cb9ea0bc15db70f1b89e09f5301892b831976af82efc57175a72ec54a64d4fd,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_042_LAND,3,42,LAND,12,0x838ff6c,8a132419c043c23b5768ede6c245bac03a6b20696e0bf0b0d70f8e2476424d50,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_045_LAND,3,45,LAND,12,0x838f154,0cca839ca905a65aa80c615282e4d54ab002f0e1e98c2120b3cc376eb3547a28,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_045_WATER,3,45,WATER,5,0x838f18c,b2c3860a28aab572f59b5ce6fc394a70affad2919c0563460bb24633a1174971,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_045_FISHING,3,45,FISHING,10,0x838f1a8,cd20dd0cb3227488a7dc51113da2b9cc4cfdd77490a0f33c3d1243c277e1dadc,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_006_LAND,1,6,LAND,12,0x838f1d8,a8b9c084b5ff50fd326900af8d4fd10ee3950f8aa36aa7401d6602bdc1ce5537,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_110_LAND,1,110,LAND,12,0x838f210,5375e3ae53f68d30ede9522708b3b8dafa3179708c3889ba563be014aa91325a,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_LAND,0,0,LAND,12,0x838f248,0b17f6d0382c9747b784cf0286b1d33ae31582c7e949bca20dde4ef6b70db234,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_WATER,0,0,WATER,5,0x838f280,2fa6042aa55d4186b3a54d10457c9a205b1855bbc5dc1c26eea982d4532c55dd,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_FISHING,0,0,FISHING,10,0x838f29c,0112edf47e7f606d22983a376d5728b32c9ab7e478f0ded4a93fc14646984bd0,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_056_LAND,3,56,LAND,12,0x838f2cc,8ce21dc2418f2689f0aa1031a3b287c06955c692c71c0e2cc814202cd4d5e2c7,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_052_LAND,1,52,LAND,12,0x838f304,0bac972c03a15e28311fffc0ab894abe418381a0535bcb9f046bfe2efc9b5258,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_061_LAND,3,61,LAND,12,0x838f33c,7ebc40f694a4e74d447f9860ffddc6e8d13fb73c2d740170db979845844f7490,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_007_LAND,1,7,LAND,12,0x838f374,7b743a57793ded65fae5f79733650e56c81f41c00c44b8af059906f6529bf559,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_063_LAND,3,63,LAND,12,0x838f3ac,4dabfe0f9a79e18547211ae9854d54ca6ee1c03d0dfcda8df4621641d0706643,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_048_LAND,3,48,LAND,12,0x838f3e4,ca11cbc3c9d60b7cc94d39600e1539264d2ec21df1d30e46b1fba3ea621a6286,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_097_LAND,1,97,LAND,12,0x838f41c,506ca4d127e70ff5029d2957aecc2c7a80dcd4735ed304328b4e089371b3a8a0,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_057_LAND,3,57,LAND,12,0x838f454,8f6c4432573d9bba2c57c6c1b97bb8aa844c5e5eb3553478e8f071d1d708c6ee,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_058_LAND,3,58,LAND,12,0x838f48c,be4ca8d1ed2951f6422aaaa84394b1c623b499b9dcb1f0c366a20236b7831767,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_008_LAND,1,8,LAND,12,0x838f4c4,afa6753fc668ba99e875ca1ff55280d6c557f8fade62e56ab5e2eeea123a970c,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_060_LAND,3,60,LAND,12,0x838f4fc,45d7ac2a2e912311904699da71ea4b1e935cac9b3d89f502196e343553c17734,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_062_LAND,3,62,LAND,12,0x838f534,1e4debcbafdecb4de5aa1e6f822ed0a313426feb0eb33ded45506744982904f6,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_056_LAND,1,56,LAND,12,0x838f56c,3a8e066e5fa9a3d12c675163cd8b9a467346b58025fd2b516a675b1471e2258a,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_055_LAND,1,55,LAND,12,0x838f5a4,467dee1ab2534de050202291102582f734cecd3c3b3b35da820f85b3b29ba66e,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_099_LAND,1,99,LAND,12,0x838f5dc,d0e9d1b9d56d4d0e60fe92369122c415f2e70b3546fd5bb3942fc7a4b95132a1,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_064_LAND,3,64,LAND,12,0x838f614,726af2536daa2c80b10fcd1418e10b3d0078168605c47985f40a47ae99187037,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_064_ROCK,3,64,ROCK,5,0x838f668,c383872adcd71b33b74d1fbf00f563b95aa79af0871794a81ffb2680a285b264,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_111_LAND,1,111,LAND,12,0x838f6b4,353d6ccb69378c3d1c28166f9fbe26812535390b42af0cf2c415ccf0fa7ac353,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_112_LAND,1,112,LAND,12,0x838f738,0c50d58f5f16de44d20b4705ed5be21749bdb3518ef996d3c4be03d77e9788f8,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_112_WATER,1,112,WATER,5,0x838e484,4705bb7335957fd4ccd9ec73baabfbafdfc61800782c244ec2cdbc7ce961f7be,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_112_FISHING,1,112,FISHING,10,0x838e4a0,0d151784b4402f14a79255992834b4ddee15db5c32f3e7d3b3199d66c1f27930,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_113_LAND,1,113,LAND,12,0x838f7bc,2fceb28a63a84817c30310e6b23c82b0e48371610d2cc6a3c96bba5ddc15e547,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_054_LAND,3,54,LAND,12,0x838f840,ecdd90bd8cc504b05e20e1de625379afa62fb6866b866ea00974b97bf0e13b90,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_012_WATER,3,12,WATER,5,0x838f878,956be904b875df6ce798664394537348b8e3137873a6d5c53a9f0ffdd6643666,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_03_012_FISHING,3,12,FISHING,10,0x838f894,78840bffc6e0a0ec70d62e1cba5510c0df3f8f619dd74c02118b834aba8df94c,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_WATER,0,0,WATER,5,0x838f8c4,70da83990c8d235236cb73a9ff4ba16637d6455311cdbda4bc2b780cdde051c8,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_FISHING,0,0,FISHING,10,0x838f8e0,e0990c97657cf302f8586347d2fa5b9c69df35d2ce99ecc2c8ad12f4c1f9fb77,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_114_LAND,1,114,LAND,12,0x838f910,398b28cf77d1104dcd5e8e91102480f7a1e6f6ea1d52751a3626fbae2ff18d57,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_115_LAND,1,115,LAND,12,0x838f994,18979484e4d372ac3517f0871d71fb6cb25d4723d85edf5befd4b7765ebf1d61,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_WATER,0,0,WATER,5,0x838fa18,5b96909bed5020c3373b815ec6d737ea2ea7a586afdffd80fdc144b1e6f4e1b6,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_FISHING,0,0,FISHING,10,0x838fa34,a1b0881cf1a5f5d8e09d7eef519660e66066877c511fb769c2a023085177aa1e,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_WATER,0,0,WATER,5,0x838fa64,127ff356e39ee899f609ae0f99318d2e7c4a4f4ec315464c5d252dd4cd6b2493,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_00_000_FISHING,0,0,FISHING,10,0x838fa80,e53001221cc0154241e8d829779d93080b06e0f6031bac90d8b15e8d232497d2,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
TABLE_KEY_VEGA_01_116_LAND,1,116,LAND,12,0x838fab0,83ca43235e8c6eba956729bea7afad2fc3e1903a0d120d9073d7d67a23bb58a4,BYTE_EQUIVALENT_NORMAL,PRESERVED,T16 overlay disabled時は既存tableをそのまま選択
