row_key,receiver_species_id,hatch_species_id,move_id,source_row_sha256,disposition,hatch_selected_direct_egg_membership,direct_grant,shared_grant,owner_overlay_grant,grant_on_evolution,existing_move_carry_policy_changed,acquisition_impossible_claimed,runtime_applied
SPECIES_KEY_VEGA_003:egg:4:1:1:0:0,3,1,204,71b25e202c7456c4acb37fcecf9b2e78cc5721872d1e5830dcac9d3641ea1a78,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:2:2:0:1,3,1,420,f8db1e8da5f37fc2d74181fe9484aa758657cbbe8376bfc79926fa025d9bc0b7,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:3:3:0:2,3,1,13,860eb404fc6bb2320fff5d3d49c2e94cd18ccd028003374862ed7051847877e2,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:4:4:0:3,3,1,163,4313047d186118e090b95d48c3e7b5c8c1f0f6ced769da68dbd99ed905ab9259,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:5:5:0:4,3,1,200,314c84f33b5a25b4f4a02fc254bccaf966159772a3530aa315fe7c37a45f3f13,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:6:6:0:5,3,1,78,44abd899bc315f7ab215a59fbb9e7c7919bf091285bc985e5efd99a8276e4a05,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:7:7:0:6,3,1,326,a8310d69c91a3db75041775b69758fd1f8f8842450324e426c70126aa174b67e,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:8:8:0:7,3,1,456,12944e47e04841a485c9bd2683c04c8fe1728318169d011a7a335ade8b1114bd,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:9:9:0:8,3,1,129,9022650225f9e2f92a15346c204c90399d6294215c0d94f2e6ae5cdf16176261,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:10:10:0:9,3,1,444,b85425ea29ee2e922ae269eca8f810827440586d7f59644e36dab463f0fa6b97,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:11:11:0:10,3,1,498,afb37f8abf2c62fd5a437a2347e3d2a92e3a2c0aa11e6c96edc17ad28c7e43d9,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:12:12:0:11,3,1,22,12d4ef5ce7e1706978269d874f5261eecfe7821e0ce919fcb4525036761d199b,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:13:13:0:12,3,1,77,70189f18fc0730b7d303ebedd483f0536d7eb5b646dff0aae7a15d3d655e2ab9,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:14:14:0:13,3,1,189,d33dcaab2be6daf9b38a96bcea8594f7ec41b7bd7ee8cf9aaf477716d19e3dab,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:15:15:0:14,3,1,241,e756ce2e251b62b2eb23ab2fa3175094e62b002080d988d003e4895f39572f77,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:16:16:0:15,3,1,79,37ecb0ebfc78067935603a9949f384c92aeeb4480782c719c657c9cf560f9f08,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:17:17:0:16,3,1,174,0dc87f4d4acef42441de7cd1694b6fbf4d73ebe96d6373e63b457e8304fc4998,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:18:18:0:17,3,1,282,54413fb2ca3991bada060d2acd007089acfd0cf7e9352bba76e4bddc0e4ebd88,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:19:19:0:18,3,1,113,b3064ce7967f8a06f1e4469452d6d5c8b730c4f9fde87f7f7801567614ded3cb,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:20:20:0:19,3,1,345,58f2769994da2b932bba552a3d712c8fa18f197c35ac3a20276be7f0fb82c266,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:21:21:0:20,3,1,429,0e3b532b05accd49cd6ce29e8b50be7100d45b29af807c22466ac37a141380fc,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:22:22:0:21,3,1,115,e2782bcbb4bfd30a24634cc75808c6d069f9a14aba93b3ff5a451ce952ebb7be,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:23:23:0:22,3,1,210,f6bc8a9da52a704b8598d9353b206e763b574c1e73b45780e5e05aa8a2fcfe63,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_003:egg:4:24:24:0:23,3,1,178,b0dc11bf0da9f4fdc3453a51273836eb7426c966d74cdb0de9df63de5ff3f36f,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:1:1:0:0,5,4,362,10f2f50b180bad2ad93fd4f6cf94a0b8f7e2c6356b46fe0ae1bf97703eadb632,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:2:2:0:1,5,4,103,4490d228bab0b5faea4beffb090a237bc80165660cfc17bb2d4a1ee52a98bc97,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:3:3:0:2,5,4,317,5b6e265471037c2f532e07dfe0ba404d7a2977315697e7b6879e8a30be40470e,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:4:4:0:3,5,4,425,9d970be7f28a00fdca72aafc745c7417e9966eada461545da96ded612b0bb70c,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:5:5:0:4,5,4,229,fac90a413a36997fec6f970e13d20cbea4176e91bc085f23ec418b824ff38b33,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:6:6:0:5,5,4,205,a12fa37121021244e9c363d8182fcc5df7cea1454972819c348f865adf4a49a6,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:7:7:0:6,5,4,407,bf34cffe32ea6d63e8445d3f896bbae4b907cd42dcaa630721fc913536b4aa0b,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:8:8:0:7,5,4,328,ed377cf1934cc1b618828fb24c7b463fb8b953d08c45b959d2f7ad7a9a500ca3,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:9:9:0:8,5,4,440,2f7b58313670fd4dc7f886b28b812c796f41c1a7355bc168dfc7ee6f7394671d,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:10:10:0:9,5,4,335,51440d3a2df6ed8f9ac02a120caf8dc6d1ff5775e9489013e252a7d7b84de5cd,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:11:11:0:10,5,4,189,2ad6e1045d67a8a3c15b2c960599c3922dff78ab1239634f6c436b6ad21517d8,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:12:12:0:11,5,4,241,4b914aa3fb77991257404473152aa9c98f52372b3b9a7d589cd420d2bccea94a,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:13:13:0:12,5,4,503,06963a62700f8cd473ed8486337f5d23db9c8569a845cf7eed51d0483ea0e63e,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:14:14:0:13,5,4,388,5daff19fc1f619fef74f8e2f4c77e3847109975c4b10ba900d1ef4b2004e49ff,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:15:15:0:14,5,4,113,0798683d419513669f4ab34c125ff0cddad53969cb8e8d195bf48b7b68758b62,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:16:16:0:15,5,4,222,6d2adf3e875030520b47427cecc69d3f1fe181464de88145b44561157f91ee9c,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:17:17:0:16,5,4,432,6c26066bff294bdaa503c746fae0ee51178fe50eeec4f2a538e75ae68a8755c6,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:18:18:0:17,5,4,182,75280ac6a3ce88b2e327cc97261ac5dea4e011050cfeace0105623cac4499984,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:19:19:0:18,5,4,5,0894e68441dcd2e06f95c76db329e448821ddd85a5ee903ee930c600c987aa8d,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:20:20:0:19,5,4,130,02f9509068d9a67d74cbefd8d18bb022e2ea1a794fef9a79ef7c8e3c64f59019,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:21:21:0:20,5,4,350,b7c8c207c9a37c271c749521d856fb91bd95b0953d68854e42e1b6cf1e8314e0,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_005:egg:4:22:22:0:21,5,4,508,caacf8db4c108fadc2449ba1b1d2fffecdc66625558a4f89d0a6fabd2eb996ee,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:1:1:0:0,6,4,362,3d1a6464384b4555b50ceeaed635cd239fa777df4de2d062c9c0a291856e439f,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:2:2:0:1,6,4,103,98b94fa160f708ffbe0906b5393c48e1577e9ed7d2c0801008cd54a7bef44a41,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:3:3:0:2,6,4,317,1f33f1144ffde153468b86f3a1106cf7383bef85441ca4f0ef264581a78997ef,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:4:4:0:3,6,4,425,b03e674bc7e87096221b155eae91087d53df3191f3fd6d8700693a92762cf16b,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:5:5:0:4,6,4,229,734eb6909a97c64064e32c83dc0e0ba1205034a583071afd9bde9a7884f63432,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:6:6:0:5,6,4,205,b547ea2b882542fa4eb3f18fcdf70bc646da1599db039fa79b365a73caeaefb2,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:7:7:0:6,6,4,407,9b1de7ce45519babe23c95da6a1c6bc384905b7e4a7ff0c82bd94554e673b2ab,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:8:8:0:7,6,4,328,ab1d426ac88b49943e9cecf6465933ce9ce806ba9b520cf54b4be054e26a8fbf,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:9:9:0:8,6,4,440,4853c2afcce1be1f6d78a894fbac843846bbba41a3392301278b6b51b46ecfe8,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:10:10:0:9,6,4,335,c6b155177c0a6493e18859a7969bef6a89fdd00e3f52fe0483df75861aa5d905,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:11:11:0:10,6,4,189,3fdcbcf37b6c0c7dd284753153f91ef058a59485a1040413b63a3f8db776f4eb,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:12:12:0:11,6,4,241,3ee22984a8ae70a924309d973c31c8930dc2e13d0311b641a685927763800521,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:13:13:0:12,6,4,503,0caeef20d88941d55141a78085888104643054a34bcdf6825302330b5b3ecadf,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:14:14:0:13,6,4,388,423097261fbb4b295d68e634579b20b6e6601817d0a08f6743d52ef5a17a5854,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:15:15:0:14,6,4,113,cd6b97537667c5de324b656e45d39f5b68baa6f23fee174822804c6ce1de8d1d,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:16:16:0:15,6,4,222,a7c1084567d96411bd868a0445eed0252b7b771769e7cbcde34781a6a5b11c3a,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:17:17:0:16,6,4,432,5b940233f157ccdeed7287e9ce5538287a9e35e1d7a9b721977803a0447e0624,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:18:18:0:17,6,4,182,3af8bdaa574e8f94f8836061cde3ae4f682af9d491765dbb85162eb60a87dae0,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:19:19:0:18,6,4,5,d79a7124f564e98ceb910a2c4b3dcc83101eaed4025f5113549121f06f9e465b,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:20:20:0:19,6,4,130,604b1b6215db3b1a5477c191a38129fb9f92a3ed46f748206e730d4129772f03,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:21:21:0:20,6,4,350,674338edb36bb5feae0165b83a508e6c566b51216ddee885855c68e957e927d5,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_006:egg:4:22:22:0:21,6,4,508,cd043bec071572b8e4913b731166df2274e70cf20b0967869483b297086e9e8e,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:1:1:0:0,8,7,448,4a392a9a7b7e2144b011fd5f12a03aebcec4aa094a1910ca1c27cc1a32d03b2e,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:2:2:0:1,8,7,488,41d49daead5ef8d0e3b9cecf73615af5305b25d12fab2a2783c146d7e254e366,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:3:3:0:2,8,7,240,1b5acc60887585a55a896bf9a3da45c292dac95e90600fb7f65bb510a4531184,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:4:4:0:3,8,7,258,ed164f16fd9fb66bcc81e09c4008d497fff9adb27446f9bfc669cf50649ab41e,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:5:5:0:4,8,7,173,526da727e3c124996c3788c6cd0e7fb7f2091f82addc9c37e428a107a82e40b2,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:6:6:0:5,8,7,479,8eca50f212b29802426c528327cd55936ec48a6d3b866a42b433817a73d79c04,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:7:7:0:6,8,7,310,a8a99f526c368d93e6400d878370276627a42b1b2d1725db33ede5dd7f06d528,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:8:8:0:7,8,7,392,f135e9fae68f544a334816635934093c5714c06ed11057861169fff577f4a43a,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:9:9:0:8,8,7,50,539c8e69cdd729691019ea63a5f757e3d2f3c1e96975e463379d0ed4f99bb421,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:10:10:0:9,8,7,95,75570d26ab6437a73c6588fe3196141921dbf9749452735741e798819b73c816,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:11:11:0:10,8,7,105,08b6059f3021d9aa8863a8f474b0b69fef46707dc4973cf6775ca6303bbe8cb9,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:12:12:0:11,8,7,325,5369de9c84ad6bc80667317d2982dbd4a9a194aec06e09680ebcf4026694b800,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:13:13:0:12,8,7,54,bfa61164eaca8978efb18444c856ddaf441f22513d379e334e0ed10150df9c4d,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:14:14:0:13,8,7,291,bfefd8eedb818d7f0496f2d978d4f62b34e6ff0bd183aefeb9117664ba69d3ba,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
SPECIES_KEY_VEGA_008:egg:4:15:15:0:14,8,7,404,9f56b08fd5ad244395392ddc17e032097f58a02f98baaae34bfa4a72c20fc7c6,SELECTED_HATCH_MEMBERSHIP_CARRY_REFERENCE,True,False,False,False,False,False,False,False
